arm,probe_token_index,probe_token,k,visible_unit_count,selected_unit_indices,selected_units,attention_mass,cue,target_cosine,baseline_delta,target_similarity_rank,k_eligible
all_heads,19,Ġit,8,15,0|1|6|8|10|11|13|14,"What|painting|Annunciation|Forlì,|painted|it,|commissioned|it,",0.8900038562715054,"What painting Annunciation Forlì, painted it, commissioned it,",0.1882276087999344,0.06780563294887543,17,False
all_heads,19,Ġit,9,15,0|1|6|8|10|11|12|13|14,"What|painting|Annunciation|Forlì,|painted|it,|who|commissioned|it,",0.914439769461751,"What painting Annunciation Forlì, painted it, who commissioned it,",0.19022665917873383,0.06980468332767487,17,False
all_heads,19,Ġit,10,15,0|1|2|6|8|10|11|12|13|14,"What|painting|is|Annunciation|Forlì,|painted|it,|who|commissioned|it,",0.9308749996125698,"What painting is Annunciation Forlì, painted it, who commissioned it,",0.18042375147342682,0.06000177562236786,17,False
all_heads,19,Ġit,11,15,0|1|2|6|8|9|10|11|12|13|14,"What|painting|is|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,",0.9471642412245274,"What painting is Annunciation Forlì, who painted it, who commissioned it,",0.1629772186279297,0.04255524277687073,17,False
all_heads,19,Ġit,12,15,0|1|2|6|7|8|9|10|11|12|13|14,"What|painting|is|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,",0.9623846672475338,"What painting is Annunciation of Forlì, who painted it, who commissioned it,",0.1562161147594452,0.03579413890838623,17,False
all_heads,19,Ġit,13,15,0|1|2|5|6|7|8|9|10|11|12|13|14,"What|painting|is|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,",0.9769379533827305,"What painting is The Annunciation of Forlì, who painted it, who commissioned it,",0.15397387742996216,0.0335519015789032,18,False
all_heads,19,Ġit,14,15,0|1|2|4|5|6|7|8|9|10|11|12|13|14,"What|painting|is|as|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,",0.990094949491322,"What painting is as The Annunciation of Forlì, who painted it, who commissioned it,",0.15557938814163208,0.03515741229057312,18,False
all_heads,19,Ġit,15,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,"What|painting|is|known|as|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,",0.9999491982161999,"What painting is known as The Annunciation of Forlì, who painted it, who commissioned it,",0.1512715369462967,0.030849561095237732,24,False
all_heads,20,",",1,15,0,What,0.2826487720012665,What,0.10575313866138458,-0.014668837189674377,84,False
all_heads,20,",",2,15,0|14,"What|it,",0.44761714711785316,"What it,",0.08117222040891647,-0.03924975544214249,89,False
all_heads,20,",",3,15,0|13|14,"What|commissioned|it,",0.5587503723800182,"What commissioned it,",0.19744651019573212,0.07702453434467316,14,False
all_heads,20,",",4,15,0|11|13|14,"What|it,|commissioned|it,",0.6643310338258743,"What it, commissioned it,",0.17329132556915283,0.05286934971809387,38,False
all_heads,20,",",5,15,0|8|11|13|14,"What|Forlì,|it,|commissioned|it,",0.7616960587911308,"What Forlì, it, commissioned it,",0.18590466678142548,0.06548269093036652,23,False
all_heads,20,",",6,15,0|8|11|12|13|14,"What|Forlì,|it,|who|commissioned|it,",0.8360925647430122,"What Forlì, it, who commissioned it,",0.19294902682304382,0.07252705097198486,19,False
all_heads,20,",",7,15,0|8|9|11|12|13|14,"What|Forlì,|who|it,|who|commissioned|it,",0.874889503698796,"What Forlì, who it, who commissioned it,",0.1836937665939331,0.06327179074287415,19,False
all_heads,20,",",8,15,0|8|9|10|11|12|13|14,"What|Forlì,|who|painted|it,|who|commissioned|it,",0.9129667985253036,"What Forlì, who painted it, who commissioned it,",0.17851035296916962,0.05808837711811066,15,False
all_heads,20,",",9,15,0|1|8|9|10|11|12|13|14,"What|painting|Forlì,|who|painted|it,|who|commissioned|it,",0.9310467108152807,"What painting Forlì, who painted it, who commissioned it,",0.1731692999601364,0.052747324109077454,15,False
all_heads,20,",",10,15,0|1|2|8|9|10|11|12|13|14,"What|painting|is|Forlì,|who|painted|it,|who|commissioned|it,",0.9489004048518836,"What painting is Forlì, who painted it, who commissioned it,",0.15995073318481445,0.03952875733375549,15,False
all_heads,20,",",11,15,0|1|2|3|8|9|10|11|12|13|14,"What|painting|is|known|Forlì,|who|painted|it,|who|commissioned|it,",0.9633763474412262,"What painting is known Forlì, who painted it, who commissioned it,",0.1425396353006363,0.02211765944957733,18,False
all_heads,20,",",12,15,0|1|2|3|6|8|9|10|11|12|13|14,"What|painting|is|known|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,",0.9769262466579676,"What painting is known Annunciation Forlì, who painted it, who commissioned it,",0.1548650711774826,0.034443095326423645,18,False
all_heads,20,",",13,15,0|1|2|3|4|6|8|9|10|11|12|13|14,"What|painting|is|known|as|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,",0.9884779620915651,"What painting is known as Annunciation Forlì, who painted it, who commissioned it,",0.15441854298114777,0.033996567130088806,17,False
all_heads,20,",",14,15,0|1|2|3|4|5|6|8|9|10|11|12|13|14,"What|painting|is|known|as|The|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,",0.9962520864792168,"What painting is known as The Annunciation Forlì, who painted it, who commissioned it,",0.1516292840242386,0.031207308173179626,23,False
all_heads,20,",",15,15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14,"What|painting|is|known|as|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,",0.9999842147808522,"What painting is known as The Annunciation of Forlì, who painted it, who commissioned it,",0.1512715369462967,0.030849561095237732,24,False
all_heads,21,Ġand,1,16,0,What,0.29898807406425476,What,0.10575313866138458,-0.014668837189674377,84,False
all_heads,21,Ġand,2,16,0|15,What|and,0.4462103694677353,What and,0.05374930799007416,-0.0666726678609848,97,False
all_heads,21,Ġand,3,16,0|11|15,"What|it,|and",0.5282460432499647,"What it, and",0.07724391669034958,-0.04317805916070938,87,False
all_heads,21,Ġand,4,16,0|11|14|15,"What|it,|it,|and",0.6076857205480337,"What it, it, and",0.05619321018457413,-0.06422876566648483,98,False
all_heads,21,Ġand,5,16,0|9|11|14|15,"What|who|it,|it,|and",0.6764671187847853,"What who it, it, and",0.03188493847846985,-0.08853703737258911,102,False
all_heads,21,Ġand,6,16,0|9|11|12|14|15,"What|who|it,|who|it,|and",0.7430319990962744,"What who it, who it, and",0.03659410774707794,-0.08382786810398102,99,False
all_heads,21,Ġand,7,16,0|8|9|11|12|14|15,"What|Forlì,|who|it,|who|it,|and",0.8022045709658414,"What Forlì, who it, who it, and",0.07962165027856827,-0.04080032557249069,76,False
all_heads,21,Ġand,8,16,0|8|9|11|12|13|14|15,"What|Forlì,|who|it,|who|commissioned|it,|and",0.8421529412735254,"What Forlì, who it, who commissioned it, and",0.15748831629753113,0.03706634044647217,19,False
all_heads,21,Ġand,9,16,0|8|9|10|11|12|13|14|15,"What|Forlì,|who|painted|it,|who|commissioned|it,|and",0.8748448931146413,"What Forlì, who painted it, who commissioned it, and",0.162136510014534,0.04171453416347504,11,False
all_heads,21,Ġand,10,16,0|3|8|9|10|11|12|13|14|15,"What|known|Forlì,|who|painted|it,|who|commissioned|it,|and",0.9061431691516191,"What known Forlì, who painted it, who commissioned it, and",0.16464202105998993,0.04422004520893097,14,False
all_heads,21,Ġand,11,16,0|2|3|8|9|10|11|12|13|14|15,"What|is|known|Forlì,|who|painted|it,|who|commissioned|it,|and",0.9373155061621219,"What is known Forlì, who painted it, who commissioned it, and",0.139040008187294,0.018618032336235046,13,False
all_heads,21,Ġand,12,16,0|1|2|3|8|9|10|11|12|13|14|15,"What|painting|is|known|Forlì,|who|painted|it,|who|commissioned|it,|and",0.9574635133612901,"What painting is known Forlì, who painted it, who commissioned it, and",0.13314375281333923,0.012721776962280273,16,False
all_heads,21,Ġand,13,16,0|1|2|3|4|8|9|10|11|12|13|14|15,"What|painting|is|known|as|Forlì,|who|painted|it,|who|commissioned|it,|and",0.9772186141926795,"What painting is known as Forlì, who painted it, who commissioned it, and",0.14024478197097778,0.019822806119918823,15,False
all_heads,21,Ġand,14,16,0|1|2|3|4|6|8|9|10|11|12|13|14|15,"What|painting|is|known|as|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and",0.9873366293031722,"What painting is known as Annunciation Forlì, who painted it, who commissioned it, and",0.13980384171009064,0.019381865859031677,15,False
all_heads,21,Ġand,15,16,0|1|2|3|4|5|6|8|9|10|11|12|13|14|15,"What|painting|is|known|as|The|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and",0.9960870912764221,"What painting is known as The Annunciation Forlì, who painted it, who commissioned it, and",0.13726642727851868,0.016844451427459717,19,False
all_heads,21,Ġand,16,16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,"What|painting|is|known|as|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,|and",0.9999753902666271,"What painting is known as The Annunciation of Forlì, who painted it, who commissioned it, and",0.13005384802818298,0.009631872177124023,20,False
all_heads,22,Ġin,1,17,0,What,0.2920477092266083,What,0.10575313866138458,-0.014668837189674377,84,False
all_heads,22,Ġin,2,17,0|16,What|in,0.4581536054611206,What in,0.09205945581197739,-0.028362520039081573,88,False
all_heads,22,Ġin,3,17,0|8|16,"What|Forlì,|in",0.6135597424581647,"What Forlì, in",0.07247283309698105,-0.04794914275407791,61,False
all_heads,22,Ġin,4,17,0|8|11|16,"What|Forlì,|it,|in",0.6877275174483657,"What Forlì, it, in",0.08620753884315491,-0.03421443700790405,74,False
all_heads,22,Ġin,5,17,0|8|11|14|16,"What|Forlì,|it,|it,|in",0.7491733459755778,"What Forlì, it, it, in",0.08250962942838669,-0.03791234642267227,77,False
all_heads,22,Ġin,6,17,0|8|11|14|15|16,"What|Forlì,|it,|it,|and|in",0.7801096318289638,"What Forlì, it, it, and in",0.08314494043588638,-0.03727703541517258,81,False
all_heads,22,Ġin,7,17,0|8|9|11|14|15|16,"What|Forlì,|who|it,|it,|and|in",0.8097053216770291,"What Forlì, who it, it, and in",0.08235186338424683,-0.038070112466812134,71,False
all_heads,22,Ġin,8,17,0|1|8|9|11|14|15|16,"What|painting|Forlì,|who|it,|it,|and|in",0.8372522024437785,"What painting Forlì, who it, it, and in",0.14935524761676788,0.028933271765708923,20,False
all_heads,22,Ġin,9,17,0|1|8|9|11|13|14|15|16,"What|painting|Forlì,|who|it,|commissioned|it,|and|in",0.8636971646919847,"What painting Forlì, who it, commissioned it, and in",0.1803082674741745,0.05988629162311554,14,False
all_heads,22,Ġin,10,17,0|1|8|9|11|12|13|14|15|16,"What|painting|Forlì,|who|it,|who|commissioned|it,|and|in",0.8899988913908601,"What painting Forlì, who it, who commissioned it, and in",0.1688046157360077,0.04838263988494873,14,False
all_heads,22,Ġin,11,17,0|1|6|8|9|11|12|13|14|15|16,"What|painting|Annunciation|Forlì,|who|it,|who|commissioned|it,|and|in",0.9160147896036506,"What painting Annunciation Forlì, who it, who commissioned it, and in",0.1702404022216797,0.04981842637062073,12,False
all_heads,22,Ġin,12,17,0|1|6|8|9|10|11|12|13|14|15|16,"What|painting|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in",0.939816732890904,"What painting Annunciation Forlì, who painted it, who commissioned it, and in",0.1593947857618332,0.03897280991077423,12,False
all_heads,22,Ġin,13,17,0|1|2|6|8|9|10|11|12|13|14|15|16,"What|painting|is|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in",0.9596302984282374,"What painting is Annunciation Forlì, who painted it, who commissioned it, and in",0.1537141054868698,0.03329212963581085,12,False
all_heads,22,Ġin,14,17,0|1|2|3|6|8|9|10|11|12|13|14|15|16,"What|painting|is|known|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in",0.9720487669110298,"What painting is known Annunciation Forlì, who painted it, who commissioned it, and in",0.1437610536813736,0.023339077830314636,15,False
all_heads,22,Ġin,15,17,0|1|2|3|4|6|8|9|10|11|12|13|14|15|16,"What|painting|is|known|as|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in",0.9837137861177325,"What painting is known as Annunciation Forlì, who painted it, who commissioned it, and in",0.1463923156261444,0.02597033977508545,14,False
all_heads,22,Ġin,16,17,0|1|2|3|4|5|6|8|9|10|11|12|13|14|15|16,"What|painting|is|known|as|The|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in",0.99412149656564,"What painting is known as The Annunciation Forlì, who painted it, who commissioned it, and in",0.1406647115945816,0.020242735743522644,19,False
all_heads,22,Ġin,17,17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,"What|painting|is|known|as|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,|and|in",1.0001169857569039,"What painting is known as The Annunciation of Forlì, who painted it, who commissioned it, and in",0.14031973481178284,0.019897758960723877,19,False
all_heads,23,Ġwhat,1,18,0,What,0.30369648337364197,What,0.10575313866138458,-0.014668837189674377,84,False
all_heads,23,Ġwhat,2,18,0|17,What|what,0.43424686789512634,What what,0.1169324740767479,-0.0034895017743110657,84,False
all_heads,23,Ġwhat,3,18,0|11|17,"What|it,|what",0.5117648504674435,"What it, what",0.0636986792087555,-0.05672329664230347,96,False
all_heads,23,Ġwhat,4,18,0|11|14|17,"What|it,|it,|what",0.5888318791985512,"What it, it, what",0.05092158541083336,-0.0695003904402256,98,False
all_heads,23,Ġwhat,5,18,0|11|14|16|17,"What|it,|it,|in|what",0.6510321088135242,"What it, it, in what",0.07399684935808182,-0.04642512649297714,90,False
all_heads,23,Ġwhat,6,18,0|8|11|14|16|17,"What|Forlì,|it,|it,|in|what",0.7087686720769852,"What Forlì, it, it, in what",0.08223693072795868,-0.03818504512310028,78,False
all_heads,23,Ġwhat,7,18,0|8|11|14|15|16|17,"What|Forlì,|it,|it,|and|in|what",0.7498327444773167,"What Forlì, it, it, and in what",0.0889906957745552,-0.031431280076503754,81,False
all_heads,23,Ġwhat,8,18,0|8|11|13|14|15|16|17,"What|Forlì,|it,|commissioned|it,|and|in|what",0.7894313733559102,"What Forlì, it, commissioned it, and in what",0.18002602458000183,0.05960404872894287,15,False
all_heads,23,Ġwhat,9,18,0|8|9|11|13|14|15|16|17,"What|Forlì,|who|it,|commissioned|it,|and|in|what",0.824675778625533,"What Forlì, who it, commissioned it, and in what",0.17373843491077423,0.05331645905971527,18,False
all_heads,23,Ġwhat,10,18,0|8|9|11|12|13|14|15|16|17,"What|Forlì,|who|it,|who|commissioned|it,|and|in|what",0.8580661218147725,"What Forlì, who it, who commissioned it, and in what",0.16697238385677338,0.046550408005714417,16,False
all_heads,23,Ġwhat,11,18,0|8|9|10|11|12|13|14|15|16|17,"What|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what",0.8897113676648587,"What Forlì, who painted it, who commissioned it, and in what",0.16648855805397034,0.04606658220291138,14,False
all_heads,23,Ġwhat,12,18,0|1|8|9|10|11|12|13|14|15|16|17,"What|painting|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what",0.9190971560310572,"What painting Forlì, who painted it, who commissioned it, and in what",0.15696874260902405,0.03654676675796509,14,False
all_heads,23,Ġwhat,13,18,0|1|2|8|9|10|11|12|13|14|15|16|17,"What|painting|is|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what",0.9447371277492493,"What painting is Forlì, who painted it, who commissioned it, and in what",0.15044589340686798,0.03002391755580902,14,False
all_heads,23,Ġwhat,14,18,0|1|2|3|8|9|10|11|12|13|14|15|16|17,"What|painting|is|known|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what",0.9638670987915248,"What painting is known Forlì, who painted it, who commissioned it, and in what",0.1348813772201538,0.014459401369094849,16,False
all_heads,23,Ġwhat,15,18,0|1|2|3|4|8|9|10|11|12|13|14|15|16|17,"What|painting|is|known|as|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what",0.9781594534870237,"What painting is known as Forlì, who painted it, who commissioned it, and in what",0.13980482518672943,0.01938284933567047,16,False
all_heads,23,Ġwhat,16,18,0|1|2|3|4|6|8|9|10|11|12|13|14|15|16|17,"What|painting|is|known|as|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what",0.9879145589657128,"What painting is known as Annunciation Forlì, who painted it, who commissioned it, and in what",0.14627832174301147,0.025856345891952515,15,False
all_heads,23,Ġwhat,17,18,0|1|2|3|4|5|6|8|9|10|11|12|13|14|15|16|17,"What|painting|is|known|as|The|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what",0.9964592191390693,"What painting is known as The Annunciation Forlì, who painted it, who commissioned it, and in what",0.14177271723747253,0.021350741386413574,19,False
all_heads,23,Ġwhat,18,18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,"What|painting|is|known|as|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what",0.9999782873783261,"What painting is known as The Annunciation of Forlì, who painted it, who commissioned it, and in what",0.14200983941555023,0.021587863564491272,18,False
all_heads,24,Ġyear,1,19,0,What,0.29247596859931946,What,0.10575313866138458,-0.014668837189674377,84,False
all_heads,24,Ġyear,2,19,0|18,What|year,0.44920165836811066,What year,0.06070950999855995,-0.05971246585249901,101,False
all_heads,24,Ġyear,3,19,0|11|18,"What|it,|year",0.5462553165853024,"What it, year",0.060766980051994324,-0.059654995799064636,99,False
all_heads,24,Ġyear,4,19,0|11|14|18,"What|it,|it,|year",0.6171441338956356,"What it, it, year",0.04808938503265381,-0.07233259081840515,105,False
all_heads,24,Ġyear,5,19,0|8|11|14|18,"What|Forlì,|it,|it,|year",0.673243084223941,"What Forlì, it, it, year",0.07485301792621613,-0.045568957924842834,93,False
all_heads,24,Ġyear,6,19,0|8|10|11|14|18,"What|Forlì,|painted|it,|it,|year",0.7231000561732799,"What Forlì, painted it, it, year",0.14545434713363647,0.025032371282577515,30,False
all_heads,24,Ġyear,7,19,0|8|10|11|13|14|18,"What|Forlì,|painted|it,|commissioned|it,|year",0.7725276101846248,"What Forlì, painted it, commissioned it, year",0.18067654967308044,0.060254573822021484,21,False
all_heads,24,Ġyear,8,19,0|8|10|11|13|14|15|18,"What|Forlì,|painted|it,|commissioned|it,|and|year",0.8001081601250917,"What Forlì, painted it, commissioned it, and year",0.18530571460723877,0.06488373875617981,25,False
all_heads,24,Ġyear,9,19,0|1|8|10|11|13|14|15|18,"What|painting|Forlì,|painted|it,|commissioned|it,|and|year",0.8267860834021121,"What painting Forlì, painted it, commissioned it, and year",0.17252781987190247,0.052105844020843506,24,False
all_heads,24,Ġyear,10,19,0|1|8|10|11|13|14|15|17|18,"What|painting|Forlì,|painted|it,|commissioned|it,|and|what|year",0.8530216992367059,"What painting Forlì, painted it, commissioned it, and what year",0.1581069529056549,0.03768497705459595,19,False
all_heads,24,Ġyear,11,19,0|1|2|8|10|11|13|14|15|17|18,"What|painting|is|Forlì,|painted|it,|commissioned|it,|and|what|year",0.8782743189949542,"What painting is Forlì, painted it, commissioned it, and what year",0.1553894430398941,0.034967467188835144,20,False
all_heads,24,Ġyear,12,19,0|1|2|8|9|10|11|13|14|15|17|18,"What|painting|is|Forlì,|who|painted|it,|commissioned|it,|and|what|year",0.9017676927614957,"What painting is Forlì, who painted it, commissioned it, and what year",0.1447618007659912,0.02433982491493225,19,False
all_heads,24,Ġyear,13,19,0|1|2|8|9|10|11|13|14|15|16|17|18,"What|painting|is|Forlì,|who|painted|it,|commissioned|it,|and|in|what|year",0.9245492808986455,"What painting is Forlì, who painted it, commissioned it, and in what year",0.1554732769727707,0.03505130112171173,21,False
all_heads,24,Ġyear,14,19,0|1|2|8|9|10|11|12|13|14|15|16|17|18,"What|painting|is|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year",0.9435550116468221,"What painting is Forlì, who painted it, who commissioned it, and in what year",0.13949771225452423,0.01907573640346527,19,False
all_heads,24,Ġyear,15,19,0|1|2|3|8|9|10|11|12|13|14|15|16|17|18,"What|painting|is|known|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year",0.9624488886911422,"What painting is known Forlì, who painted it, who commissioned it, and in what year",0.13451632857322693,0.014094352722167969,23,False
all_heads,24,Ġyear,16,19,0|1|2|3|4|8|9|10|11|12|13|14|15|16|17|18,"What|painting|is|known|as|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year",0.9743991831783205,"What painting is known as Forlì, who painted it, who commissioned it, and in what year",0.14348827302455902,0.02306629717350006,23,False
all_heads,24,Ġyear,17,19,0|1|2|3|4|6|8|9|10|11|12|13|14|15|16|17|18,"What|painting|is|known|as|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year",0.9861633009277284,"What painting is known as Annunciation Forlì, who painted it, who commissioned it, and in what year",0.13906291127204895,0.01864093542098999,23,False
all_heads,24,Ġyear,18,19,0|1|2|3|4|5|6|8|9|10|11|12|13|14|15|16|17|18,"What|painting|is|known|as|The|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year",0.9950893200002611,"What painting is known as The Annunciation Forlì, who painted it, who commissioned it, and in what year",0.13502612709999084,0.014604151248931885,25,False
all_heads,24,Ġyear,19,19,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,"What|painting|is|known|as|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year",0.9999945289455354,"What painting is known as The Annunciation of Forlì, who painted it, who commissioned it, and in what year",0.13079951703548431,0.010377541184425354,26,False
all_heads,25,Ġwas,1,20,0,What,0.21755115687847137,What,0.10575313866138458,-0.014668837189674377,84,False
all_heads,25,Ġwas,2,20,0|11,"What|it,",0.32114388048648834,"What it,",0.08117222040891647,-0.03924975544214249,89,False
all_heads,25,Ġwas,3,20,0|11|19,"What|it,|was",0.42061684280633926,"What it, was",0.09564884752035141,-0.02477312833070755,81,False
all_heads,25,Ġwas,4,20,0|11|14|19,"What|it,|it,|was",0.5031696446239948,"What it, it, was",0.0888296365737915,-0.031592339277267456,91,False
all_heads,25,Ġwas,5,20,0|11|14|18|19,"What|it,|it,|year|was",0.5738312266767025,"What it, it, year was",0.054355308413505554,-0.0660666674375534,102,False
all_heads,25,Ġwas,6,20,0|11|13|14|18|19,"What|it,|commissioned|it,|year|was",0.6395769380033016,"What it, commissioned it, year was",0.12378856539726257,0.0033665895462036133,56,False
all_heads,25,Ġwas,7,20,0|10|11|13|14|18|19,"What|painted|it,|commissioned|it,|year|was",0.6960700452327728,"What painted it, commissioned it, year was",0.13046422600746155,0.010042250156402588,30,False
all_heads,25,Ġwas,8,20,0|8|10|11|13|14|18|19,"What|Forlì,|painted|it,|commissioned|it,|year|was",0.7492126617580652,"What Forlì, painted it, commissioned it, year was",0.17904092371463776,0.058618947863578796,19,False
all_heads,25,Ġwas,9,20,0|1|8|10|11|13|14|18|19,"What|painting|Forlì,|painted|it,|commissioned|it,|year|was",0.784242020919919,"What painting Forlì, painted it, commissioned it, year was",0.16798196732997894,0.04755999147891998,19,False
all_heads,25,Ġwas,10,20,0|1|2|8|10|11|13|14|18|19,"What|painting|is|Forlì,|painted|it,|commissioned|it,|year|was",0.8135790005326271,"What painting is Forlì, painted it, commissioned it, year was",0.1639399528503418,0.04351797699928284,20,False
all_heads,25,Ġwas,11,20,0|1|2|8|9|10|11|13|14|18|19,"What|painting|is|Forlì,|who|painted|it,|commissioned|it,|year|was",0.8414291013032198,"What painting is Forlì, who painted it, commissioned it, year was",0.1520484983921051,0.03162652254104614,20,False
all_heads,25,Ġwas,12,20,0|1|2|3|8|9|10|11|13|14|18|19,"What|painting|is|known|Forlì,|who|painted|it,|commissioned|it,|year|was",0.8665505666285753,"What painting is known Forlì, who painted it, commissioned it, year was",0.13500764966011047,0.014585673809051514,27,False
all_heads,25,Ġwas,13,20,0|1|2|3|8|9|10|11|13|14|15|18|19,"What|painting|is|known|Forlì,|who|painted|it,|commissioned|it,|and|year|was",0.8905289247632027,"What painting is known Forlì, who painted it, commissioned it, and year was",0.13395032286643982,0.01352834701538086,28,False
all_heads,25,Ġwas,14,20,0|1|2|3|8|9|10|11|13|14|15|17|18|19,"What|painting|is|known|Forlì,|who|painted|it,|commissioned|it,|and|what|year|was",0.9140625763684511,"What painting is known Forlì, who painted it, commissioned it, and what year was",0.11426302045583725,-0.00615895539522171,21,False
all_heads,25,Ġwas,15,20,0|1|2|3|8|9|10|11|13|14|15|16|17|18|19,"What|painting|is|known|Forlì,|who|painted|it,|commissioned|it,|and|in|what|year|was",0.9362494125962257,"What painting is known Forlì, who painted it, commissioned it, and in what year was",0.12045358121395111,3.160536289215088e-05,25,False
all_heads,25,Ġwas,16,20,0|1|2|3|8|9|10|11|12|13|14|15|16|17|18|19,"What|painting|is|known|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year|was",0.9546090643852949,"What painting is known Forlì, who painted it, who commissioned it, and in what year was",0.11784274876117706,-0.002579227089881897,23,False
all_heads,25,Ġwas,17,20,0|1|2|3|4|8|9|10|11|12|13|14|15|16|17|18|19,"What|painting|is|known|as|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year|was",0.9727767035365105,"What painting is known as Forlì, who painted it, who commissioned it, and in what year was",0.12840354442596436,0.007981568574905396,20,False
all_heads,25,Ġwas,18,20,0|1|2|3|4|5|8|9|10|11|12|13|14|15|16|17|18|19,"What|painting|is|known|as|The|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year|was",0.9852635487914085,"What painting is known as The Forlì, who painted it, who commissioned it, and in what year was",0.1351558119058609,0.014733836054801941,23,False
all_heads,25,Ġwas,19,20,0|1|2|3|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19,"What|painting|is|known|as|The|Annunciation|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year|was",0.995425179367885,"What painting is known as The Annunciation Forlì, who painted it, who commissioned it, and in what year was",0.12567579746246338,0.005253821611404419,24,False
all_heads,25,Ġwas,20,20,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,"What|painting|is|known|as|The|Annunciation|of|Forlì,|who|painted|it,|who|commissioned|it,|and|in|what|year|was",0.9999807721469551,"What painting is known as The Annunciation of Forlì, who painted it, who commissioned it, and in what year was",0.12593166530132294,0.005509689450263977,25,False
all_heads,26,Ġit,1,21,0,What,0.19851356744766235,What,0.10575313866138458,-0.014668837189674377,84,False
all_heads,26,Ġit,2,21,0|11,"What|it,",0.3287771884351969,"What it,",0.08117222040891647,-0.03924975544214249,89,False
all_heads,26,Ġit,3,21,0|8|11,"What|Forlì,|it,",0.45815702620893717,"What Forlì, it,",0.09333697706460953,-0.027084998786449432,76,False
all_heads,26,Ġit,4,21,0|8|11|14,"What|Forlì,|it,|it,",0.5285009993240237,"What Forlì, it, it,",0.0871371179819107,-0.033284857869148254,80,False
all_heads,26,Ġit,5,21,0|8|11|14|20,"What|Forlì,|it,|it,|it",0.5941344304010272,"What Forlì, it, it, it",0.0947018414735794,-0.025720134377479553,78,False
all_heads,26,Ġit,6,21,0|8|10|11|14|20,"What|Forlì,|painted|it,|it,|it",0.6505973776802421,"What Forlì, painted it, it, it",0.15443108975887299,0.034009113907814026,29,False
all_heads,26,Ġit,7,21,0|8|10|11|13|14|20,"What|Forlì,|painted|it,|commissioned|it,|it",0.7009614808484912,"What Forlì, painted it, commissioned it, it",0.20572134852409363,0.08529937267303467,17,False
all_heads,26,Ġit,8,21,0|1|8|10|11|13|14|20,"What|painting|Forlì,|painted|it,|commissioned|it,|it",0.7459073169156909,"What painting Forlì, painted it, commissioned it, it",0.2027132511138916,0.08229127526283264,17,False
all_heads,26,Ġit,9,21,0|1|6|8|10|11|13|14|20,"What|painting|Annunciation|Forlì,|painted|it,|commissioned|it,|it",0.7865675957873464,"What painting Annunciation Forlì, painted it, commissioned it, it",0.18988390266895294,0.06946192681789398,17,False
