run,turn,assistant_chars,mean_assistant_chars_1_120,median_assistant_chars_1_120,response_budget,model_quantization,sampling_settings,source_artifact
Study 003 accepted,116,369,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,117,1443,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,118,441,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,119,764,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 003 accepted,120,1311,2703.725,2778.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_003/runs/study_003_full_001/iterative/study.db
Study 005 treatment,1,343,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,2,92,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,3,232,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,4,2491,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,5,2044,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,6,3201,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,7,3261,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,8,3452,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,9,4248,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,10,2806,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,11,3556,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,12,3046,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,13,3534,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,14,3846,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,15,3955,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,16,4767,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,17,3530,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,18,4239,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,19,4387,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,20,4303,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,21,4573,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,22,4227,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,23,3455,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,24,3156,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,25,4284,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,26,3186,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,27,2794,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,28,4415,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,29,3339,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,30,3100,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,31,4314,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,32,3381,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,33,3086,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,34,3500,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,35,2868,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,36,3453,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,37,4481,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,38,5530,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,39,2760,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,40,4579,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,41,4401,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,42,3661,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,43,4631,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,44,5260,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,45,3178,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,46,3533,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,47,3743,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,48,3646,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,49,3820,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,50,3739,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,51,2955,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,52,3698,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,53,4030,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,54,3229,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,55,1418,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,56,2750,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,57,3107,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,58,3033,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,59,1980,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,60,3182,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,61,5226,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,62,4016,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,63,3563,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,64,7436,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,65,3514,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,66,3852,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,67,4733,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,68,4442,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,69,2819,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,70,3099,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,71,3343,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,72,4344,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,73,3895,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,74,3226,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,75,3733,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,76,4299,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,77,6237,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,78,4871,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,79,4050,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,80,4352,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,81,4120,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,82,3989,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,83,3787,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,84,4066,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,85,3615,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,86,5004,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,87,3882,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,88,3561,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,89,3523,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,90,2362,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,91,4398,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,92,3541,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,93,3212,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,94,2722,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,95,3520,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,96,4292,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,97,4259,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,98,6109,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,99,5981,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,100,3006,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,101,3836,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,102,2685,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,103,3674,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,104,3840,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,105,3930,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,106,4484,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,107,3842,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,108,3366,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,109,4408,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,110,3059,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,111,4363,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,112,81,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,113,108,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,114,368,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,115,246,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,116,1198,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,117,1108,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,118,826,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,119,1949,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 005 treatment,120,3460,3496.983,3562.000,not preserved in a launch manifest,not preserved in a launch manifest,not preserved in a launch manifest,experiments/study_005/runs/study_005_full_001/condition_c/study.db
Study 006 treatment,1,343,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,2,92,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,3,232,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,4,2491,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,5,2044,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,6,3201,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,7,3261,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,8,3452,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,9,4248,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,10,2806,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,11,3556,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,12,3046,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,13,3534,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,14,3846,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,15,3955,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,16,4767,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,17,3530,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,18,4239,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,19,4387,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,20,4303,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,21,4573,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
