arm,turn,total,preamble,pinned_rules,recent_context,retrieved_stm,retrieved_ltm,current_turn,separators,assistant_cue,retrieved_ltm_compact,retrieved_ltm_episodes
arm_l,416,60550,149,15,4722,11275,44155,214,8,12,30609,67
arm_l,417,55084,149,15,4659,4652,45389,200,8,12,31230,70
arm_l,418,66044,149,15,4758,15211,45680,211,8,12,31521,70
arm_l,419,62774,149,15,4876,16506,40989,219,8,12,28042,64
arm_l,420,53861,149,15,4906,1425,47142,204,8,12,32370,73
arm_l,421,54488,149,15,4890,2047,47142,225,8,12,32370,73
arm_l,422,53669,149,15,4844,1284,47142,215,8,12,32370,73
arm_l,423,54162,149,15,5070,1554,47142,212,8,12,32370,73
arm_l,424,62065,149,15,4722,12790,44155,214,8,12,30609,67
arm_l,425,56172,149,15,4659,5740,45389,200,8,12,31230,70
arm_l,426,67605,149,15,4758,16772,45680,211,8,12,31521,70
arm_l,427,64667,149,15,4876,18399,40989,219,8,12,28042,64
arm_l,428,55856,149,15,4906,3420,47142,204,8,12,32370,73
arm_l,429,56491,149,15,4878,4062,47142,225,8,12,32370,73
arm_l,430,54921,149,15,4844,2536,47142,215,8,12,32370,73
arm_l,431,55684,149,15,5070,3076,47142,212,8,12,32370,73
arm_l,432,63580,149,15,4722,14305,44155,214,8,12,30609,67
arm_l,433,57260,149,15,4659,6828,45389,200,8,12,31230,70
arm_l,434,69154,149,15,4758,18321,45680,211,8,12,31521,70
arm_l,435,66560,149,15,4876,20292,40989,219,8,12,28042,64
arm_l,436,57839,149,15,4906,5403,47142,204,8,12,32370,73
arm_l,437,58506,149,15,4878,6077,47142,225,8,12,32370,73
arm_l,438,56173,149,15,4844,3788,47142,215,8,12,32370,73
arm_l,439,57206,149,15,5070,4598,47142,212,8,12,32370,73
arm_l,440,65095,149,15,4722,15820,44155,214,8,12,30609,67
arm_l,441,58348,149,15,4659,7916,45389,200,8,12,31230,70
arm_l,442,70703,149,15,4758,19870,45680,211,8,12,31521,70
arm_l,443,68453,149,15,4876,22185,40989,219,8,12,28042,64
arm_l,444,59822,149,15,4906,7386,47142,204,8,12,32370,73
arm_l,445,60521,149,15,4878,8092,47142,225,8,12,32370,73
arm_l,446,57425,149,15,4844,5040,47142,215,8,12,32370,73
arm_l,447,58728,149,15,5070,6120,47142,212,8,12,32370,73
arm_l,448,66610,149,15,4722,17335,44155,214,8,12,30609,67
arm_l,449,59436,149,15,4659,9004,45389,200,8,12,31230,70
arm_l,450,72252,149,15,4758,21419,45680,211,8,12,31521,70
arm_l,451,51807,149,15,4876,2586,43912,249,8,12,30308,67
arm_l,452,63879,149,15,4727,9369,49395,204,8,12,33994,76
arm_l,453,64108,149,15,4878,9489,49332,225,8,12,33947,76
arm_l,454,61199,149,15,4844,6292,49664,215,8,12,34072,77
arm_l,455,62322,149,15,5070,7024,49832,212,8,12,34236,77
arm_l,456,71657,149,15,4722,18850,47687,214,8,12,33110,72
arm_l,457,62596,149,15,4659,9474,48079,200,8,12,33096,74
arm_l,458,76606,149,15,4758,22968,48485,211,8,12,33502,74
arm_l,459,73811,149,15,4876,25353,43179,219,8,12,29619,67
arm_l,460,66593,149,15,4906,11352,49947,204,8,12,34351,77
arm_l,461,66123,149,15,4878,11504,49332,225,8,12,33947,76
arm_l,462,62451,149,15,4844,7544,49664,215,8,12,34072,77
arm_l,463,63844,149,15,5070,8546,49832,212,8,12,34236,77
arm_l,464,73172,149,15,4722,20365,47687,214,8,12,33110,72
arm_l,465,63684,149,15,4659,10562,48079,200,8,12,33096,74
arm_l,466,78155,149,15,4758,24517,48485,211,8,12,33502,74
arm_l,467,75704,149,15,4876,27246,43179,219,8,12,29619,67
arm_l,468,68576,149,15,4906,13335,49947,204,8,12,34351,77
arm_l,469,68138,149,15,4878,13519,49332,225,8,12,33947,76
arm_l,470,63703,149,15,4844,8796,49664,215,8,12,34072,77
arm_l,471,65366,149,15,5070,10068,49832,212,8,12,34236,77
arm_l,472,74687,149,15,4722,21880,47687,214,8,12,33110,72
arm_l,473,64772,149,15,4659,11650,48079,200,8,12,33096,74
arm_l,474,79704,149,15,4758,26066,48485,211,8,12,33502,74
arm_l,475,77597,149,15,4876,29139,43179,219,8,12,29619,67
arm_l,476,70559,149,15,4906,15318,49947,204,8,12,34351,77
arm_l,477,70153,149,15,4878,15534,49332,225,8,12,33947,76
arm_l,478,64955,149,15,4844,10048,49664,215,8,12,34072,77
arm_l,479,66888,149,15,5070,11590,49832,212,8,12,34236,77
arm_l,480,76202,149,15,4722,23395,47687,214,8,12,33110,72
arm_l,481,65860,149,15,4659,12738,48079,200,8,12,33096,74
arm_l,482,81253,149,15,4758,27615,48485,211,8,12,33502,74
arm_l,483,79490,149,15,4876,31032,43179,219,8,12,29619,67
arm_l,484,72542,149,15,4906,17301,49947,204,8,12,34351,77
arm_l,485,72168,149,15,4878,17549,49332,225,8,12,33947,76
arm_l,486,55523,149,15,4844,4292,46012,191,8,12,31556,71
arm_l,487,70425,149,15,4963,13112,51954,212,8,12,35733,80
arm_l,488,81469,149,15,4722,24910,51439,214,8,12,35835,77
arm_l,489,69858,149,15,4659,13826,50989,200,8,12,35186,78
arm_l,490,85835,149,15,4758,29164,51518,211,8,12,35719,78
arm_l,491,83797,149,15,4876,32925,45593,219,8,12,31420,70
arm_l,492,77558,149,15,4906,19284,52980,204,8,12,36568,81
arm_l,493,60548,149,15,4878,946,54283,257,8,12,37424,83
arm_l,494,60279,149,15,4717,16,55138,224,8,12,37934,85
arm_l,495,60092,149,15,4888,16,54803,201,8,12,37804,84
arm_l,496,60280,149,15,5042,16,54830,208,8,12,37831,84
arm_l,497,69918,149,15,4721,10689,54115,209,8,12,37520,82
arm_l,498,69621,149,15,4654,9815,54767,201,8,12,37768,84
arm_l,499,60036,149,15,4881,16,54748,207,8,12,37554,85
arm_l,500,62293,149,15,4820,2665,54421,203,8,12,37577,83
arm_l,501,61476,149,15,4754,1760,54582,196,8,12,37555,84
arm_l,502,60607,149,15,4759,365,55135,164,8,12,37931,85
arm_l,503,73648,149,15,4688,16257,52312,207,8,12,35914,81
arm_l,504,59886,149,15,4856,625,54031,190,8,12,37645,81
arm_l,505,62296,149,15,4847,2062,54979,224,8,12,37775,85
arm_l,506,61295,149,15,4888,1219,54803,201,8,12,37804,84
arm_l,507,60729,149,15,5042,465,54830,208,8,12,37831,84
arm_l,508,71445,149,15,4721,12216,54115,209,8,12,37520,82
arm_l,509,70214,149,15,4654,10408,54767,201,8,12,37768,84
arm_l,510,60584,149,15,4881,564,54748,207,8,12,37554,85
arm_l,511,75374,149,15,4820,17851,52312,207,8,12,35914,81
arm_l,512,61038,149,15,4856,1777,54031,190,8,12,37645,81
arm_l,513,63855,149,15,4847,3621,54979,224,8,12,37775,85
arm_l,514,62482,149,15,4888,2406,54803,201,8,12,37804,84
arm_l,515,61162,149,15,5042,898,54830,208,8,12,37831,84
arm_l,516,72972,149,15,4721,13743,54115,209,8,12,37520,82
arm_l,517,70807,149,15,4654,11001,54767,201,8,12,37768,84
arm_l,518,61116,149,15,4881,1096,54748,207,8,12,37554,85
arm_l,519,76968,149,15,4820,19445,52312,207,8,12,35914,81
arm_l,520,62190,149,15,4856,2929,54031,190,8,12,37645,81
arm_l,521,65414,149,15,4847,5180,54979,224,8,12,37775,85
arm_l,522,63669,149,15,4888,3593,54803,201,8,12,37804,84
arm_l,523,61595,149,15,5042,1331,54830,208,8,12,37831,84
arm_l,524,74499,149,15,4721,15270,54115,209,8,12,37520,82
arm_l,525,71400,149,15,4654,11594,54767,201,8,12,37768,84
arm_l,526,61648,149,15,4881,1628,54748,207,8,12,37554,85
arm_l,527,78562,149,15,4820,21039,52312,207,8,12,35914,81
arm_l,528,63342,149,15,4856,4081,54031,190,8,12,37645,81
arm_l,529,66973,149,15,4847,6739,54979,224,8,12,37775,85
arm_l,530,64856,149,15,4888,4780,54803,201,8,12,37804,84
arm_l,531,62028,149,15,5042,1764,54830,208,8,12,37831,84
arm_l,532,76026,149,15,4721,16797,54115,209,8,12,37520,82
arm_l,533,71993,149,15,4654,12187,54767,201,8,12,37768,84
arm_l,534,62180,149,15,4881,2160,54748,207,8,12,37554,85
arm_l,535,62688,149,15,4820,3472,53972,240,8,12,37323,82
arm_l,536,63427,149,15,4711,5233,53109,190,8,12,37320,78
arm_l,537,67764,149,15,4847,8298,54211,224,8,12,37630,82
arm_l,538,65460,149,15,4888,5967,54220,201,8,12,37649,82
arm_l,539,62202,149,15,5042,2197,54571,208,8,12,37779,83
arm_l,540,77203,149,15,4721,17756,54333,209,8,12,37569,83
arm_l,541,72522,149,15,4654,12780,54703,201,8,12,37716,84
arm_l,542,62842,149,15,4881,2692,54878,207,8,12,37873,84
arm_l,543,84054,149,15,4820,23659,55184,207,8,12,37779,86
arm_l,544,65237,149,15,4856,6385,53622,190,8,12,37441,80
arm_l,545,69323,149,15,4847,9857,54211,224,8,12,37630,82
arm_l,546,66647,149,15,4888,7154,54220,201,8,12,37649,82
arm_l,547,62635,149,15,5042,2630,54571,208,8,12,37779,83
arm_l,548,78730,149,15,4721,19283,54333,209,8,12,37569,83
arm_l,549,73115,149,15,4654,13373,54703,201,8,12,37716,84
arm_l,550,63374,149,15,4881,3224,54878,207,8,12,37873,84
arm_l,551,85648,149,15,4820,25253,55184,207,8,12,37779,86
arm_l,552,66389,149,15,4856,7537,53622,190,8,12,37441,80
arm_l,553,70882,149,15,4847,11416,54211,224,8,12,37630,82
arm_l,554,67834,149,15,4888,8341,54220,201,8,12,37649,82
arm_l,555,63068,149,15,5042,3063,54571,208,8,12,37779,83
arm_l,556,80257,149,15,4721,20810,54333,209,8,12,37569,83
arm_l,557,73708,149,15,4654,13966,54703,201,8,12,37716,84
arm_l,558,63906,149,15,4881,3756,54878,207,8,12,37873,84
arm_l,559,87242,149,15,4820,26847,55184,207,8,12,37779,86
arm_l,560,67541,149,15,4856,8689,53622,190,8,12,37441,80
arm_l,561,72441,149,15,4847,12975,54211,224,8,12,37630,82
arm_l,562,69021,149,15,4888,9528,54220,201,8,12,37649,82
arm_l,563,63501,149,15,5042,3496,54571,208,8,12,37779,83
arm_l,564,81784,149,15,4721,22337,54333,209,8,12,37569,83
arm_l,565,74301,149,15,4654,14559,54703,201,8,12,37716,84
arm_l,566,64438,149,15,4881,4288,54878,207,8,12,37873,84
arm_l,567,88836,149,15,4820,28441,55184,207,8,12,37779,86
arm_l,568,68693,149,15,4856,9841,53622,190,8,12,37441,80
arm_l,569,74000,149,15,4847,14534,54211,224,8,12,37630,82
arm_l,570,64369,149,15,4888,4505,54603,189,8,12,37741,83
arm_l,571,63587,149,15,4974,3929,54292,208,8,12,37681,82
arm_l,572,83273,149,15,4721,23864,54295,209,8,12,37710,82
arm_l,573,74529,149,15,4654,15152,54338,201,8,12,37753,82
arm_l,574,63708,149,15,4881,4820,53616,207,8,12,37423,80
arm_l,575,89964,149,15,4820,30035,54718,207,8,12,37715,84
arm_l,576,69919,149,15,4856,10993,53696,190,8,12,37515,80
arm_l,577,59810,149,15,4847,16,54492,271,8,12,37700,83
arm_l,578,58835,149,15,4740,16,53669,226,8,12,37504,80
arm_l,579,58940,149,15,4840,16,53695,205,8,12,37534,80
arm_l,580,59030,149,15,5020,16,53596,214,8,12,37447,80
arm_l,581,69665,149,15,4783,11031,53454,213,8,12,37496,79
arm_l,582,59940,149,15,4661,584,54310,201,8,12,37759,82
arm_l,583,68572,149,15,4881,9797,53501,209,8,12,37541,79
arm_l,584,81746,149,15,4862,21749,54733,218,8,12,37760,84
arm_l,585,60508,149,15,4917,1550,53656,201,8,12,37511,80
arm_l,586,61208,149,15,4969,2179,53650,226,8,12,37485,80
arm_l,587,61957,149,15,4840,3033,53695,205,8,12,37534,80
arm_l,588,60170,149,15,5020,1156,53596,214,8,12,37447,80
arm_l,589,72474,149,15,4783,13840,53454,213,8,12,37496,79
arm_l,590,61714,149,15,4661,2358,54310,201,8,12,37759,82
arm_l,591,70071,149,15,4881,11296,53501,209,8,12,37541,79
arm_l,592,83522,149,15,4864,23523,54733,218,8,12,37760,84
arm_l,593,63336,149,15,4917,4378,53656,201,8,12,37511,80
arm_l,594,64036,149,15,4969,5007,53650,226,8,12,37485,80
arm_l,595,64958,149,15,4840,6034,53695,205,8,12,37534,80
arm_l,596,61294,149,15,5020,2280,53596,214,8,12,37447,80
arm_l,597,75285,149,15,4783,16651,53454,213,8,12,37496,79
arm_l,598,63488,149,15,4661,4132,54310,201,8,12,37759,82
arm_l,599,71572,149,15,4881,12797,53501,209,8,12,37541,79
arm_l,600,85296,149,15,4864,25297,54733,218,8,12,37760,84
arm_l,601,66164,149,15,4917,7206,53656,201,8,12,37511,80
arm_l,602,66864,149,15,4969,7835,53650,226,8,12,37485,80
arm_l,603,67959,149,15,4840,9035,53695,205,8,12,37534,80
arm_l,604,62418,149,15,5020,3404,53596,214,8,12,37447,80
arm_l,605,78096,149,15,4783,19462,53454,213,8,12,37496,79
arm_l,606,65262,149,15,4661,5906,54310,201,8,12,37759,82
arm_l,607,73073,149,15,4881,14298,53501,209,8,12,37541,79
arm_l,608,87070,149,15,4864,27071,54733,218,8,12,37760,84
arm_l,609,68992,149,15,4917,10034,53656,201,8,12,37511,80
arm_l,610,69692,149,15,4969,10663,53650,226,8,12,37485,80
arm_l,611,70960,149,15,4840,12036,53695,205,8,12,37534,80
arm_l,612,63542,149,15,5020,4528,53596,214,8,12,37447,80
arm_l,613,80907,149,15,4783,22273,53454,213,8,12,37496,79
arm_l,614,67036,149,15,4661,7680,54310,201,8,12,37759,82
arm_l,615,74574,149,15,4881,15799,53501,209,8,12,37541,79
arm_l,616,64896,149,15,4864,5312,54295,241,8,12,37672,82
arm_l,617,71675,149,15,4712,12862,53716,201,8,12,37567,80
arm_l,618,72018,149,15,4969,13286,53353,226,8,12,37367,79
arm_l,619,73665,149,15,4840,14408,54028,205,8,12,37672,81
arm_l,620,64119,149,15,5020,5023,53678,214,8,12,37497,80
arm_l,621,83304,149,15,4783,24879,53245,213,8,12,37464,78
arm_l,622,68515,149,15,4661,9249,54220,201,8,12,37625,82
arm_l,623,75970,149,15,4881,17300,53396,209,8,12,37448,79
arm_l,624,90198,149,15,4864,30414,54518,218,8,12,37724,83
arm_l,625,74503,149,15,4917,15485,53716,201,8,12,37567,80
arm_l,626,74846,149,15,4969,16114,53353,226,8,12,37367,79
arm_l,627,76666,149,15,4840,17409,54028,205,8,12,37672,81
arm_l,628,65243,149,15,5020,6147,53678,214,8,12,37497,80
arm_l,629,86115,149,15,4783,27690,53245,213,8,12,37464,78
arm_l,630,70289,149,15,4661,11023,54220,201,8,12,37625,82
arm_l,631,77471,149,15,4881,18801,53396,209,8,12,37448,79
arm_l,632,91972,149,15,4864,32188,54518,218,8,12,37724,83
arm_l,633,77331,149,15,4917,18313,53716,201,8,12,37567,80
arm_l,634,77674,149,15,4969,18942,53353,226,8,12,37367,79
arm_l,635,79667,149,15,4840,20410,54028,205,8,12,37672,81
arm_l,636,66367,149,15,5020,7271,53678,214,8,12,37497,80
arm_l,637,88926,149,15,4783,30501,53245,213,8,12,37464,78
arm_l,638,72063,149,15,4661,12797,54220,201,8,12,37625,82
arm_l,639,78972,149,15,4881,20302,53396,209,8,12,37448,79
arm_l,640,93746,149,15,4864,33962,54518,218,8,12,37724,83
arm_l,641,80159,149,15,4917,21141,53716,201,8,12,37567,80
arm_l,642,80502,149,15,4969,21770,53353,226,8,12,37367,79
arm_l,643,82668,149,15,4840,23411,54028,205,8,12,37672,81
arm_l,644,67491,149,15,5020,8395,53678,214,8,12,37497,80
arm_l,645,91737,149,15,4783,33312,53245,213,8,12,37464,78
arm_l,646,73837,149,15,4661,14571,54220,201,8,12,37625,82
arm_l,647,80473,149,15,4881,21803,53396,209,8,12,37448,79
arm_l,648,95520,149,15,4864,35736,54518,218,8,12,37724,83
arm_l,649,82987,149,15,4917,23969,53716,201,8,12,37567,80
arm_l,650,83330,149,15,4969,24598,53353,226,8,12,37367,79
arm_l,651,61793,149,15,4840,3616,52963,190,8,12,37327,77
arm_l,652,68575,149,15,4906,9519,53752,214,8,12,37533,80
arm_l,653,93881,149,15,4783,36123,52578,213,8,12,37161,76
arm_l,654,74825,149,15,4661,16345,53434,201,8,12,37428,79
arm_l,655,81843,149,15,4881,23304,53265,209,8,12,37460,78
arm_l,656,97065,149,15,4864,37510,54289,218,8,12,37710,82
arm_l,657,85321,149,15,4917,26797,53222,201,8,12,37465,78
arm_l,658,86523,149,15,4969,28044,53100,226,8,12,37295,78
arm_l,659,60331,149,15,4840,914,54120,273,8,12,37565,82
arm_l,660,69637,149,15,4747,11592,52886,228,8,12,37272,77
arm_l,661,58279,149,15,4839,16,53032,208,8,12,37411,77
arm_l,662,63258,149,15,5082,4362,53421,209,8,12,37465,79
arm_l,663,84029,149,15,4764,25439,53428,214,8,12,37490,79
arm_l,664,59095,149,15,4666,1059,52990,196,8,12,37408,77
arm_l,665,75047,149,15,4879,16061,53717,206,8,12,37546,80
arm_l,666,83839,149,15,4833,24821,53789,212,8,12,37614,80
arm_l,667,57895,149,15,4842,16,52657,196,8,12,37264,76
arm_l,668,71457,149,15,4873,13210,52962,228,8,12,37360,77
arm_l,669,59089,149,15,4839,826,53032,208,8,12,37411,77
arm_l,670,64288,149,15,5082,5392,53421,209,8,12,37465,79
arm_l,671,85552,149,15,4764,26962,53428,214,8,12,37490,79
arm_l,672,60713,149,15,4666,2677,52990,196,8,12,37408,77
arm_l,673,75592,149,15,4879,16606,53717,206,8,12,37546,80
arm_l,674,84393,149,15,4833,25375,53789,212,8,12,37614,80
arm_l,675,59050,149,15,4842,1171,52657,196,8,12,37264,76
arm_l,676,73075,149,15,4873,14828,52962,228,8,12,37360,77
arm_l,677,59883,149,15,4839,1620,53032,208,8,12,37411,77
arm_l,678,65318,149,15,5082,6422,53421,209,8,12,37465,79
arm_l,679,87075,149,15,4764,28485,53428,214,8,12,37490,79
arm_l,680,62331,149,15,4666,4295,52990,196,8,12,37408,77
arm_l,681,76137,149,15,4879,17151,53717,206,8,12,37546,80
arm_l,682,84947,149,15,4833,25929,53789,212,8,12,37614,80
arm_l,683,60189,149,15,4842,2310,52657,196,8,12,37264,76
arm_l,684,74693,149,15,4873,16446,52962,228,8,12,37360,77
arm_l,685,60677,149,15,4839,2414,53032,208,8,12,37411,77
arm_l,686,66348,149,15,5082,7452,53421,209,8,12,37465,79
arm_l,687,88598,149,15,4764,30008,53428,214,8,12,37490,79
arm_l,688,63949,149,15,4666,5913,52990,196,8,12,37408,77
arm_l,689,76682,149,15,4879,17696,53717,206,8,12,37546,80
arm_l,690,85501,149,15,4833,26483,53789,212,8,12,37614,80
arm_l,691,61328,149,15,4842,3449,52657,196,8,12,37264,76
arm_l,692,76311,149,15,4873,18064,52962,228,8,12,37360,77
arm_l,693,61471,149,15,4839,3208,53032,208,8,12,37411,77
arm_l,694,67378,149,15,5082,8482,53421,209,8,12,37465,79
arm_l,695,90121,149,15,4764,31531,53428,214,8,12,37490,79
arm_l,696,65567,149,15,4666,7531,52990,196,8,12,37408,77
arm_l,697,77227,149,15,4879,18241,53717,206,8,12,37546,80
arm_l,698,63963,149,15,4833,5768,52931,247,8,12,37337,77
arm_l,699,62392,149,15,4720,4588,52704,196,8,12,37303,76
arm_l,700,77688,149,15,4873,19682,52721,228,8,12,37329,76
arm_l,701,62214,149,15,4839,4002,52981,208,8,12,37328,77
arm_l,702,67438,149,15,5082,8958,53005,209,8,12,37411,77
arm_l,703,90979,149,15,4764,32932,52885,214,8,12,37307,77
arm_l,704,66512,149,15,4666,9149,52317,196,8,12,37101,75
arm_l,705,77485,149,15,4879,18786,53430,206,8,12,37438,79
arm_l,706,85714,149,15,4833,27037,53448,212,8,12,37455,79
arm_l,707,63106,149,15,4842,5173,52711,196,8,12,37310,76
arm_l,708,79306,149,15,4873,21300,52721,228,8,12,37329,76
arm_l,709,63008,149,15,4839,4796,52981,208,8,12,37328,77
arm_l,710,68468,149,15,5082,9988,53005,209,8,12,37411,77
arm_l,711,92502,149,15,4764,34455,52885,214,8,12,37307,77
arm_l,712,68130,149,15,4666,10767,52317,196,8,12,37101,75
arm_l,713,78030,149,15,4879,19331,53430,206,8,12,37438,79
arm_l,714,86268,149,15,4833,27591,53448,212,8,12,37455,79
arm_l,715,64245,149,15,4842,6312,52711,196,8,12,37310,76
arm_l,716,80924,149,15,4873,22918,52721,228,8,12,37329,76
arm_l,717,63802,149,15,4839,5590,52981,208,8,12,37328,77
arm_l,718,69498,149,15,5082,11018,53005,209,8,12,37411,77
arm_l,719,94025,149,15,4764,35978,52885,214,8,12,37307,77
arm_l,720,69748,149,15,4666,12385,52317,196,8,12,37101,75
arm_l,721,78575,149,15,4879,19876,53430,206,8,12,37438,79
arm_l,722,86822,149,15,4833,28145,53448,212,8,12,37455,79
arm_l,723,65384,149,15,4842,7451,52711,196,8,12,37310,76
arm_l,724,82542,149,15,4873,24536,52721,228,8,12,37329,76
arm_l,725,64596,149,15,4839,6384,52981,208,8,12,37328,77
arm_l,726,70528,149,15,5082,12048,53005,209,8,12,37411,77
arm_l,727,95548,149,15,4764,37501,52885,214,8,12,37307,77
arm_l,728,71366,149,15,4666,14003,52317,196,8,12,37101,75
arm_l,729,79120,149,15,4879,20421,53430,206,8,12,37438,79
arm_l,730,87376,149,15,4833,28699,53448,212,8,12,37455,79
arm_l,731,66523,149,15,4842,8590,52711,196,8,12,37310,76
arm_l,732,84160,149,15,4873,26154,52721,228,8,12,37329,76
arm_l,733,64412,149,15,4839,6903,52292,194,8,12,37182,74
arm_l,734,70929,149,15,4951,13078,52507,209,8,12,37276,75
arm_l,735,97833,149,15,4764,39687,52984,214,8,12,37406,77
arm_l,736,73109,149,15,4666,15621,52442,196,8,12,37198,75
arm_l,737,78966,149,15,4879,20966,52731,206,8,12,37296,76
arm_l,738,87518,149,15,4833,29916,52373,212,8,12,37176,75
arm_l,739,67678,149,15,4842,9729,52727,196,8,12,37344,76
arm_l,740,59985,149,15,4873,472,54177,279,8,12,37668,82
arm_l,741,57597,149,15,4754,16,52415,228,8,12,37122,75
arm_l,742,65264,149,15,4802,6548,53512,218,8,12,37536,79
arm_l,743,57041,149,15,5112,16,51517,212,8,12,36895,72
arm_l,744,97596,149,15,4845,39690,52659,218,8,12,37290,76
arm_l,745,63908,149,15,4666,5990,52869,199,8,12,37260,77
arm_l,746,88595,149,15,4833,30670,52699,209,8,12,37245,77
arm_l,747,78533,149,15,4843,20471,52813,222,8,12,37281,77
arm_l,748,59203,149,15,4892,589,53335,203,8,12,37413,79
arm_l,749,60212,149,15,4842,2519,52439,228,8,12,37146,75
arm_l,750,62840,149,15,4802,4916,52735,203,8,12,37338,76
arm_l,751,60807,149,15,4754,2907,52759,203,8,12,37251,77
arm_l,752,59881,149,15,4781,765,53986,165,8,12,37600,81
arm_l,753,67207,149,15,4760,8533,53512,218,8,12,37536,79
arm_l,754,58931,149,15,5112,1906,51517,212,8,12,36895,72
arm_l,755,98529,149,15,4845,40623,52659,218,8,12,37290,76
arm_l,756,66395,149,15,4666,8477,52869,199,8,12,37260,77
arm_l,757,89150,149,15,4833,31225,52699,209,8,12,37245,77
arm_l,758,79691,149,15,4843,21629,52813,222,8,12,37281,77
arm_l,759,60918,149,15,4892,2304,53335,203,8,12,37413,79
arm_l,760,62699,149,15,4842,5006,52439,228,8,12,37146,75
arm_l,761,69234,149,15,4802,10518,53512,218,8,12,37536,79
arm_l,762,60312,149,15,5112,3287,51517,212,8,12,36895,72
arm_l,763,99462,149,15,4845,41556,52659,218,8,12,37290,76
arm_l,764,68882,149,15,4666,10964,52869,199,8,12,37260,77
arm_l,765,89705,149,15,4833,31780,52699,209,8,12,37245,77
arm_l,766,80849,149,15,4843,22787,52813,222,8,12,37281,77
arm_l,767,62633,149,15,4892,4019,53335,203,8,12,37413,79
arm_l,768,65186,149,15,4842,7493,52439,228,8,12,37146,75
arm_l,769,71219,149,15,4802,12503,53512,218,8,12,37536,79
arm_l,770,61693,149,15,5112,4668,51517,212,8,12,36895,72
arm_l,771,100395,149,15,4845,42489,52659,218,8,12,37290,76
arm_l,772,71369,149,15,4666,13451,52869,199,8,12,37260,77
arm_l,773,90260,149,15,4833,32335,52699,209,8,12,37245,77
arm_l,774,82007,149,15,4843,23945,52813,222,8,12,37281,77
arm_l,775,64348,149,15,4892,5734,53335,203,8,12,37413,79
arm_l,776,67673,149,15,4842,9980,52439,228,8,12,37146,75
arm_l,777,73204,149,15,4802,14488,53512,218,8,12,37536,79
arm_l,778,63074,149,15,5112,6049,51517,212,8,12,36895,72
arm_l,779,101328,149,15,4845,43422,52659,218,8,12,37290,76
arm_l,780,73856,149,15,4666,15938,52869,199,8,12,37260,77
arm_l,781,90815,149,15,4833,32890,52699,209,8,12,37245,77
arm_l,782,62404,149,15,4843,4810,52322,245,8,12,37174,75
arm_l,783,66025,149,15,4717,7449,53472,203,8,12,37546,79
arm_l,784,69928,149,15,4842,11863,52811,228,8,12,37339,76
arm_l,785,73888,149,15,4802,15869,52815,218,8,12,37245,77
arm_l,786,64552,149,15,5112,7430,51614,212,8,12,36964,72
arm_l,787,102830,149,15,4845,44355,53228,218,8,12,37487,78
arm_l,788,76007,149,15,4666,17821,53137,199,8,12,37353,78
arm_l,789,91579,149,15,4833,33445,52908,209,8,12,37418,77
arm_l,790,83208,149,15,4843,25657,52302,222,8,12,37139,75
arm_l,791,67262,149,15,4892,8560,53423,203,8,12,37497,79
arm_l,792,72415,149,15,4842,14350,52811,228,8,12,37339,76
arm_l,793,75873,149,15,4802,17854,52815,218,8,12,37245,77
arm_l,794,65933,149,15,5112,8811,51614,212,8,12,36964,72
arm_l,795,103763,149,15,4845,45288,53228,218,8,12,37487,78
arm_l,796,78494,149,15,4666,20308,53137,199,8,12,37353,78
arm_l,797,92134,149,15,4833,34000,52908,209,8,12,37418,77
arm_l,798,84366,149,15,4843,26815,52302,222,8,12,37139,75
arm_l,799,68977,149,15,4892,10275,53423,203,8,12,37497,79
arm_l,800,74902,149,15,4842,16837,52811,228,8,12,37339,76
arm_l,801,77858,149,15,4802,19839,52815,218,8,12,37245,77
arm_l,802,67314,149,15,5112,10192,51614,212,8,12,36964,72
arm_l,803,104696,149,15,4845,46221,53228,218,8,12,37487,78
arm_l,804,80981,149,15,4666,22795,53137,199,8,12,37353,78
arm_l,805,92689,149,15,4833,34555,52908,209,8,12,37418,77
arm_l,806,85524,149,15,4843,27973,52302,222,8,12,37139,75
arm_l,807,70692,149,15,4892,11990,53423,203,8,12,37497,79
arm_l,808,77389,149,15,4842,19324,52811,228,8,12,37339,76
arm_l,809,79843,149,15,4802,21824,52815,218,8,12,37245,77
arm_l,810,68695,149,15,5112,11573,51614,212,8,12,36964,72
arm_l,811,105629,149,15,4845,47154,53228,218,8,12,37487,78
arm_l,812,83468,149,15,4666,25282,53137,199,8,12,37353,78
arm_l,813,93244,149,15,4833,35110,52908,209,8,12,37418,77
arm_l,814,86682,149,15,4843,29131,52302,222,8,12,37139,75
arm_l,815,72407,149,15,4892,13705,53423,203,8,12,37497,79
arm_l,816,79876,149,15,4842,21811,52811,228,8,12,37339,76
arm_l,817,68147,149,15,4802,10240,52728,193,8,12,37312,76
arm_l,818,69946,149,15,5036,12954,51560,212,8,12,36902,72
arm_l,819,106303,149,15,4845,48087,52969,218,8,12,37409,77
arm_l,820,85137,149,15,4666,26945,53143,199,8,12,37367,78
arm_l,821,93490,149,15,4833,35665,52599,209,8,12,37324,76
arm_l,822,87363,149,15,4843,30289,51825,222,8,12,37038,73
arm_l,823,73813,149,15,4892,15420,53114,203,8,12,37397,78
arm_l,824,81236,149,15,4842,23474,52508,228,8,12,37243,75
arm_l,825,61317,149,15,4802,1800,54268,263,8,12,37721,82
