0.00.196.791 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.243.413 W srv  llama_server: -----------------
0.00.243.418 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.243.418 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.243.418 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.243.418 W srv  llama_server: -----------------
0.00.252.581 I srv    load_model: loading model 'C:\Users\muzaf\.cache\huggingface\hub\models--unsloth--Qwen3.8-27B-GGUF\snapshots\f1bfb127c64f7072bdd2cad55f258b9c8b2910fe\Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.961.811 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.961.823 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.961.836 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.961.841 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.961.846 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.00.961.862 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.961.868 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.961.872 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.961.877 W model has unused tensor blk.64.ffn_gate.weight (size = 47349760 bytes) -- ignoring
0.00.961.882 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.961.886 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.961.893 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.961.898 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.961.903 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.961.918 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.06.433.921 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 65536, kv_unified = 'false'
0.06.438.076 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.06.438.092 I srv  llama_server: model loaded
0.06.438.094 I srv  llama_server: listening on http://127.0.0.1:8097
2.41.321.261 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
5.10.217.768 I slot      release: id  0 | task 6231 | stop processing: n_tokens = 12683, truncated = 0
5.10.241.687 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.420
5.10.405.991 I slot launch_slot_: id  0 | task 6894 | processing task, is_child = 0
5.13.485.316 I slot print_timing: id  0 | task 6894 | n_decoded =    183, tg =  60.71 t/s, tg_3s =  60.71 t/s
5.16.495.485 I slot print_timing: id  0 | task 6894 | n_decoded =    367, tg =  60.92 t/s, tg_3s =  61.13 t/s
5.19.500.654 I slot print_timing: id  0 | task 6894 | n_decoded =    550, tg =  60.91 t/s, tg_3s =  60.90 t/s
5.22.516.628 I slot print_timing: id  0 | task 6894 | n_decoded =    733, tg =  60.85 t/s, tg_3s =  60.68 t/s
5.25.516.650 I slot print_timing: id  0 | task 6894 | n_decoded =    914, tg =  60.75 t/s, tg_3s =  60.33 t/s
5.27.400.572 I slot print_timing: id  0 | task 6894 | prompt eval time =      64.72 ms /     4 tokens (   16.18 ms per token,    61.81 tokens per second)
5.27.400.578 I slot print_timing: id  0 | task 6894 |        eval time =   16929.83 ms /  1028 tokens (   16.47 ms per token,    60.72 tokens per second)
5.27.400.579 I slot print_timing: id  0 | task 6894 |       total time =   16994.55 ms /  1032 tokens
5.27.400.579 I slot print_timing: id  0 | task 6894 |    graphs reused =       7676
5.27.400.707 I slot      release: id  0 | task 6894 | stop processing: n_tokens = 12892, truncated = 0
5.27.418.793 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 327210613
5.27.553.606 I slot launch_slot_: id  0 | task 7923 | processing task, is_child = 0
5.30.165.341 I slot print_timing: id  0 | task 7923 | prompt eval time =      62.53 ms /     4 tokens (   15.63 ms per token,    63.97 tokens per second)
5.30.165.346 I slot print_timing: id  0 | task 7923 |        eval time =    2549.17 ms /   160 tokens (   15.93 ms per token,    62.77 tokens per second)
5.30.165.347 I slot print_timing: id  0 | task 7923 |       total time =    2611.70 ms /   164 tokens
5.30.165.348 I slot print_timing: id  0 | task 7923 |    graphs reused =       7833
5.30.165.383 I slot      release: id  0 | task 7923 | stop processing: n_tokens = 782, truncated = 0
5.30.192.862 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.017
5.30.274.292 I slot launch_slot_: id  0 | task 8084 | processing task, is_child = 0
5.30.435.382 I slot print_timing: id  0 | task 8084 | prompt eval time =      64.32 ms /     4 tokens (   16.08 ms per token,    62.19 tokens per second)
5.30.435.387 I slot print_timing: id  0 | task 8084 |        eval time =      96.74 ms /     6 tokens (   16.12 ms per token,    62.02 tokens per second)
5.30.435.388 I slot print_timing: id  0 | task 8084 |       total time =     161.06 ms /    10 tokens
5.30.435.389 I slot print_timing: id  0 | task 8084 |    graphs reused =       7837
5.30.435.411 I slot      release: id  0 | task 8084 | stop processing: n_tokens = 102, truncated = 0
5.30.457.718 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 330245317
5.30.573.090 I slot launch_slot_: id  0 | task 8091 | processing task, is_child = 0
5.30.707.983 I slot print_timing: id  0 | task 8091 | prompt eval time =      67.90 ms /     4 tokens (   16.97 ms per token,    58.91 tokens per second)
5.30.707.989 I slot print_timing: id  0 | task 8091 |        eval time =      66.96 ms /     4 tokens (   16.74 ms per token,    59.74 tokens per second)
5.30.707.990 I slot print_timing: id  0 | task 8091 |       total time =     134.86 ms /     8 tokens
5.30.707.990 I slot print_timing: id  0 | task 8091 |    graphs reused =       7839
5.30.708.126 I slot      release: id  0 | task 8091 | stop processing: n_tokens = 12025, truncated = 0
5.30.735.106 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.443
5.30.905.916 I slot launch_slot_: id  0 | task 8096 | processing task, is_child = 0
5.31.032.903 I slot print_timing: id  0 | task 8096 | prompt eval time =      65.48 ms /     4 tokens (   16.37 ms per token,    61.09 tokens per second)
5.31.032.909 I slot print_timing: id  0 | task 8096 |        eval time =      61.47 ms /     4 tokens (   15.37 ms per token,    65.07 tokens per second)
5.31.032.910 I slot print_timing: id  0 | task 8096 |       total time =     126.95 ms /     8 tokens
5.31.032.910 I slot print_timing: id  0 | task 8096 |    graphs reused =       7841
5.31.033.035 I slot      release: id  0 | task 8096 | stop processing: n_tokens = 11868, truncated = 0
5.31.036.957 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 330842941
5.31.167.516 I slot launch_slot_: id  0 | task 8101 | processing task, is_child = 0
5.31.275.759 I slot print_timing: id  0 | task 8101 | prompt eval time =      64.58 ms /     4 tokens (   16.14 ms per token,    61.94 tokens per second)
5.31.275.765 I slot print_timing: id  0 | task 8101 |        eval time =      43.64 ms /     3 tokens (   14.55 ms per token,    68.75 tokens per second)
5.31.275.766 I slot print_timing: id  0 | task 8101 |       total time =     108.22 ms /     7 tokens
5.31.275.767 I slot print_timing: id  0 | task 8101 |    graphs reused =       7842
5.31.275.805 I slot      release: id  0 | task 8101 | stop processing: n_tokens = 625, truncated = 0
5.31.288.714 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.021
5.31.368.170 I slot launch_slot_: id  0 | task 8105 | processing task, is_child = 0
5.31.531.412 I slot print_timing: id  0 | task 8105 | prompt eval time =      64.09 ms /     4 tokens (   16.02 ms per token,    62.42 tokens per second)
5.31.531.419 I slot print_timing: id  0 | task 8105 |        eval time =      99.12 ms /     6 tokens (   16.52 ms per token,    60.53 tokens per second)
5.31.531.420 I slot print_timing: id  0 | task 8105 |       total time =     163.21 ms /    10 tokens
5.31.531.421 I slot print_timing: id  0 | task 8105 |    graphs reused =       7846
5.31.531.445 I slot      release: id  0 | task 8105 | stop processing: n_tokens = 102, truncated = 0
5.31.557.430 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 331341351
5.31.670.495 I slot launch_slot_: id  0 | task 8112 | processing task, is_child = 0
5.34.753.656 I slot print_timing: id  0 | task 8112 | n_decoded =    183, tg =  60.68 t/s, tg_3s =  60.68 t/s
5.37.767.879 I slot print_timing: id  0 | task 8112 | n_decoded =    366, tg =  60.70 t/s, tg_3s =  60.71 t/s
5.40.778.774 I slot print_timing: id  0 | task 8112 | n_decoded =    548, tg =  60.61 t/s, tg_3s =  60.45 t/s
5.43.790.076 I slot print_timing: id  0 | task 8112 | n_decoded =    730, tg =  60.57 t/s, tg_3s =  60.44 t/s
5.46.803.883 I slot print_timing: id  0 | task 8112 | n_decoded =    911, tg =  60.47 t/s, tg_3s =  60.06 t/s
5.49.818.892 I slot print_timing: id  0 | task 8112 | n_decoded =   1092, tg =  60.40 t/s, tg_3s =  60.03 t/s
5.52.803.027 I slot print_timing: id  0 | task 8112 | prompt eval time =      67.46 ms /     4 tokens (   16.86 ms per token,    59.30 tokens per second)
5.52.803.032 I slot print_timing: id  0 | task 8112 |        eval time =   21065.05 ms /  1272 tokens (   16.56 ms per token,    60.38 tokens per second)
5.52.803.033 I slot print_timing: id  0 | task 8112 |       total time =   21132.51 ms /  1276 tokens
5.52.803.033 I slot print_timing: id  0 | task 8112 |    graphs reused =       9111
5.52.803.160 I slot      release: id  0 | task 8112 | stop processing: n_tokens = 13293, truncated = 0
5.52.826.756 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.401
5.52.994.553 I slot launch_slot_: id  0 | task 9385 | processing task, is_child = 0
5.56.064.439 I slot print_timing: id  0 | task 9385 | n_decoded =    183, tg =  60.91 t/s, tg_3s =  60.91 t/s
5.59.079.226 I slot print_timing: id  0 | task 9385 | n_decoded =    367, tg =  60.97 t/s, tg_3s =  61.03 t/s
6.02.094.668 I slot print_timing: id  0 | task 9385 | n_decoded =    551, tg =  60.99 t/s, tg_3s =  61.02 t/s
6.05.099.182 I slot print_timing: id  0 | task 9385 | n_decoded =    733, tg =  60.88 t/s, tg_3s =  60.58 t/s
6.06.489.019 I slot print_timing: id  0 | task 9385 | prompt eval time =      65.28 ms /     4 tokens (   16.32 ms per token,    61.27 tokens per second)
6.06.489.024 I slot print_timing: id  0 | task 9385 |        eval time =   13429.16 ms /   818 tokens (   16.42 ms per token,    60.91 tokens per second)
6.06.489.024 I slot print_timing: id  0 | task 9385 |       total time =   13494.44 ms /   822 tokens
6.06.489.025 I slot print_timing: id  0 | task 9385 |    graphs reused =       9924
6.06.489.152 I slot      release: id  0 | task 9385 | stop processing: n_tokens = 12682, truncated = 0
6.06.499.818 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 366299057
6.06.634.073 I slot launch_slot_: id  0 | task 10204 | processing task, is_child = 0
6.06.740.429 I slot print_timing: id  0 | task 10204 | prompt eval time =      63.52 ms /     4 tokens (   15.88 ms per token,    62.97 tokens per second)
6.06.740.437 I slot print_timing: id  0 | task 10204 |        eval time =      42.81 ms /     3 tokens (   14.27 ms per token,    70.07 tokens per second)
6.06.740.438 I slot print_timing: id  0 | task 10204 |       total time =     106.33 ms /     7 tokens
6.06.740.438 I slot print_timing: id  0 | task 10204 |    graphs reused =       9925
6.06.740.473 I slot      release: id  0 | task 10204 | stop processing: n_tokens = 625, truncated = 0
6.06.756.672 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.021
6.06.836.630 I slot launch_slot_: id  0 | task 10208 | processing task, is_child = 0
6.06.996.299 I slot print_timing: id  0 | task 10208 | prompt eval time =      62.95 ms /     4 tokens (   15.74 ms per token,    63.54 tokens per second)
6.06.996.306 I slot print_timing: id  0 | task 10208 |        eval time =      96.69 ms /     6 tokens (   16.12 ms per token,    62.05 tokens per second)
6.06.996.307 I slot print_timing: id  0 | task 10208 |       total time =     159.65 ms /    10 tokens
6.06.996.307 I slot print_timing: id  0 | task 10208 |    graphs reused =       9929
6.06.996.330 I slot      release: id  0 | task 10208 | stop processing: n_tokens = 102, truncated = 0
6.07.021.242 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 366806235
6.07.133.855 I slot launch_slot_: id  0 | task 10215 | processing task, is_child = 0
6.10.336.329 I slot print_timing: id  0 | task 10215 | prompt processing, n_tokens =  10240, progress = 0.86, t =   3.20 s / 3197.57 tokens per second
6.10.773.426 I slot print_timing: id  0 | task 10215 | prompt processing, n_tokens =  11334, progress = 0.96, t =   3.64 s / 3114.14 tokens per second
6.10.911.188 I slot print_timing: id  0 | task 10215 | prompt processing, n_tokens =  11846, progress = 1.00, t =   3.78 s / 3136.10 tokens per second
6.11.881.252 I slot print_timing: id  0 | task 10215 | prompt eval time =    3878.49 ms / 11850 tokens (    0.33 ms per token,  3055.31 tokens per second)
6.11.881.257 I slot print_timing: id  0 | task 10215 |        eval time =     868.87 ms /    53 tokens (   16.39 ms per token,    61.00 tokens per second)
6.11.881.258 I slot print_timing: id  0 | task 10215 |       total time =    4747.36 ms / 11903 tokens
6.11.881.258 I slot print_timing: id  0 | task 10215 |    graphs reused =       9980
6.11.881.386 I slot      release: id  0 | task 10215 | stop processing: n_tokens = 11902, truncated = 0
6.11.904.370 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.448
6.12.007.594 I slot launch_slot_: id  0 | task 10276 | processing task, is_child = 0
6.15.165.535 I slot print_timing: id  0 | task 10276 | prompt processing, n_tokens =  10240, progress = 0.86, t =   3.16 s / 3242.65 tokens per second
6.15.607.444 I slot print_timing: id  0 | task 10276 | prompt processing, n_tokens =  11350, progress = 0.96, t =   3.60 s / 3152.93 tokens per second
6.15.743.978 I slot print_timing: id  0 | task 10276 | prompt processing, n_tokens =  11862, progress = 1.00, t =   3.74 s / 3174.75 tokens per second
6.15.896.593 I slot print_timing: id  0 | task 10276 | prompt eval time =    3844.14 ms / 11866 tokens (    0.32 ms per token,  3086.78 tokens per second)
6.15.896.599 I slot print_timing: id  0 | task 10276 |        eval time =      44.84 ms /     3 tokens (   14.95 ms per token,    66.91 tokens per second)
6.15.896.600 I slot print_timing: id  0 | task 10276 |       total time =    3888.97 ms / 11869 tokens
6.15.896.600 I slot print_timing: id  0 | task 10276 |    graphs reused =       9981
6.15.896.726 I slot      release: id  0 | task 10276 | stop processing: n_tokens = 11868, truncated = 0
6.15.911.618 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 375706632
6.16.018.666 I slot launch_slot_: id  0 | task 10287 | processing task, is_child = 0
6.16.331.697 I slot print_timing: id  0 | task 10287 | prompt eval time =     269.98 ms /   621 tokens (    0.43 ms per token,  2300.16 tokens per second)
6.16.331.702 I slot print_timing: id  0 | task 10287 |        eval time =      43.02 ms /     3 tokens (   14.34 ms per token,    69.73 tokens per second)
6.16.331.703 I slot print_timing: id  0 | task 10287 |       total time =     313.00 ms /   624 tokens
6.16.331.704 I slot print_timing: id  0 | task 10287 |    graphs reused =       9982
6.16.331.741 I slot      release: id  0 | task 10287 | stop processing: n_tokens = 623, truncated = 0
6.16.343.516 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.021
6.16.425.877 I slot launch_slot_: id  0 | task 10293 | processing task, is_child = 0
6.16.620.334 I slot print_timing: id  0 | task 10293 | prompt eval time =      97.46 ms /    97 tokens (    1.00 ms per token,   995.31 tokens per second)
6.16.620.341 I slot print_timing: id  0 | task 10293 |        eval time =      96.97 ms /     6 tokens (   16.16 ms per token,    61.88 tokens per second)
6.16.620.341 I slot print_timing: id  0 | task 10293 |       total time =     194.42 ms /   103 tokens
6.16.620.342 I slot print_timing: id  0 | task 10293 |    graphs reused =       9986
6.16.620.368 I slot      release: id  0 | task 10293 | stop processing: n_tokens = 102, truncated = 0
6.16.658.405 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 376430274
6.16.751.514 I slot launch_slot_: id  0 | task 10301 | processing task, is_child = 0
6.19.842.501 I slot print_timing: id  0 | task 10301 | n_decoded =    184, tg =  60.85 t/s, tg_3s =  60.85 t/s
6.21.371.688 I slot print_timing: id  0 | task 10301 | prompt eval time =      67.19 ms /     4 tokens (   16.80 ms per token,    59.54 tokens per second)
6.21.371.694 I slot print_timing: id  0 | task 10301 |        eval time =    4552.96 ms /   277 tokens (   16.44 ms per token,    60.84 tokens per second)
6.21.371.694 I slot print_timing: id  0 | task 10301 |       total time =    4620.15 ms /   281 tokens
6.21.371.695 I slot print_timing: id  0 | task 10301 |    graphs reused =      10260
6.21.371.821 I slot      release: id  0 | task 10301 | stop processing: n_tokens = 12126, truncated = 0
6.21.386.058 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.440
6.21.548.448 I slot launch_slot_: id  0 | task 10579 | processing task, is_child = 0
6.22.373.456 I slot print_timing: id  0 | task 10579 | prompt eval time =      65.17 ms /     4 tokens (   16.29 ms per token,    61.38 tokens per second)
6.22.373.462 I slot print_timing: id  0 | task 10579 |        eval time =     759.82 ms /    47 tokens (   16.17 ms per token,    61.86 tokens per second)
6.22.373.462 I slot print_timing: id  0 | task 10579 |       total time =     824.98 ms /    51 tokens
6.22.373.463 I slot print_timing: id  0 | task 10579 |    graphs reused =      10305
6.22.373.587 I slot      release: id  0 | task 10579 | stop processing: n_tokens = 11912, truncated = 0
6.22.390.109 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 382183493
6.22.524.638 I slot launch_slot_: id  0 | task 10627 | processing task, is_child = 0
6.22.632.466 I slot print_timing: id  0 | task 10627 | prompt eval time =      63.99 ms /     4 tokens (   16.00 ms per token,    62.51 tokens per second)
6.22.632.473 I slot print_timing: id  0 | task 10627 |        eval time =      43.80 ms /     3 tokens (   14.60 ms per token,    68.50 tokens per second)
6.22.632.474 I slot print_timing: id  0 | task 10627 |       total time =     107.79 ms /     7 tokens
6.22.632.474 I slot print_timing: id  0 | task 10627 |    graphs reused =      10306
6.22.632.515 I slot      release: id  0 | task 10627 | stop processing: n_tokens = 623, truncated = 0
6.22.635.675 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.021
6.22.719.802 I slot launch_slot_: id  0 | task 10631 | processing task, is_child = 0
6.22.876.321 I slot print_timing: id  0 | task 10631 | prompt eval time =      60.35 ms /     4 tokens (   15.09 ms per token,    66.28 tokens per second)
6.22.876.327 I slot print_timing: id  0 | task 10631 |        eval time =      96.15 ms /     6 tokens (   16.02 ms per token,    62.40 tokens per second)
6.22.876.328 I slot print_timing: id  0 | task 10631 |       total time =     156.49 ms /    10 tokens
6.22.876.329 I slot print_timing: id  0 | task 10631 |    graphs reused =      10310
6.22.876.352 I slot      release: id  0 | task 10631 | stop processing: n_tokens = 102, truncated = 0
6.22.908.088 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 382686257
6.23.039.076 I slot launch_slot_: id  0 | task 10638 | processing task, is_child = 0
6.24.924.534 I slot print_timing: id  0 | task 10638 | prompt eval time =      74.40 ms /     4 tokens (   18.60 ms per token,    53.76 tokens per second)
6.24.924.538 I slot print_timing: id  0 | task 10638 |        eval time =    1811.03 ms /   110 tokens (   16.46 ms per token,    60.74 tokens per second)
6.24.924.539 I slot print_timing: id  0 | task 10638 |       total time =    1885.43 ms /   114 tokens
6.24.924.540 I slot print_timing: id  0 | task 10638 |    graphs reused =      10418
6.24.924.665 I slot      release: id  0 | task 10638 | stop processing: n_tokens = 11959, truncated = 0
6.24.945.585 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.446
6.25.109.751 I slot launch_slot_: id  0 | task 10749 | processing task, is_child = 0
6.28.180.364 I slot print_timing: id  0 | task 10749 | n_decoded =    183, tg =  60.90 t/s, tg_3s =  60.90 t/s
6.28.428.181 I slot print_timing: id  0 | task 10749 | prompt eval time =      65.70 ms /     4 tokens (   16.42 ms per token,    60.88 tokens per second)
6.28.428.186 I slot print_timing: id  0 | task 10749 |        eval time =    3252.71 ms /   198 tokens (   16.43 ms per token,    60.87 tokens per second)
6.28.428.186 I slot print_timing: id  0 | task 10749 |       total time =    3318.41 ms /   202 tokens
6.28.428.187 I slot print_timing: id  0 | task 10749 |    graphs reused =      10613
6.28.428.315 I slot      release: id  0 | task 10749 | stop processing: n_tokens = 12063, truncated = 0
6.28.443.920 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 388238221
6.28.574.764 I slot launch_slot_: id  0 | task 10948 | processing task, is_child = 0
6.31.394.481 I slot print_timing: id  0 | task 10948 | prompt eval time =      63.60 ms /     4 tokens (   15.90 ms per token,    62.89 tokens per second)
6.31.394.486 I slot print_timing: id  0 | task 10948 |        eval time =    2756.09 ms /   173 tokens (   15.93 ms per token,    62.77 tokens per second)
6.31.394.487 I slot print_timing: id  0 | task 10948 |       total time =    2819.69 ms /   177 tokens
6.31.394.488 I slot print_timing: id  0 | task 10948 |    graphs reused =      10783
6.31.394.525 I slot      release: id  0 | task 10948 | stop processing: n_tokens = 793, truncated = 0
6.31.409.235 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.016
6.31.491.228 I slot launch_slot_: id  0 | task 11122 | processing task, is_child = 0
6.31.652.795 I slot print_timing: id  0 | task 11122 | prompt eval time =      64.74 ms /     4 tokens (   16.19 ms per token,    61.78 tokens per second)
6.31.652.802 I slot print_timing: id  0 | task 11122 |        eval time =      96.80 ms /     6 tokens (   16.13 ms per token,    61.99 tokens per second)
6.31.652.803 I slot print_timing: id  0 | task 11122 |       total time =     161.54 ms /    10 tokens
6.31.652.803 I slot print_timing: id  0 | task 11122 |    graphs reused =      10787
6.31.652.830 I slot      release: id  0 | task 11122 | stop processing: n_tokens = 102, truncated = 0
6.31.688.328 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 391462736
6.31.803.078 I slot launch_slot_: id  0 | task 11129 | processing task, is_child = 0
6.32.658.597 I slot print_timing: id  0 | task 11129 | prompt eval time =      67.47 ms /     4 tokens (   16.87 ms per token,    59.28 tokens per second)
6.32.658.603 I slot print_timing: id  0 | task 11129 |        eval time =     788.01 ms /    48 tokens (   16.42 ms per token,    60.91 tokens per second)
6.32.658.604 I slot print_timing: id  0 | task 11129 |       total time =     855.48 ms /    52 tokens
6.32.658.604 I slot print_timing: id  0 | task 11129 |    graphs reused =      10833
6.32.658.731 I slot      release: id  0 | task 11129 | stop processing: n_tokens = 11897, truncated = 0
6.32.685.887 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.448
6.32.851.926 I slot launch_slot_: id  0 | task 11178 | processing task, is_child = 0
6.33.850.891 I slot print_timing: id  0 | task 11178 | prompt eval time =      68.35 ms /     4 tokens (   17.09 ms per token,    58.52 tokens per second)
6.33.850.897 I slot print_timing: id  0 | task 11178 |        eval time =     930.57 ms /    57 tokens (   16.33 ms per token,    61.25 tokens per second)
6.33.850.897 I slot print_timing: id  0 | task 11178 |       total time =     998.92 ms /    61 tokens
6.33.850.898 I slot print_timing: id  0 | task 11178 |    graphs reused =      10888
6.33.851.026 I slot      release: id  0 | task 11178 | stop processing: n_tokens = 11922, truncated = 0
6.33.864.537 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 393660932
6.33.999.408 I slot launch_slot_: id  0 | task 11236 | processing task, is_child = 0
6.34.124.197 I slot print_timing: id  0 | task 11236 | prompt eval time =      66.08 ms /     4 tokens (   16.52 ms per token,    60.54 tokens per second)
6.34.124.203 I slot print_timing: id  0 | task 11236 |        eval time =      58.69 ms /     4 tokens (   14.67 ms per token,    68.16 tokens per second)
6.34.124.204 I slot print_timing: id  0 | task 11236 |       total time =     124.76 ms /     8 tokens
6.34.124.205 I slot print_timing: id  0 | task 11236 |    graphs reused =      10890
6.34.124.250 I slot      release: id  0 | task 11236 | stop processing: n_tokens = 624, truncated = 0
6.34.127.790 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.021
6.34.210.299 I slot launch_slot_: id  0 | task 11241 | processing task, is_child = 0
6.34.373.611 I slot print_timing: id  0 | task 11241 | prompt eval time =      65.03 ms /     4 tokens (   16.26 ms per token,    61.51 tokens per second)
6.34.373.618 I slot print_timing: id  0 | task 11241 |        eval time =      98.25 ms /     6 tokens (   16.38 ms per token,    61.07 tokens per second)
6.34.373.619 I slot print_timing: id  0 | task 11241 |       total time =     163.29 ms /    10 tokens
6.34.373.620 I slot print_timing: id  0 | task 11241 |    graphs reused =      10894
6.34.373.646 I slot      release: id  0 | task 11241 | stop processing: n_tokens = 102, truncated = 0
6.34.398.958 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 394183551
6.34.510.803 I slot launch_slot_: id  0 | task 11248 | processing task, is_child = 0
6.35.846.196 I slot print_timing: id  0 | task 11248 | prompt eval time =      65.46 ms /     4 tokens (   16.36 ms per token,    61.11 tokens per second)
6.35.846.201 I slot print_timing: id  0 | task 11248 |        eval time =    1269.91 ms /    77 tokens (   16.49 ms per token,    60.63 tokens per second)
6.35.846.203 I slot print_timing: id  0 | task 11248 |       total time =    1335.37 ms /    81 tokens
6.35.846.203 I slot print_timing: id  0 | task 11248 |    graphs reused =      10969
6.35.846.331 I slot      release: id  0 | task 11248 | stop processing: n_tokens = 11926, truncated = 0
6.35.872.810 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.447
6.36.034.634 I slot launch_slot_: id  0 | task 11326 | processing task, is_child = 0
6.37.098.800 I slot print_timing: id  0 | task 11326 | prompt eval time =      65.71 ms /     4 tokens (   16.43 ms per token,    60.88 tokens per second)
6.37.098.806 I slot print_timing: id  0 | task 11326 |        eval time =     998.42 ms /    61 tokens (   16.37 ms per token,    61.10 tokens per second)
6.37.098.807 I slot print_timing: id  0 | task 11326 |       total time =    1064.13 ms /    65 tokens
6.37.098.808 I slot print_timing: id  0 | task 11326 |    graphs reused =      11028
6.37.098.941 I slot      release: id  0 | task 11326 | stop processing: n_tokens = 11926, truncated = 0
6.37.114.766 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 396908846
6.37.251.131 I slot launch_slot_: id  0 | task 11388 | processing task, is_child = 0
6.37.360.214 I slot print_timing: id  0 | task 11388 | prompt eval time =      64.98 ms /     4 tokens (   16.25 ms per token,    61.55 tokens per second)
6.37.360.219 I slot print_timing: id  0 | task 11388 |        eval time =      44.06 ms /     3 tokens (   14.69 ms per token,    68.08 tokens per second)
6.37.360.220 I slot print_timing: id  0 | task 11388 |       total time =     109.05 ms /     7 tokens
6.37.360.221 I slot print_timing: id  0 | task 11388 |    graphs reused =      11029
6.37.360.256 I slot      release: id  0 | task 11388 | stop processing: n_tokens = 623, truncated = 0
6.37.376.154 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.021
