turn,b_ltm,k_min,floor_ranking,fill_cap,render_mode,topics_present,topic_count,floor_selected_per_topic,floor_selected,fill_selected,fill_selected_per_topic,fill_cap_skips,containment_drops,refills,collapsed_to_episode,ltm_chars_used,ltm_records_used,budget_utilization,chars_per_topic,selection
139,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,4,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":4}",0,9,0,3,1615,5,0.0505,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1615}","[{""episode_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""distilled_id"":""27f30750-bf13-5c53-ab5b-f0b1eb6b58e7"",""rendered_unit_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.562414,""density"":null,""chars"":274,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":85,""role"":""user"",""span_start"":92,""span_end"":157},{""episode_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""distilled_id"":""14e98615-d551-52ee-b924-6d1ec9947e1b"",""rendered_unit_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.536046,""density"":null,""chars"":277,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":90,""role"":""user"",""span_start"":92,""span_end"":160},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.436525,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.432834,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.430892,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
140,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,4,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":4}",0,9,0,3,1615,5,0.0505,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1615}","[{""episode_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""distilled_id"":""27f30750-bf13-5c53-ab5b-f0b1eb6b58e7"",""rendered_unit_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.527083,""density"":null,""chars"":274,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":85,""role"":""user"",""span_start"":92,""span_end"":157},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.51797,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""distilled_id"":""14e98615-d551-52ee-b924-6d1ec9947e1b"",""rendered_unit_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.511587,""density"":null,""chars"":277,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":90,""role"":""user"",""span_start"":92,""span_end"":160},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.408933,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.374027,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
141,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,4,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":4}",0,9,0,3,1602,5,0.0501,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1602}","[{""episode_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""distilled_id"":""14e98615-d551-52ee-b924-6d1ec9947e1b"",""rendered_unit_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.560151,""density"":null,""chars"":277,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":90,""role"":""user"",""span_start"":92,""span_end"":160},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.450868,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.437987,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.397036,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""distilled_id"":""f29fbcd6-4463-5d03-bece-8c5509692286"",""rendered_unit_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.379068,""density"":null,""chars"":261,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":91,""role"":""user"",""span_start"":92,""span_end"":144}]"
142,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,3,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":3}",0,10,0,3,1325,4,0.0414,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1325}","[{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.467176,""density"":null,""chars"":445,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.466659,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.443246,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""distilled_id"":""f29fbcd6-4463-5d03-bece-8c5509692286"",""rendered_unit_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.389352,""density"":null,""chars"":261,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":91,""role"":""user"",""span_start"":92,""span_end"":144}]"
143,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,5,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":5}",0,8,0,3,1876,6,0.0586,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1876}","[{""episode_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""distilled_id"":""27f30750-bf13-5c53-ab5b-f0b1eb6b58e7"",""rendered_unit_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.563319,""density"":null,""chars"":274,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":85,""role"":""user"",""span_start"":92,""span_end"":157},{""episode_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""distilled_id"":""14e98615-d551-52ee-b924-6d1ec9947e1b"",""rendered_unit_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.543748,""density"":null,""chars"":277,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":90,""role"":""user"",""span_start"":92,""span_end"":160},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.503355,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.463919,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.455319,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""distilled_id"":""f29fbcd6-4463-5d03-bece-8c5509692286"",""rendered_unit_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.386694,""density"":null,""chars"":261,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":91,""role"":""user"",""span_start"":92,""span_end"":144}]"
144,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,3,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":3}",0,10,0,3,1341,4,0.0419,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1341}","[{""episode_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""distilled_id"":""14e98615-d551-52ee-b924-6d1ec9947e1b"",""rendered_unit_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.530675,""density"":null,""chars"":277,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":90,""role"":""user"",""span_start"":92,""span_end"":160},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.433251,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.415875,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.398091,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130}]"
145,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,6,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":6}",0,7,0,3,2139,7,0.0668,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":2139}","[{""episode_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""distilled_id"":""27f30750-bf13-5c53-ab5b-f0b1eb6b58e7"",""rendered_unit_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.51595,""density"":null,""chars"":274,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":85,""role"":""user"",""span_start"":92,""span_end"":157},{""episode_id"":""6d371be9-6291-4691-ae7a-eaede59746de"",""distilled_id"":""55f840ec-4f27-5c8c-9e60-b4ba0660b242"",""rendered_unit_id"":""6d371be9-6291-4691-ae7a-eaede59746de"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.513834,""density"":null,""chars"":263,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":88,""role"":""user"",""span_start"":92,""span_end"":146},{""episode_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""distilled_id"":""14e98615-d551-52ee-b924-6d1ec9947e1b"",""rendered_unit_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.481306,""density"":null,""chars"":277,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":90,""role"":""user"",""span_start"":92,""span_end"":160},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.390549,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.356907,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.3514,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""distilled_id"":""f29fbcd6-4463-5d03-bece-8c5509692286"",""rendered_unit_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.320272,""density"":null,""chars"":261,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":91,""role"":""user"",""span_start"":92,""span_end"":144}]"
146,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,4,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":4}",0,9,0,3,1599,5,0.0500,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1599}","[{""episode_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""distilled_id"":""27f30750-bf13-5c53-ab5b-f0b1eb6b58e7"",""rendered_unit_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.568348,""density"":null,""chars"":274,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":85,""role"":""user"",""span_start"":92,""span_end"":157},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.465852,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.432282,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.40068,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""distilled_id"":""f29fbcd6-4463-5d03-bece-8c5509692286"",""rendered_unit_id"":""dafbf493-fce5-4ff2-ac2a-86155d8a0fda"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.347912,""density"":null,""chars"":261,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":91,""role"":""user"",""span_start"":92,""span_end"":144}]"
147,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,4,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":4}",0,9,0,3,1615,5,0.0505,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1615}","[{""episode_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""distilled_id"":""27f30750-bf13-5c53-ab5b-f0b1eb6b58e7"",""rendered_unit_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.562414,""density"":null,""chars"":274,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":85,""role"":""user"",""span_start"":92,""span_end"":157},{""episode_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""distilled_id"":""14e98615-d551-52ee-b924-6d1ec9947e1b"",""rendered_unit_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.536046,""density"":null,""chars"":277,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":90,""role"":""user"",""span_start"":92,""span_end"":160},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.436525,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.432834,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.430892,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
148,32000,1,similarity,,episode,"[""9e70a83c-4ce9-4b31-a2ac-10c273205492""]",1,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1}",1,4,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":4}",0,9,0,3,1615,5,0.0505,"{""9e70a83c-4ce9-4b31-a2ac-10c273205492"":1615}","[{""episode_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""distilled_id"":""27f30750-bf13-5c53-ab5b-f0b1eb6b58e7"",""rendered_unit_id"":""4ddce2f4-2e7c-40ce-a358-ced95c9942cc"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.527083,""density"":null,""chars"":274,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":85,""role"":""user"",""span_start"":92,""span_end"":157},{""episode_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""distilled_id"":""afba8d40-4c1a-5381-bcb7-79175c8669b9"",""rendered_unit_id"":""4cb44002-f213-4252-bb2a-041e3f96548d"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.51797,""density"":null,""chars"":355,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":10,""role"":""assistant"",""span_start"":183,""span_end"":242},{""episode_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""distilled_id"":""14e98615-d551-52ee-b924-6d1ec9947e1b"",""rendered_unit_id"":""8c26928e-e3eb-4dd3-90be-d5b12363ac77"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.511587,""density"":null,""chars"":277,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":90,""role"":""user"",""span_start"":92,""span_end"":160},{""episode_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""b3c6f22f-3c9d-4b66-8c21-6267e0760236"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.408933,""density"":null,""chars"":445,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""ebdd3107-0c43-42b1-97b3-9b6e031bc86b"",""topic"":""9e70a83c-4ce9-4b31-a2ac-10c273205492"",""similarity"":0.374027,""density"":null,""chars"":264,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
