blind_key,sample_id,source_index,question_text_sha256,control_payload_sha256,dynamic_payload_sha256,incoming_count,outgoing_count,retained_count,incoming_missing,outgoing_missing,retained_missing,query_margin_best,query_margin_worst,incoming_novelty_max,incoming_novelty_mean,outgoing_redundancy_max,outgoing_redundancy_mean,neg_incoming_dense_rank_best,neg_incoming_dense_rank_mean,outgoing_dense_rank_worst,outgoing_dense_rank_mean,represented_session_delta,selected_candidate_delta,payload_char_delta,neg_incoming_penalty_max,neg_incoming_penalty_mean,question_id,question_content_sha256,population,direction,identity_delta,control_complete,dynamic_complete
822ba30eff36e9852e08380ffa14d96b699b37d30ebb05a506489f2bb2c8aa66,conv-42,50,822ba30eff36e9852e08380ffa14d96b699b37d30ebb05a506489f2bb2c8aa66,c4c516cc93d2af00f75a363db2e9782e75852c56a55bff3cc1621707a292b1e5,6a953ef4a4a8ac5a2e12828ddfd6ba7b3403c0d09894f262164b7921f2f026f9,17,17,102,0,0,0,-0.023786962032318115,-0.06245410442352295,0.31604909896850586,0.22117112313999848,0.8381752967834473,0.8022883253939012,-119.0,-148.7058823529412,117.0,101.52941176470588,0,0,14,-0.24,-0.0776470588235294,2715207fe1f1624f541d0f192be48380020e8221d1cf9482fdc3a024ff5752f2,0c0aaeb016adcf0dba6ad21e69b32192df79bc69d5b2ff71fae3408422b6d55d,other,tie,0,True,True
e5bae2c4d4c1fb1ce16083454b76084f8ba1b3f7c17c210fe8238497d1a4bf60,conv-42,51,e5bae2c4d4c1fb1ce16083454b76084f8ba1b3f7c17c210fe8238497d1a4bf60,6c6fd120eb0d58a3d1e663c9001f0877cd1e3fcfb5af41bf6e33fb70e2a56e35,df3eeb16906a30cd72bb0c3e061736bd5478541e7c9f4a65869267e78b652a66,16,18,100,0,0,0,-0.02922499179840088,-0.04471558332443237,0.28620481491088867,0.20085486769676208,0.8367940187454224,0.7885429263114929,-118.0,-140.375,120.0,101.05555555555556,0,-2,31,-0.21,-0.06937499999999999,8b6a009c3d9ea30209f25596bbd9e672294203263aa4fd5a2af2db9a93011f6c,897e84050a40df8c08242952f5d46fd5711aca6498b63e3b3a9101e2060366a0,other,tie,0,True,True
03eb8f507685ff82f5ed0bf704c8c5a3022246ddc04f0b26d2ddc1853c03f09a,conv-42,52,03eb8f507685ff82f5ed0bf704c8c5a3022246ddc04f0b26d2ddc1853c03f09a,a9081bf7af3a63d5ecdbf6d9a41cfad8d3d47d7aa19b62e024377b89f0ce79cd,1e3ef1eacdf10368ca6fba95f6a4bea8d04cfa36cbd0dd4bcd8bb9eecde87265,14,13,84,0,0,0,-0.041522204875946045,-0.023796021938323975,0.3290577530860901,0.21324305023465837,0.8833304643630981,0.7923262807039114,-100.0,-120.07142857142857,97.0,84.92307692307692,0,1,58,-0.09,-0.0492857142857143,e2df68b5446ea69031bb053a1f2c174b1e9e10e5f1084423004c9bea4e428d98,096d4b07ddf09e43f222c2cdbd144e27557288304c225c7161037706deee8d82,other,tie,0,True,True
f7db1bc6576cb89d9be716d62ef5d52a9df68d7c271a4dba5c2b2d40cb5f1ad2,conv-42,53,f7db1bc6576cb89d9be716d62ef5d52a9df68d7c271a4dba5c2b2d40cb5f1ad2,71c4fc3753c5b322d0953ad125af634d5f01ec012bf1675ac3c965d5ee85531f,c554c92498e27f97c33648a21416ce4a84f2f25fcc11c88d3538866c8b5167a8,16,20,100,0,0,0,-0.036442846059799194,-0.03671744465827942,0.388272762298584,0.21620004996657372,0.9256073236465454,0.8005007952451706,-122.0,-147.8125,117.0,92.25,1,-4,27,-0.09,-0.050625,9e1a1be73a7975d28634a082da77a31fde088d055dfba5fd8fe758e5293a9d38,b6cc4afe2c9d3e0ad565f847b0fc806f8fb6d19a12ba9891155c8934fb6818e8,other,tie,0,True,True
ce55c522dcf8f4d8bce729a44091da2b935cadb8b236dbcade3ee28f4bffca6c,conv-42,54,ce55c522dcf8f4d8bce729a44091da2b935cadb8b236dbcade3ee28f4bffca6c,e89ba432571d7348add2e786f4a124112d34b4ca0cd5b54a2f422cbabc93073c,78fe10660591c9a6fc034748fe0a511d7cdba32b98a13b96550982d616ca9eb3,10,9,101,0,0,0,-0.017983198165893555,-0.0345953106880188,0.3335255980491638,0.22958059310913087,0.9102302193641663,0.793199380238851,-113.0,-127.8,108.0,99.22222222222223,0,1,29,-0.09,-0.069,45709546bc0ba26d967ccdecc38613b87a3c20fea7bd6c60906e48290538757f,b7e0910cef8bff6201cc93cd108b573e457414973281afd42d7dbf5c1897a852,targeted,tie,0,True,True
8faa6260d6d613a1e4a1c1dffd07392727bca1cb526aa5ae16cfed488e9c044f,conv-42,55,8faa6260d6d613a1e4a1c1dffd07392727bca1cb526aa5ae16cfed488e9c044f,c559216379c99932f521ccdf729111c2f04cf53667b9831f4281174b99245f3e,1cd50845248ca8bc035c97c7d1b7fb07bd8544e8c3da3232d942e521e43f36f6,19,18,90,0,0,0,-0.018868684768676758,-0.04457014799118042,0.343575656414032,0.18970508638181185,0.9256073236465454,0.8199341926309798,-108.0,-135.21052631578948,109.0,93.33333333333333,0,1,2,-0.09,-0.06157894736842106,0bb8c16ab83966cc27014522c7251afedc317faedcf4da9e398fc46dfd73d488,f41afa992d72e36f0f3f6e74c1f05da96af0bc1237ad1342af29226affe90daf,breadth,tie,0,False,False
d16e72d6ba506af1d7411b5625dcd917f50a212ea156f642a28e1c87aa6389cc,conv-42,56,d16e72d6ba506af1d7411b5625dcd917f50a212ea156f642a28e1c87aa6389cc,0b2016d54933757774c24cb5dbb93280750f62120f2315561ca4a0f578ee4192,e17bef00cf624db6a1e465d3101a20fb3d44d35d299111cde177f48596c05417,15,16,106,0,0,0,-0.036909401416778564,-0.04466038942337036,0.2953566312789917,0.1953088124593099,0.8656453490257263,0.7892320193350315,-123.0,-142.46666666666667,122.0,97.0,2,-1,31,-0.09,-0.053999999999999986,35f9d906e9b7e3290f7e5a301e589ad0a892b1c43c019b43f3894b7dfa0567ec,7312513569440ba43ed90a6e9d0a186ed01a8589d1027adc2022c803475c39ab,other,tie,0,True,True
c1910acbf3ff95ac259fe944cc82c414a25fcd3c61d427ce8eb0fc83d2152047,conv-42,57,c1910acbf3ff95ac259fe944cc82c414a25fcd3c61d427ce8eb0fc83d2152047,147ab45fc54277078563556b7363be24e5f8a5050e83094e5cbc43d3999d1d01,afc1b7fa073d10f5bcbd55f9989b912299041ab0cbdc2d449f7ee632efdb945f,14,16,100,0,0,0,-0.04561507701873779,-0.025720596313476562,0.3555375337600708,0.22942483850887843,0.9089531898498535,0.8159151338040829,-116.0,-135.5,141.0,102.25,0,-2,-6,-0.09,-0.06642857142857143,b53ce915bdb62ca49733c1861052ee7f3fd06b0cac8c1f78ef05d1e78fcb644c,f53983e5358456b3ddaa0941f79bfb737da14146e50bf312416782ae0b729336,targeted,tie,0,True,True
0e087ba209012dab0ed5cb2487b425bc76e7bba07bb4a2da0dce554f380d5b2a,conv-42,59,0e087ba209012dab0ed5cb2487b425bc76e7bba07bb4a2da0dce554f380d5b2a,40a4c79afec010aad4aa9fa7e4cab9f4f4ae168e614f48e83ca35d44551f63d0,fd6178ec76d5039fd1ce6f61cf31f183f1346a603f3b795b11225a14a4b53902,19,19,90,0,0,0,-0.027725517749786377,-0.033750951290130615,0.3555375337600708,0.22262245730349892,0.8572463989257812,0.7830935308807775,-108.0,-136.05263157894737,107.0,86.0,1,0,30,-0.09,-0.056842105263157895,1784f1ad203a31c7d8b86711f6c6c426d045716ecff16643f845906eb6a2b6cc,f79bc4130c1a5f0b2b050cb4452c049d633438cd0c460f91dc26975cba881e77,other,tie,0,False,False
284ae3bfaa67f012e8dd1b0df6d59dc383f76a98cdd3c1ff526f69423fe1c48f,conv-42,60,284ae3bfaa67f012e8dd1b0df6d59dc383f76a98cdd3c1ff526f69423fe1c48f,156fb95661b6c8cc2f70679573340573137db10201034d78af52d1fb0dd48a2b,158a77249681a00a396c4bf7f104b7a5907ab45237d1b09a8c51634b818d0cc7,18,16,102,0,0,0,-0.03275501728057861,-0.04925766587257385,0.33901745080947876,0.19905449946721396,0.8761479258537292,0.8173289895057678,-119.0,-145.83333333333334,117.0,97.6875,0,2,31,-0.09,-0.058333333333333334,806aa7d67b74698fa1e67fefe095d818b9f3cb4eee56b0954e12087bd4d1b7ed,10c21e73d2e1bce9ab85b49790ac9362630f768a0bf9a5194f005fb459fe7e3d,targeted,tie,0,True,True
68a60e7f84b3d3a40c4fb02c060df8efa7ec25ff94d9c86e517817b978e0836a,conv-42,61,68a60e7f84b3d3a40c4fb02c060df8efa7ec25ff94d9c86e517817b978e0836a,cbd1e53ed2b9101d4e0ba22313451ae405e291773f3902b9da1e4c1819260a9c,f510b92377e611b59e90a0677c0ed16cad04ae0ba9fa86bf3de12a8d8f95472c,23,22,90,0,0,0,-0.04957050085067749,-0.04293203353881836,0.29587531089782715,0.17829215267430182,0.9256073236465454,0.8053221214901317,-112.0,-134.7391304347826,107.0,85.18181818181819,2,1,-32,-0.09,-0.05217391304347827,ac84559bcd514c32229a01e9db5ed502f5bd727ce0c57cb8c72c7acd30b811cb,6b5c17fd5cfbdc303e730b518dba7cd91d0317f2f9818d52d97ea2063142c287,other,loss,-1,True,False
05d5e09b1e7260e26e736f8e4b665e14bd8b0e09f42c1929bcb415911227886f,conv-42,62,05d5e09b1e7260e26e736f8e4b665e14bd8b0e09f42c1929bcb415911227886f,0dc21c6e03b5c03071b9de538e434142d5b991d526628c27dcb114086405e99d,a019c500146ffa3155a1c8e0c2b2ebd39619726aa69c50c92e64d68be546dfe3,14,12,105,0,0,0,-0.03240483999252319,-0.05713236331939697,0.3566132187843323,0.20869884746415274,0.8572463989257812,0.8139014144738516,-117.0,-148.5,119.0,103.83333333333333,0,2,11,-0.15,-0.07499999999999998,c49b9e4e8dcd7d9a9f6b912bf9a45edc1102b5d09c94ad3defdfa49a51653967,be4423e7f5031f8fd442002a50207e9cd77d9baad342e5cd40798ba63bffa97b,other,tie,0,True,True
5c6866c8dfb91e0af105682056ec13fa101f920dca23cd6f4ab78abfd5abb59a,conv-42,63,5c6866c8dfb91e0af105682056ec13fa101f920dca23cd6f4ab78abfd5abb59a,302027286ded54e2d1850453c36756a7f3bfeee73b475cf5ca217eef64cb31a1,db9b5111c34d55805d1fdc88b97c8771f4696f19d1e045fe537501e63be6b2a5,22,18,96,0,0,0,-0.04844856262207031,-0.04789835214614868,0.388808012008667,0.18719057603315872,0.9423038959503174,0.7854594455824958,-115.0,-140.1818181818182,114.0,87.5,3,4,21,-0.09,-0.049090909090909095,3b2c3eec1968b36ec524b6d1be37562a129d0200adf4c641d4fdcd36dd426fc7,12830b9730cac5a9dbe9a7abd300be496c5278031d28e2e73b0c6918ce839d71,breadth,loss,-1,True,False
8e8bec5ebf62a8f04f1c51865937ca54e0ef9480c1226a2c07d8c79ee83c25f6,conv-42,64,8e8bec5ebf62a8f04f1c51865937ca54e0ef9480c1226a2c07d8c79ee83c25f6,cbfa786eb94241ededae7182f094661edbc52732eb449a779026b32485c3d245,5b0fc0d1e02c60b04a44632cd87dd1460f52e9389c077e80b294c1ab96692776,16,20,91,0,0,0,-0.041996151208877563,-0.016519367694854736,0.388272762298584,0.2352391816675663,0.9610450267791748,0.804795327782631,-118.0,-139.5625,147.0,89.55,1,-4,-39,-0.09,-0.0525,ce5a083637ca2ce6ba0ce336660ef0dc05ab3311d306011f551f7c4d75774a57,21fa5543d082d74c8cf6641d345b34c950417b1468b259afdb83ee2ab8327e92,targeted,tie,0,True,True
c0f7724b69e741c6e0f0c4e37179ee4ae3920c6d881f8b3e696bbf74862b6888,conv-42,65,c0f7724b69e741c6e0f0c4e37179ee4ae3920c6d881f8b3e696bbf74862b6888,570494fbe5e2af1800eb2eea3521097743bc650645234676069568bc43ba1f8c,8cacecbac9abb5168f2cec0df5c36b36970f8632195e249073b12259294a0e5c,15,18,99,0,0,0,-0.03379252552986145,-0.03205996751785278,0.388272762298584,0.21916088660558064,0.9089531898498535,0.8163153065575494,-117.0,-143.4,114.0,95.22222222222223,1,-3,9,-0.09,-0.05400000000000002,c7f924aebc7207c19dff83b944f915c93a81d5a5787250b68e70b28a6177e844,a512fca7b5482b03b4e302447c5337f0352bcfb6f63c3b27ec9086ae6572e3e5,targeted,tie,0,True,True
5778951f135cefd0d9a4063edd2644a3401a58b5d5afc0125bdd1ac986e7c112,conv-42,66,5778951f135cefd0d9a4063edd2644a3401a58b5d5afc0125bdd1ac986e7c112,8db8273615b9b9c44d833f2c06f583d99100c3e13b6ca643ca0b76b3a6ea62f6,cda99606f527419060da0271e8d1dbd16c2bdbe2324833a5824f826f421277de,19,20,91,0,0,0,-0.04206585884094238,-0.052888065576553345,0.3164604902267456,0.19420657973540456,0.87391597032547,0.7790818154811859,-112.0,-136.05263157894737,110.0,82.15,1,-1,46,-0.09,-0.056842105263157895,021530dae37f1fcd345b0f69e199cfb5ef26fde9061601ffa56d4b6462c03351,7e719e7be5edabed9d4af6bec1a90cde406647cd52fe4b23347ad81f8986d22e,breadth,tie,0,False,False
b4d84916c6a0ba6a342c4f46d460a2a84456184bac265ac87e8def063841985e,conv-42,67,b4d84916c6a0ba6a342c4f46d460a2a84456184bac265ac87e8def063841985e,4100b4c3d1481b14f6e558c05a53ce363d5462f520ea6b17c13e217bfd259188,a5877040cc16915438098246a7ad3a14a56df00fc906da831aa3a8ac5c660c19,15,18,105,0,0,0,-0.03774932026863098,-0.04049217700958252,0.3539414405822754,0.22559420665105184,0.9256073236465454,0.8087029159069061,-124.0,-151.26666666666668,122.0,100.27777777777777,1,-3,-32,-0.09,-0.05800000000000001,d393f309ff9c9c61792ecec0b7d2ff542614a524721a13da5c9c7fef8afd9c82,4d6479cecf55622cd9a0728a987f90c3045cc411dda0178ec37b8cca7534a64a,breadth,tie,0,False,False
3d2a907e05b4ead84fe76fed566f2f47db27b76facaa7d54ae1bc76ad506a6e2,conv-42,68,3d2a907e05b4ead84fe76fed566f2f47db27b76facaa7d54ae1bc76ad506a6e2,e4f1baa00c51346ac10acea24b072b06378dd275ac30c0bb71099895fb49efa0,535cd556d57a69eab9c0de344b9425d91ff009fd135e3e4c743a92f464f47741,18,17,94,0,0,0,-0.03234723210334778,-0.04008197784423828,0.343575656414032,0.2308502263493008,0.9346428513526917,0.8104289489633897,-113.0,-140.27777777777777,109.0,93.05882352941177,2,1,9,-0.09,-0.05333333333333333,632151c796951d2a62fbedff26ffd94bd9546244a8497d01994231b111ee263f,4f00e723689e6a255b12d05bf7ddac56d678345c72df05ebcbca9a65aff28539,breadth,loss,-1,False,False
19eab23c96fa83e48652004d458b6c8e7d1c86e1302f987cb5c057a55b41ca31,conv-42,69,19eab23c96fa83e48652004d458b6c8e7d1c86e1302f987cb5c057a55b41ca31,7fefc66e53afa6c44fed25635f467ac5edf44a30e54a29abc2381f2e60648216,bfd5bec7efcb96e54a76cbba2e29e840d81e23c67fd0de7cda550778c7400622,19,18,104,0,0,0,-0.03430214524269104,-0.04173481464385986,0.3263348340988159,0.1964913669385408,0.9256073236465454,0.803489218155543,-123.0,-147.42105263157896,122.0,98.16666666666667,1,1,34,-0.12,-0.06315789473684212,a10194172b5d9f05c2381719e449e51c78b422f331a2dc1c567d7a79f37233d5,acec4a84c008d74cf3e7e8e7739eca5be4c52125f28b748a30645d91275e50f5,other,tie,0,False,False
80f52f93ffa4124fdd0c8c0628f4bb92adc7bf15fd3806195ee42fb1b82d5c20,conv-42,70,80f52f93ffa4124fdd0c8c0628f4bb92adc7bf15fd3806195ee42fb1b82d5c20,09cd661994d41a69121b82ab644d5a021ea134cbe4582d60e977096342338c78,5ef73f3954c426a6585a7299c6d2104b5a34e34430e4f74863dc989b13b3d42f,23,23,93,0,0,0,-0.04184293746948242,-0.039515674114227295,0.30344098806381226,0.19038282010866248,0.9256073236465454,0.7967189731805221,-120.0,-149.7391304347826,115.0,88.95652173913044,1,0,-9,-0.24,-0.06521739130434785,50370f80902f3cea6eddecd12a888e688e9f96e803a16709e89d946ce314cb01,3c14a3061bc84190e7411a5041fb77f4c835025a292d5834ff972bac51571bba,other,tie,0,True,True
7c402e5e4264d8693626e18c74acc30c132815f70c125e0079188b3bdc8dad15,conv-42,71,7c402e5e4264d8693626e18c74acc30c132815f70c125e0079188b3bdc8dad15,dda1b1c9bb49244a0f4cdf003d536f148a6a8e4ab27c70818517817ca0785535,2829edb088d937481a45f0221276ee39ce047de1325295590cd4527a567caa14,17,19,102,0,0,0,-0.01945972442626953,-0.03628432750701904,0.3438728451728821,0.19930271190755508,0.8381752967834473,0.7812726466279281,-120.0,-148.58823529411765,121.0,105.89473684210526,0,-2,29,-0.15,-0.07588235294117647,642285dd7808bba6528b84bb31636f5664d655f26386ec7ef2c1ec714115f734,2607c3acda8805bdf6f6ecf88f477e2f40cc1cdfabd8134c29d9990118c4d830,other,tie,0,True,True
d29bd11f93c98a452f4074f3f2f200ecaf9ddc5b92de94e50606e166d4dffdc6,conv-42,72,d29bd11f93c98a452f4074f3f2f200ecaf9ddc5b92de94e50606e166d4dffdc6,979bbb6a2176d99af0e759819f5477fcfb67daf7c599649a7faef08e424dc1e8,fa1dd2b8cf2311772a774070d47c0bb92827bbbc8c0c3b259a509bc795327c5a,15,15,99,0,0,0,-0.03806942701339722,-0.1276492178440094,0.28212970495224,0.2240079641342163,0.8622041940689087,0.805509893099467,-116.0,-149.46666666666667,113.0,94.06666666666666,0,0,1,-0.24,-0.08800000000000002,05ac76f5e94013bf1696ddc28ae760e0352a5c2982f87e0d1eb73c92f7c9bb53,1479637d032b379edc07b07e0374622873712b2d8fb04d833e0a1f7deb3fc1c6,targeted,tie,0,True,True
6e2158e009a30637e3c964331b3ff4b76ee45afd7f3349d86689a455207e031d,conv-42,73,6e2158e009a30637e3c964331b3ff4b76ee45afd7f3349d86689a455207e031d,a58ec67422c2308fad019beaf81f0a1f937e574e09c68df6f004496f724cbc73,4dc92d4deb2c4b5138b13efab824e38edc8d6b7add73d6c3efefd2d015eccfee,13,18,91,0,0,0,-0.031131714582443237,-0.029098033905029297,0.3370882272720337,0.23577661239183867,0.9610450267791748,0.8342800901995765,-109.0,-130.3846153846154,108.0,87.5,0,-5,40,-0.09,-0.05538461538461538,3e974cac1d4830a82127c69504050609003cd5cd319202da4e48e1ae37fb7efd,539162f05d34ab435f32603366e8e68b4e3f350e7c7632dee7a6e50c581877b3,targeted,tie,0,True,True
ab7b90bf3e126ae2f42ef8a91a7197857909dc63ba1ba0e2d29e18bc2ae8a362,conv-42,74,ab7b90bf3e126ae2f42ef8a91a7197857909dc63ba1ba0e2d29e18bc2ae8a362,08a5f49d24032ed99a418246f1390732dc2986cee174ee5a2df1449d242e0d2f,5411e8e30b3a5aac447f7c3a9ca67701e824bed163f0389ef1c1ddb3b4033d81,16,15,102,0,0,0,-0.03582155704498291,-0.04286849498748779,0.3335285186767578,0.2288384735584259,0.8547317981719971,0.7991065541903178,-117.0,-141.4375,115.0,99.4,0,1,4,-0.12,-0.061875,8196d9a50d8d2edeeb2934babfac6d1d92a399d5f581d996449942b57c6b19f5,439c99962d1d38a4a41de205745362878bbcf20c0898af60a5a38d94649a8fc5,breadth,tie,0,False,False
6029a73435b260da7431edeb4dbc51d978b63379cabb5010ba47fa14ffe5a731,conv-42,75,6029a73435b260da7431edeb4dbc51d978b63379cabb5010ba47fa14ffe5a731,bf0eb5ec5f013e2ca2cbd5c1405af9e46908e98b0b0283b4c8c65615ad3ed2be,6721b22d8163c39bcd9f4c0bc0fffbc74bea9f032c1160bd230dbc81661293e4,19,17,95,0,0,0,-0.041613876819610596,-0.058623284101486206,0.2823209762573242,0.19176010081642553,0.9166992902755737,0.7983107111033272,-113.0,-146.78947368421052,111.0,86.52941176470588,4,2,-49,-0.12,-0.04263157894736842,195cfa723f63a3c2c8be971c057ed1b2ee706b9183aad19e1c4b3cc442496d32,fa05d1866f7e43cd787658097e1c732299d9481aa8b763720e5ab5bc581c6d34,other,tie,0,True,True
551dc887f1e078779abef786ccadabffc31d685e01a67f09699eb06ba723301f,conv-42,76,551dc887f1e078779abef786ccadabffc31d685e01a67f09699eb06ba723301f,16b513d2c979a53ebed8c69eb1813b3dd94c794aeb4beb6a5402015b71bd118c,2a1f12d110e7f86676f9d666b6fd0abc5bcaf846c450f40fc714c41f49d494ca,12,13,103,0,0,0,-0.04807162284851074,-0.033555418252944946,0.26914626359939575,0.1771249771118164,0.9640853404998779,0.8130154059483454,-116.0,-140.58333333333334,117.0,94.53846153846153,1,-1,0,-0.09,-0.04750000000000001,f7bea5cf0138b778f6df3c9bd4a9ca109fdb22adfb55cd72b8d2efbaca5c1f84,6dab22a7da7b83ea93ccfa08309358919e45a4aa56b7417fc78054d5aa1a4b70,other,tie,0,True,True
42ed1fa0273fb9f1f7a4a0ddb336e59bde279d5fe4ef0eb9fe5fa4e07ed5b1d3,conv-42,77,42ed1fa0273fb9f1f7a4a0ddb336e59bde279d5fe4ef0eb9fe5fa4e07ed5b1d3,211e98f485bebc2f738262266e37f853bcb20ff02f5eedb8c1828b3012f1d2b2,f7b1735fa013c098b02867031f15dc747cc07131b1f0ac4c28a7b3dcf32d5ce8,22,23,95,0,0,0,-0.03023853898048401,-0.15542322397232056,0.28212970495224,0.20630697228691794,0.8656453490257263,0.7895644410796787,-118.0,-158.27272727272728,153.0,98.65217391304348,1,-1,-8,-0.32999999999999996,-0.08181818181818182,b469ca4c2ec1adc42a8f2d3962cfdb374bc3574d2d64572a3ecdab5f37661fef,c9f5e231e4ef707a0b65b18d3eece392170375233eeb417dc3f58467144f8ba0,targeted,tie,0,True,True
d4e833fb3ca71de0e7d3e5e8bda0836869687e7223b9e698ac3786562aba3e80,conv-42,78,d4e833fb3ca71de0e7d3e5e8bda0836869687e7223b9e698ac3786562aba3e80,926ef1977145da84fd74f256279c35c2dbb50ae7d6ca803b4163fdbfd2d6ab89,ac1aa0a9df74f61269337206aa9291c09cbb9ab83f520b3aebf805c682b5f70f,17,21,91,0,0,0,-0.07368037104606628,-0.048586487770080566,0.286307692527771,0.2177993339650771,0.9640853404998779,0.7746164202690125,-114.0,-139.64705882352942,112.0,88.23809523809524,2,-4,-29,-0.06,-0.0388235294117647,a41adcff1f3869760da18c4161fb06ce0ef820aab2706c20004ecf9fd3016d82,a3a20938fface4fa990c603ee8a8e6bad383aaea6a55661ea896c94e0b7853ac,breadth,tie,0,True,True
f9af655adcc72b3a3137ca6af44c5fdeb4b385f729a50a62d163dc151704995c,conv-42,79,f9af655adcc72b3a3137ca6af44c5fdeb4b385f729a50a62d163dc151704995c,ec0e258216685c3c339d4273d6530695d48c8b1324732b6037a56e42709d649d,68da00c4b50ba349d602e2fad144ee98498b2c16fded74465ad13eba54024410,10,11,89,0,0,0,-0.03372517228126526,0.11080372333526611,0.3164604902267456,0.2193019449710846,0.9256073236465454,0.7948952913284302,-101.0,-123.5,297.0,98.45454545454545,1,-1,-7,-0.09,-0.042,c0be5dc5bb6a516c1deed9f06c5c9cac280f332ce134f31733e55c3dbd4bb891,820555b311c0a4ff5e9d424176b62a0cd928f72666e5925f43f2d911e0b88a55,breadth,tie,0,True,True
f148a8d473c33814c2fccf859b66936e96ffbaa3438b78acf42c11a035ec38e3,conv-42,80,f148a8d473c33814c2fccf859b66936e96ffbaa3438b78acf42c11a035ec38e3,f57a9d82bea631672d2555210f0b79951e5a9624a7f9ccfe2558e99c3d08617b,fe83ebc807cdd077be4f6dd3b5899d8d2faaeffecb82787d2cb6d9eef696716b,19,23,90,0,0,0,-0.0362849235534668,-0.04465663433074951,0.388272762298584,0.23440190679148623,0.9640853404998779,0.8118651898010917,-115.0,-138.1578947368421,111.0,92.91304347826087,1,-4,-38,-0.09,-0.052105263157894745,440de6a51273a11240f18b288c4c37ec9227a46197abb84f3660f78eabf8c0d8,6a0644302c5e39d0387a101cba8a336f1f64d833d197d4abfefbf5a39c84676c,breadth,tie,0,True,True
e3be820990e1db5aff793dfda83e7f7492c92d3babb8ebd8c8856e09b6be550f,conv-42,81,e3be820990e1db5aff793dfda83e7f7492c92d3babb8ebd8c8856e09b6be550f,3990252a501d71d9fc3b1683ef7c548d39239e3e5bb8d9b3a3ffc2c623b7b932,fab8fb86e33b5e0cf60a5dd19a14285c80c287c2c1400989f70e712001f5b595,13,13,102,0,0,0,-0.04576897621154785,-0.04447692632675171,0.275753378868103,0.2277886409025926,0.9610450267791748,0.8196192108667814,-116.0,-135.15384615384616,110.0,89.76923076923077,2,0,-49,-0.12,-0.05076923076923076,e8d5aa16ecb8323e9e87ee9d1e05ff19890b5c80fd9d011ac3cb7bb7eb167d4b,2378ad7f8dc1b5ba557080c244c9718979630dfdc72c08f9b20afd30202adeb3,breadth,tie,0,False,False
5bd150810a25551d8608b3f4faf4a0fc0a1b6384f0f82b5700597f56f707b5ff,conv-42,82,5bd150810a25551d8608b3f4faf4a0fc0a1b6384f0f82b5700597f56f707b5ff,9a30c670bd0210183c0182224dad4e9f3a5c53cbf08486dc592568b8f401e8f7,611759d12bd9e88fbb979114e00e863ce9c8ea475ef3edd1c1300c8dae25ce10,12,16,108,0,0,0,-0.030170321464538574,-0.040693044662475586,0.27200061082839966,0.20839335024356842,0.9181395173072815,0.8091769218444824,-125.0,-148.66666666666666,123.0,107.3125,1,-4,-74,-0.09,-0.060000000000000005,10e2a14d5ba7ec84d1a88b21897a015f3df7af04f811ade630ebb4b5b1cad17d,952e7249b153dbcb3312e1bc878c3e9e687c9091466aa4dc6853c1e182734bb0,other,loss,-1,True,False
0d641ef870820d44b653adf95afe2d7e7d94b47d5f702d703ee87c8c7ab30c45,conv-42,83,0d641ef870820d44b653adf95afe2d7e7d94b47d5f702d703ee87c8c7ab30c45,c89f8993d83fc8c96024d531e663c49a3cadf7d7a624e7a9097ba172df367535,d83afc5e67ddbf3ed946bd12dc24f031aebd82cb67cb4e69694ad4078e4e558a,17,18,97,0,0,0,-0.03151661157608032,-0.04473567008972168,0.304124116897583,0.21303489278344548,0.8873758912086487,0.8176732261975607,-118.0,-138.8235294117647,114.0,93.33333333333333,0,-1,-14,-0.09,-0.06529411764705884,953e6f03e72f7983c8c6fffcea9b4a247694f0c81f9525a7797e1d427ebd2bc9,13433968f10c929879c19f552adfb3302bfd7e1998dba7f752eb6aa26bef2750,breadth,tie,0,True,True
9291e72627943c63801bfe45d2f450709c4b7dbab2e639798a89db6c69da2484,conv-42,84,9291e72627943c63801bfe45d2f450709c4b7dbab2e639798a89db6c69da2484,9496d0b3a9c31b23e6804c336eb845a75b6d9d51a9cc318d10ee665b7370afab,b2ece640615d0e6ceced98c1ea51da904624264027bc90eb5b86624ed3b9714d,13,12,100,0,0,0,-0.04563605785369873,-0.02145075798034668,0.3009134531021118,0.21210270203076875,0.8761479258537292,0.8136754383643469,-114.0,-127.23076923076923,108.0,88.83333333333333,0,1,18,-0.21,-0.08307692307692306,62073229c03f67ec206128dddfff6c3e9a733a9af543c4d6e68cce576e41a063,76ec4204dbf5cfeed450243f93265a3fa54ebf70198f2713ccf6abe1ae198ed0,other,tie,0,False,False
