turn,topic,survivor_span,collapsed_span
899,topic_2,94b8a084-30d7-42ae-85e0-fb47863fea36:174:273,31c9cb60-c38a-4e13-addc-887ac78d07b0:174:273
899,topic_2,e1fc75e1-7719-4f1b-96cf-d834e5c7b544:85:144,04970c19-4bae-456e-bb63-11738e0c658d:85:144
899,topic_2,e1fc75e1-7719-4f1b-96cf-d834e5c7b544:85:144,1f5ede99-334b-4495-8636-6fa4fb0b5ac2:85:144
899,topic_2,e1fc75e1-7719-4f1b-96cf-d834e5c7b544:85:144,79d4218f-72a9-412c-80c5-d3149c59b6af:85:144
899,topic_2,e9abee8b-7aff-478b-a895-aab0a804446e:162:338,3318d26f-3199-46ef-917e-f2428e07bdd4:162:338
899,topic_2,e9abee8b-7aff-478b-a895-aab0a804446e:162:338,b9e957f7-3d57-47af-b608-6aa72f426526:162:338
899,topic_2,e9abee8b-7aff-478b-a895-aab0a804446e:162:338,83b564e7-ff37-4bfa-a0e8-1156fa2625bb:162:338
899,topic_2,4a786f94-f571-4682-a77f-44f9664468db:161:210,a547e94e-8fc0-4d90-b8e5-de03b4d24e87:161:210
899,topic_2,4a786f94-f571-4682-a77f-44f9664468db:161:210,5a6e51f5-746a-4bf3-bd59-2f7e21e5de29:161:210
899,topic_2,4a786f94-f571-4682-a77f-44f9664468db:161:210,d8965ed3-bf01-45c3-810b-1c0ae62eb8ed:161:210
899,topic_2,15e64f78-294c-4c3e-bd37-93a2b4a7dca6:85:136,1ae25413-5d4c-4fd6-8580-b382f35ee62d:85:136
899,topic_2,15e64f78-294c-4c3e-bd37-93a2b4a7dca6:85:136,51cd8b3e-3b02-4cd5-92bf-328d299d5360:85:136
899,topic_2,15e64f78-294c-4c3e-bd37-93a2b4a7dca6:85:136,2e09672d-9db2-4894-82b7-3bc867b2ca63:85:136
899,topic_2,07cbfe24-6055-4483-8082-cd607d5f97de:85:153,ebf916fd-3439-423e-9922-9ba47763f8eb:85:153
899,topic_2,07cbfe24-6055-4483-8082-cd607d5f97de:85:153,eb6b34bc-c545-4dab-a452-42e65e28947f:85:153
899,topic_2,07cbfe24-6055-4483-8082-cd607d5f97de:85:153,497c9a7c-009f-4a17-b61b-4e52257535b1:85:153
945,topic_2,4caed8d3-b6cd-4864-8540-ac94797d9574:190:302,e3bfc5af-c213-400d-ac78-dd1a8cd2a2ad:190:302
945,topic_2,4caed8d3-b6cd-4864-8540-ac94797d9574:190:302,1862604f-efcb-4951-906d-b7761145a3e2:190:302
945,topic_2,4caed8d3-b6cd-4864-8540-ac94797d9574:190:302,0bbb00b5-9f12-4ac9-8c71-cb89f529f917:190:302
945,topic_2,4caed8d3-b6cd-4864-8540-ac94797d9574:190:302,becc777a-e560-4b31-b465-03f810b90e67:190:302
945,topic_2,9051196e-e40b-4695-992d-2878c74daeb8:93:156,c9967f0f-138f-4a7c-bece-6e1d6a8e0be5:93:156
945,topic_2,9051196e-e40b-4695-992d-2878c74daeb8:93:156,13d2fc57-2a19-4661-94ed-251394aba30f:93:156
945,topic_2,9051196e-e40b-4695-992d-2878c74daeb8:93:156,7a0b6548-753e-4450-b052-142c711ef781:93:156
945,topic_2,9051196e-e40b-4695-992d-2878c74daeb8:93:156,949f0309-3ccf-4279-9c29-633e38910344:93:156
945,topic_2,b1f8a270-e892-4738-86e4-9526b05aeee3:170:236,94f973c5-f0d1-4dfe-85c4-554015b908b2:170:236
945,topic_2,b1f8a270-e892-4738-86e4-9526b05aeee3:170:236,eb54500f-f5a8-4859-92c9-6eacbb1ec8d8:170:236
945,topic_2,b1f8a270-e892-4738-86e4-9526b05aeee3:170:236,bd4ef030-7401-4506-b057-b093ee0618c2:170:236
945,topic_2,b1f8a270-e892-4738-86e4-9526b05aeee3:170:236,ece650ed-88a1-44e9-8e6e-40d23e45157f:170:236
945,topic_2,5b5aa1ed-db12-47a5-9be9-95c03a9785a2:93:145,5cb64cb5-817a-466b-9dd8-d495ac58c2ce:93:145
945,topic_2,5b5aa1ed-db12-47a5-9be9-95c03a9785a2:93:145,e8b8a488-9712-46d4-ad75-bb733433946d:93:145
945,topic_2,5b5aa1ed-db12-47a5-9be9-95c03a9785a2:93:145,c7a8a71a-da8d-4f18-af28-efa1750fb2c2:93:145
945,topic_2,5b5aa1ed-db12-47a5-9be9-95c03a9785a2:93:145,e1066f4e-f97d-4695-99e8-69aee2e72b8a:93:145
945,topic_2,85ab44f2-9cb0-41ad-b22d-f0ee8d7e49e9:93:165,bb1c82d5-06b5-4254-8745-d48340db6ea8:93:165
945,topic_2,85ab44f2-9cb0-41ad-b22d-f0ee8d7e49e9:93:165,62c02c0c-5824-4971-aadd-ac918a825013:93:165
945,topic_2,85ab44f2-9cb0-41ad-b22d-f0ee8d7e49e9:93:165,d8497dc4-746b-4b6a-b9b5-3e6b33f8de33:93:165
945,topic_2,315b5980-4c44-40c0-b6d4-d2f0a9e30aba:93:147,19972208-bf0f-48e2-9a5b-e1741bed4fee:93:147
945,topic_2,315b5980-4c44-40c0-b6d4-d2f0a9e30aba:93:147,ca195d2e-6e25-4909-a2f3-0041b8391375:93:147
945,topic_2,315b5980-4c44-40c0-b6d4-d2f0a9e30aba:93:147,02045c2d-84b3-4c15-824f-de387a1dd66d:93:147
980,topic_2,e25d8ab6-a57e-45bd-b213-985e75c551b6:93:147,b5ea8ff0-b593-4440-8074-0da4bd5cdf74:93:147
980,topic_2,e25d8ab6-a57e-45bd-b213-985e75c551b6:93:147,13978e37-823b-4783-9cd8-b596059dd083:93:147
980,topic_2,e25d8ab6-a57e-45bd-b213-985e75c551b6:93:147,f4223b24-15cb-4031-a1c2-faa231879b4f:93:147
980,topic_2,e25d8ab6-a57e-45bd-b213-985e75c551b6:93:147,f7f04c78-16ec-4ab2-92db-9cb6d9ac680c:93:147
980,topic_2,dbd2f580-f63f-4fe2-bed8-033dc320ff76:190:302,92bd7b20-a438-4a72-a30a-3f73fb800265:190:302
980,topic_2,dbd2f580-f63f-4fe2-bed8-033dc320ff76:190:302,b83d22c2-fc4c-447a-83b4-a4f48d2630ff:190:302
980,topic_2,dbd2f580-f63f-4fe2-bed8-033dc320ff76:190:302,6f4132e4-d543-4bf8-85bc-7811563b6263:190:302
980,topic_2,dbd2f580-f63f-4fe2-bed8-033dc320ff76:190:302,a34ccf29-4c5f-4502-8dc0-6458180550cf:190:302
980,topic_2,c03dd358-d68f-4cb0-90f3-a5f325e844c4:93:156,32921b05-eee4-4383-b028-ca5a756737c4:93:156
980,topic_2,c03dd358-d68f-4cb0-90f3-a5f325e844c4:93:156,74f39373-a302-46a9-876b-62191b247964:93:156
980,topic_2,c03dd358-d68f-4cb0-90f3-a5f325e844c4:93:156,91aa47d6-a2a8-45ee-9838-65d2761b80a0:93:156
980,topic_2,b143054f-0bd3-48a9-a005-fbba0d48f83e:170:236,3d822b82-f247-483d-ba65-52b8e4a0e699:170:236
980,topic_2,b143054f-0bd3-48a9-a005-fbba0d48f83e:170:236,89e64739-1f2a-446b-86de-25572284e661:170:236
980,topic_2,b143054f-0bd3-48a9-a005-fbba0d48f83e:170:236,2b734830-685f-4c12-bbe0-3568dd771ca7:170:236
980,topic_2,9ea41539-fc1d-494c-afc0-95b8a8e09621:93:145,78b47954-2ef2-4145-8d39-89ca13d93c30:93:145
980,topic_2,9ea41539-fc1d-494c-afc0-95b8a8e09621:93:145,ae9408fd-aa5d-4c89-bf45-967cbfa112d6:93:145
980,topic_2,9ea41539-fc1d-494c-afc0-95b8a8e09621:93:145,b4e99ad6-e925-4347-9827-2a84e27cb534:93:145
980,topic_2,d45d6d7e-dcd9-4ad2-9dc8-3bcf7b148979:93:165,aada219e-eaab-4391-a870-6029506847f8:93:165
980,topic_2,d45d6d7e-dcd9-4ad2-9dc8-3bcf7b148979:93:165,fef70eca-d2ad-4c0d-a374-a4f8b25ec7d3:93:165
980,topic_2,d45d6d7e-dcd9-4ad2-9dc8-3bcf7b148979:93:165,b2015d3b-5ef3-43c1-b6bc-d7836af92510:93:165
