question_id,sample_id,category,direction,evidence_episodes,flat_best_evidence_rank,flat_worst_evidence_rank,dual_evidence_delivered,tiered_evidence_delivered,dual_evidence_tiers,tiered_evidence_tiers
3dd58845f9f21b3d8696be7fe0cb998ddf6eb3bb587d2c27ab15ddae09a9f144,conv-47,5,loss,1,9,9,0,1,,recency
230a9035e01d788afffe92313fa68d1f56980a4792092c035287b456ebb714ff,conv-48,2,gain,1,31,31,1,0,coverage,
2fc0bdaefd7abf0af339cba89e2ec2a0ad44f2999c03523d3b1e0e0acb891235,conv-48,2,gain,1,1,1,1,0,k,
9c554632f4aae30e17b7c19c91ded7acedf7f88f219b4c497d0588e2a1a47979,conv-48,2,gain,1,1,1,1,0,k,
576f3f9eb798102ca499109e43cd023c9ab34aefebdb528f60f913ecce04b2b9,conv-48,4,gain,1,1,1,1,0,k,
eeeeab59969c1b1007e1b7bbc351155b997d6b7738484f7584740069f78a9dab,conv-48,2,gain,1,1,1,1,0,k,
27d997dc256dda354c7ae9b7e417b2941985560d655a05a6f02aa0956f6fc8e3,conv-48,3,gain,1,39,39,1,0,k,
602f9e8d02ed6cd3807bd13ded92616c8875aa887cdefc09e34fa399a5fca35e,conv-48,4,gain,2,2,20,2,0,k,
31a9c7a08ed46a7883beec73719c136adb67a2bcb0e81fdc9d480253ed450e09,conv-48,2,gain,1,5,5,1,0,k,
e0178addf675bcc1469ce274fca0b1c8c46857f6491d6c5aea73d88a426f00e6,conv-48,2,gain,1,1,1,1,0,k,
e6e0ec1c0cd160955eb3a2ce0c5fa613dd0fa70fb2f9a4501b74ca3e376b59b0,conv-48,2,gain,1,2,2,1,0,k,
65a9472eb8ce6d515a91a659ff59d3959a46375982d4f83eb86f54949b7f6d2f,conv-48,2,gain,3,1,29,3,1,k,k
6795873e3d31ff6f071af0552c0e1ba1af652f23bce6987f8df3044b9464c080,conv-48,2,gain,1,1,1,1,0,k,
5fe1d7b58dd294d0d3e047052060013d9edac59108b7bc1d04d1d14e97c0298a,conv-48,2,gain,1,6,6,1,0,k,
1ad5b3249757e61792d2e7c4730ab8578fa54628516a68ad171e894cee5da157,conv-48,2,gain,2,1,4,2,1,k,recency
f3c4f44c4b1ac1ac76646d8c48b0a53b59729491aa9b308453f4efd834db9485,conv-48,2,gain,3,1,58,3,1,coverage|k,k
0f635a013f3ebed2f4b8f08f9c7ff9dc32da41a1c45640aaa0c90f1f98e2513f,conv-48,2,gain,1,5,5,1,0,k,
e387caf988d9cc5f36a9571798cedaa33a12d682f0dc121d225ab8097190bae9,conv-48,4,gain,2,4,6,2,0,k,
ee4ff51cd513870201c13bd8c2e4fdbce236cbb8940a2f1e905977ef9e0123dc,conv-48,2,gain,1,1,1,1,0,k,
81f5249c34eb53b18aed9573cc48c828c653e370a934c58f612353be50852abd,conv-48,2,gain,1,5,5,1,0,k,
fdcab47ecb86760f28eae7e3a2323f8230e64b6ca3614544ae38b5cc6c7f41b9,conv-48,3,gain,1,1,1,1,0,k,
01d798d4fedbb0e66f1a66e2e00960a0ce4041963ef35e1a216c4ddac828cdbf,conv-48,2,loss,1,1,1,0,1,,recency
991198876cb39c1f9089c3ac33413787dd4530de94e568b70fc19fbb1fb9a741,conv-48,2,loss,1,18,18,0,1,,recency
a305a7e66c167552f14c1004eedfff22c4f8ece634dbced49957161575e21e54,conv-48,1,gain,5,3,24,5,3,k,k
1de52f9598e4c63960c1b10a810972709e0ad4bbaa6f355955927bfee31389f3,conv-48,1,gain,2,2,51,2,1,coverage|k,k
bef7e8f867f531a1cfadafcf497d9c7b912c8fcb4d66f22d538832b408eadc9c,conv-48,4,gain,1,1,1,1,0,k,
369b7faf7ec147ed043654691af201b9c00ee1700aa7c9fbf07058c8308b4e81,conv-48,4,gain,1,10,10,1,0,k,
e426318d990ba82b4cc4d7fa2471c4bcb8f12543a670dd9ae7129940f15c351a,conv-48,4,gain,1,35,35,1,0,k,
ffd0f86b4d561676f2d3f48c9c4f1a8183e12798f9a2233b442eee6af9d78f4b,conv-48,4,gain,1,1,1,1,0,k,
444bf90f093d281a24f09a498966f0b17a5576a5349bc6c3da79b42f0d6ba896,conv-48,4,gain,1,8,8,1,0,k,
d23b69cbaab2f9c57f96fa5c0ae07f9632dfd0fa8394c148aca8973e40ea74d2,conv-48,4,gain,1,2,2,1,0,k,
2e758daf35d89b4666f5be628ad52565178e7e160d761a02b87b26459d6d7582,conv-48,4,gain,1,1,1,1,0,k,
5f9768c512f138e9620c9d22bce8b0c6c8a1b2fb6d12282495de336bfdb8a200,conv-48,4,gain,1,1,1,1,0,k,
be8021eec6baedd6c251907a76e139ee1aceceb16e1ba4829b553855f678f1c7,conv-48,4,gain,1,2,2,1,0,k,
5e1d79ee4cc7cef8cb3054ffd3625b7f15840e9b617edc76434184c83023851a,conv-48,4,gain,1,1,1,1,0,k,
c9009ed7592da2e425d382f7508c1da46a5a57f4c917b1d9249a6e36e47d6e2b,conv-48,4,gain,1,13,13,1,0,k,
6977354b53a0b63d2b1e70688d5a58353fec0ddfe21b2128007329665a948b7e,conv-48,4,gain,1,5,5,1,0,k,
5d11c4a7209f5fe3d5a0c4c4c276de54b9c57e03177e6034b665bd9be60f6c84,conv-48,4,gain,1,9,9,1,0,k,
05151a6cc99a7fded37a52d3f27a60598e1b5d82314e4bf689a888be861881c8,conv-48,4,gain,1,2,2,1,0,k,
66477bbce4137a1edb70a86f120e7b596e397ebd4fd7256b736715b52414647f,conv-48,4,gain,1,3,3,1,0,k,
b1604fd0d51110db439aafde1d74427226069915482cd8ad7145282204060074,conv-48,4,gain,1,4,4,1,0,k,
0d3665ec4677356c1576e9abc36a27f304c7e707fba2b2cdb1e849eeef498619,conv-48,4,gain,1,2,2,1,0,k,
0a7f66d5a886b4d7083c9abe3cddea861e6610b9c2668ee90fa365f812f3419c,conv-48,4,gain,1,1,1,1,0,k,
148a399ae3dace2b24b107b566fd2454016702611b80e861bc930d12cfb455b8,conv-48,4,gain,1,1,1,1,0,k,
924c991c3884648ad2ef762aa405229a238316b1fca2513eee10b0ed2d8bae44,conv-48,4,gain,1,2,2,1,0,k,
03bcda7eb1b8a87f2145fd0e9ae07634d6b837b34312431136e094625f14bd77,conv-48,4,gain,1,1,1,1,0,k,
e83935d3f9c97f0c027f65cadb65248adbd7bcf82e3fc548a5bcc72d79adcd32,conv-48,4,gain,1,2,2,1,0,k,
665180dd8d7ac6fed8fd2123869d52b21a0d7bb61614d748feed673cad755020,conv-48,4,gain,1,1,1,1,0,k,
c6dd15b55a214128281ec84c47b8c6e4f178bb1c1341b4ea0d0bb423f0da9e6a,conv-48,4,loss,1,2,2,0,1,,recency
5f1366f26decdae300b4a378f434b4a678863f5229c85e6038103207ec996629,conv-48,4,loss,1,1,1,0,1,,recency
13f95e5436e58e7115280159897678df5bf8fdc940cc8b3624c2a620e52e2427,conv-48,4,loss,1,1,1,0,1,,recency
2ca43863fdd8664ef8d6c37f4bebefd396e739a64554e6f5480902ca05cdbd21,conv-48,4,loss,1,9,9,0,1,,recency
46cacc0f5e299e5728c5fbcf16ae8227e5c998bf8c7c036eb4c7d5020cbe81c8,conv-48,4,loss,1,1,1,0,1,,recency
a51bfa9688aa5c407f78148344041cfd1cf9bfd9f6f9d3f693248aa1e2c95c5e,conv-48,4,loss,1,1,1,0,1,,recency
5c4c93d7cc99aa55cfdcffd32f4a0a6b414d2648faf7bbcb7fb0243e3b9110d7,conv-48,5,gain,1,72,72,1,0,k,
49d3385cc5e2adff17649974783b0fbe3456978d5fa88b21b4e0e58c4a4249db,conv-48,5,gain,1,9,9,1,0,k,
6b0e7ce17934741fc4d59361e409528a48c13abd964a49db958f230b61cca047,conv-48,5,gain,1,64,64,1,0,k,
0c3ea400b92139c937dfbc5de480f4fc89183a8f01c39c64ef43fa5b68437bae,conv-48,5,gain,1,41,41,1,0,k,
284f2f61c6ab4a475bdec440775c2c36a934777662dddd38f5fb4d0dd5f76eeb,conv-48,5,gain,1,2,2,1,0,k,
2112becfc5ec1705caf78e17640a03dc3bd6cf65179b4c682cd21f5f93d69afb,conv-48,5,gain,1,1,1,1,0,k,
25b36410abb9d0c7568c64e3492862468e366fad7da1a101fe3fed978dc59b58,conv-48,5,gain,1,2,2,1,0,k,
7a1c2c3bf34ef36c2e54a6fc1a851a63e542fd29a84f23c875cf68a7236ccc1e,conv-48,5,gain,1,1,1,1,0,k,
fb9222a2b3256f00c673c27900930e1b423ebbbf4bbec88088d8ddd93244eeb2,conv-48,5,gain,1,2,2,1,0,k,
435775422a4437ac19ad07e5bead1dea816b52dc36a890c9dd1da4d60f2c266b,conv-48,5,gain,1,1,1,1,0,k,
c244b3cbaf33f1db1a3a8ab01a18abd9c55073309887d689936f1ee10eb59336,conv-48,5,gain,1,57,57,1,0,k,
55d37def282ec957fb2985876aa4757c6d05e7ab8d3716927389bab505036581,conv-48,5,gain,1,1,1,1,0,k,
9c2211bfe4a3ec843770c61d3b68d866db6ccc02e8effec6d386f421b94cc7fa,conv-48,5,gain,1,8,8,1,0,k,
a4978e92f4f77283dbd4bd460c89bbc5ed2545d5e6dd0c619f0bbf9cab10813f,conv-48,5,loss,1,1,1,0,1,,recency
7ad881106513a3445ffcae63d5c236c0119fad38093ab2fd8445e5682bb0b879,conv-48,5,loss,1,1,1,0,1,,recency
32ac06a0b932b227e4420cd542a6a81667a7d235367acdf4232353f9c18a0e4c,conv-48,5,loss,1,2,2,0,1,,recency
