corpus_id,turn_number,normalized_position,quartile,k_count,overlap_count,k_only_count,n_count,overlap_fraction_exact,overlap_fraction
study_010_arm_s,296,295/999,2,37,1,36,10,1/37,0.02702702702702703
study_010_arm_s,297,8/27,2,11,0,11,10,0/1,0.0
study_010_arm_s,298,11/37,2,18,0,18,10,0/1,0.0
study_010_arm_s,299,298/999,2,6,0,6,10,0/1,0.0
study_010_arm_s,300,299/999,2,23,0,23,10,0/1,0.0
study_010_arm_s,301,100/333,2,39,1,38,10,1/39,0.02564102564102564
study_010_arm_s,302,301/999,2,20,0,20,10,0/1,0.0
study_010_arm_s,303,302/999,2,23,0,23,10,0/1,0.0
study_010_arm_s,304,101/333,2,39,1,38,10,1/39,0.02564102564102564
study_010_arm_s,305,304/999,2,13,0,13,10,0/1,0.0
study_010_arm_s,306,305/999,2,21,0,21,10,0/1,0.0
study_010_arm_s,307,34/111,2,7,0,7,10,0/1,0.0
study_010_arm_s,308,307/999,2,25,0,25,10,0/1,0.0
study_010_arm_s,309,308/999,2,42,1,41,10,1/42,0.023809523809523808
study_010_arm_s,310,103/333,2,23,0,23,10,0/1,0.0
study_010_arm_s,311,310/999,2,25,0,25,10,0/1,0.0
study_010_arm_s,312,311/999,2,41,1,40,10,1/41,0.024390243902439025
study_010_arm_s,313,104/333,2,15,0,15,10,0/1,0.0
study_010_arm_s,314,313/999,2,24,0,24,10,0/1,0.0
study_010_arm_s,315,314/999,2,8,0,8,10,0/1,0.0
study_010_arm_s,316,35/111,2,27,0,27,10,0/1,0.0
study_010_arm_s,317,316/999,2,45,1,44,10,1/45,0.022222222222222223
study_010_arm_s,318,317/999,2,26,0,26,10,0/1,0.0
study_010_arm_s,319,106/333,2,27,0,27,10,0/1,0.0
study_010_arm_s,320,319/999,2,43,1,42,10,1/43,0.023255813953488372
study_010_arm_s,321,320/999,2,17,0,17,10,0/1,0.0
study_010_arm_s,322,107/333,2,27,0,27,10,0/1,0.0
study_010_arm_s,323,322/999,2,5,0,5,10,0/1,0.0
study_010_arm_s,324,323/999,2,29,0,29,10,0/1,0.0
study_010_arm_s,325,12/37,2,48,1,47,10,1/48,0.020833333333333332
study_010_arm_s,326,325/999,2,29,0,29,10,0/1,0.0
study_010_arm_s,327,326/999,2,29,0,29,10,0/1,0.0
study_010_arm_s,328,109/333,2,45,1,44,10,1/45,0.022222222222222223
study_010_arm_s,329,328/999,2,19,0,19,10,0/1,0.0
study_010_arm_s,330,329/999,2,2,1,1,10,1/2,0.5
study_010_arm_s,331,110/333,2,10,0,10,10,0/1,0.0
study_010_arm_s,332,331/999,2,0,0,0,10,,
study_010_arm_s,333,332/999,2,0,0,0,10,,
study_010_arm_s,334,1/3,2,40,1,39,10,1/40,0.025
study_010_arm_s,335,334/999,2,11,0,11,10,0/1,0.0
study_010_arm_s,336,335/999,2,11,1,10,10,1/11,0.09090909090909091
study_010_arm_s,337,112/333,2,27,1,26,10,1/27,0.037037037037037035
study_010_arm_s,338,337/999,2,2,0,2,10,0/1,0.0
study_010_arm_s,339,338/999,2,13,0,13,10,0/1,0.0
study_010_arm_s,340,113/333,2,2,0,2,10,0/1,0.0
study_010_arm_s,341,340/999,2,1,0,1,10,0/1,0.0
study_010_arm_s,342,341/999,2,42,1,41,10,1/42,0.023809523809523808
study_010_arm_s,343,38/111,2,13,0,13,10,0/1,0.0
study_010_arm_s,344,343/999,2,13,1,12,10,1/13,0.07692307692307693
study_010_arm_s,345,344/999,2,28,1,27,10,1/28,0.03571428571428571
study_010_arm_s,346,115/333,2,5,0,5,10,0/1,0.0
study_010_arm_s,347,346/999,2,16,0,16,10,0/1,0.0
study_010_arm_s,348,347/999,2,4,0,4,10,0/1,0.0
study_010_arm_s,349,116/333,2,2,0,2,10,0/1,0.0
study_010_arm_s,350,349/999,2,44,1,43,10,1/44,0.022727272727272728
study_010_arm_s,351,350/999,2,15,0,15,10,0/1,0.0
study_010_arm_s,352,13/37,2,15,1,14,10,1/15,0.06666666666666667
study_010_arm_s,353,352/999,2,29,1,28,10,1/29,0.034482758620689655
study_010_arm_s,354,353/999,2,8,0,8,10,0/1,0.0
study_010_arm_s,355,118/333,2,19,0,19,10,0/1,0.0
study_010_arm_s,356,355/999,2,6,0,6,10,0/1,0.0
study_010_arm_s,357,356/999,2,3,0,3,10,0/1,0.0
study_010_arm_s,358,119/333,2,46,1,45,10,1/46,0.021739130434782608
study_010_arm_s,359,358/999,2,17,0,17,10,0/1,0.0
study_010_arm_s,360,359/999,2,17,1,16,10,1/17,0.058823529411764705
study_010_arm_s,361,40/111,2,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,362,361/999,2,11,0,11,10,0/1,0.0
study_010_arm_s,363,362/999,2,22,0,22,10,0/1,0.0
study_010_arm_s,364,121/333,2,8,0,8,10,0/1,0.0
study_010_arm_s,365,364/999,2,4,0,4,10,0/1,0.0
study_010_arm_s,366,365/999,2,48,1,47,10,1/48,0.020833333333333332
study_010_arm_s,367,122/333,2,19,0,19,10,0/1,0.0
study_010_arm_s,368,367/999,2,19,1,18,10,1/19,0.05263157894736842
study_010_arm_s,369,368/999,2,5,0,5,10,0/1,0.0
study_010_arm_s,370,41/111,2,14,0,14,10,0/1,0.0
study_010_arm_s,371,10/27,2,24,0,24,10,0/1,0.0
study_010_arm_s,372,371/999,2,10,0,10,10,0/1,0.0
study_010_arm_s,373,124/333,2,5,0,5,10,0/1,0.0
study_010_arm_s,374,373/999,2,50,1,49,10,1/50,0.02
study_010_arm_s,375,374/999,2,21,0,21,10,0/1,0.0
study_010_arm_s,376,125/333,2,22,1,21,10,1/22,0.045454545454545456
study_010_arm_s,377,376/999,2,31,1,30,10,1/31,0.03225806451612903
study_010_arm_s,378,377/999,2,17,0,17,10,0/1,0.0
study_010_arm_s,379,14/37,2,27,0,27,10,0/1,0.0
study_010_arm_s,380,379/999,2,12,0,12,10,0/1,0.0
study_010_arm_s,381,380/999,2,6,0,6,10,0/1,0.0
study_010_arm_s,382,127/333,2,52,1,51,10,1/52,0.019230769230769232
study_010_arm_s,383,382/999,2,23,0,23,10,0/1,0.0
study_010_arm_s,384,383/999,2,24,1,23,10,1/24,0.041666666666666664
study_010_arm_s,385,128/333,2,32,1,31,10,1/32,0.03125
study_010_arm_s,386,385/999,2,20,0,20,10,0/1,0.0
study_010_arm_s,387,386/999,2,30,0,30,10,0/1,0.0
study_010_arm_s,388,43/111,2,14,0,14,10,0/1,0.0
study_010_arm_s,389,388/999,2,7,0,7,10,0/1,0.0
study_010_arm_s,390,389/999,2,54,1,53,10,1/54,0.018518518518518517
study_010_arm_s,391,130/333,2,25,0,25,10,0/1,0.0
study_010_arm_s,392,391/999,2,26,1,25,10,1/26,0.038461538461538464
study_010_arm_s,393,392/999,2,33,1,32,10,1/33,0.030303030303030304
study_010_arm_s,394,131/333,2,23,0,23,10,0/1,0.0
study_010_arm_s,395,394/999,2,33,0,33,10,0/1,0.0
study_010_arm_s,396,395/999,2,16,0,16,10,0/1,0.0
study_010_arm_s,397,44/111,2,8,0,8,10,0/1,0.0
study_010_arm_s,398,397/999,2,56,1,55,10,1/56,0.017857142857142856
study_010_arm_s,399,398/999,2,27,0,27,10,0/1,0.0
study_010_arm_s,400,133/333,2,28,1,27,10,1/28,0.03571428571428571
study_010_arm_s,401,400/999,2,34,1,33,10,1/34,0.029411764705882353
study_010_arm_s,402,401/999,2,26,0,26,10,0/1,0.0
study_010_arm_s,403,134/333,2,36,0,36,10,0/1,0.0
study_010_arm_s,404,403/999,2,5,0,5,10,0/1,0.0
study_010_arm_s,405,404/999,2,9,0,9,10,0/1,0.0
study_010_arm_s,406,15/37,2,58,1,57,10,1/58,0.017241379310344827
study_010_arm_s,407,406/999,2,29,0,29,10,0/1,0.0
study_010_arm_s,408,11/27,2,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,409,136/333,2,35,1,34,10,1/35,0.02857142857142857
study_010_arm_s,410,409/999,2,29,0,29,10,0/1,0.0
study_010_arm_s,411,410/999,2,40,0,40,10,0/1,0.0
study_010_arm_s,412,137/333,2,1,1,0,10,1/1,1.0
study_010_arm_s,413,412/999,2,0,0,0,10,,
study_010_arm_s,414,413/999,2,0,0,0,10,,
study_010_arm_s,415,46/111,2,0,0,0,10,,
study_010_arm_s,416,415/999,2,41,1,40,10,1/41,0.024390243902439025
study_010_arm_s,417,416/999,2,11,0,11,10,0/1,0.0
study_010_arm_s,418,139/333,2,31,1,30,10,1/31,0.03225806451612903
study_010_arm_s,419,418/999,2,21,0,21,10,0/1,0.0
study_010_arm_s,420,419/999,2,5,1,4,10,1/5,0.2
study_010_arm_s,421,140/333,2,5,0,5,10,0/1,0.0
study_010_arm_s,422,421/999,2,2,0,2,10,0/1,0.0
study_010_arm_s,423,422/999,2,4,0,4,10,0/1,0.0
study_010_arm_s,424,47/111,2,44,1,43,10,1/44,0.022727272727272728
study_010_arm_s,425,424/999,2,14,0,14,10,0/1,0.0
study_010_arm_s,426,425/999,2,34,1,33,10,1/34,0.029411764705882353
study_010_arm_s,427,142/333,2,25,0,25,10,0/1,0.0
study_010_arm_s,428,427/999,2,11,1,10,10,1/11,0.09090909090909091
study_010_arm_s,429,428/999,2,10,0,10,10,0/1,0.0
study_010_arm_s,430,143/333,2,4,0,4,10,0/1,0.0
study_010_arm_s,431,430/999,2,8,0,8,10,0/1,0.0
study_010_arm_s,432,431/999,2,47,1,46,10,1/47,0.02127659574468085
study_010_arm_s,433,16/37,2,17,0,17,10,0/1,0.0
study_010_arm_s,434,433/999,2,37,1,36,10,1/37,0.02702702702702703
study_010_arm_s,435,434/999,2,29,0,29,10,0/1,0.0
study_010_arm_s,436,145/333,2,17,1,16,10,1/17,0.058823529411764705
study_010_arm_s,437,436/999,2,15,0,15,10,0/1,0.0
study_010_arm_s,438,437/999,2,6,0,6,10,0/1,0.0
study_010_arm_s,439,146/333,2,12,0,12,10,0/1,0.0
study_010_arm_s,440,439/999,2,50,1,49,10,1/50,0.02
study_010_arm_s,441,440/999,2,20,0,20,10,0/1,0.0
study_010_arm_s,442,49/111,2,40,1,39,10,1/40,0.025
study_010_arm_s,443,442/999,2,33,0,33,10,0/1,0.0
study_010_arm_s,444,443/999,2,23,1,22,10,1/23,0.043478260869565216
study_010_arm_s,445,4/9,2,20,0,20,10,0/1,0.0
study_010_arm_s,446,445/999,2,8,0,8,10,0/1,0.0
study_010_arm_s,447,446/999,2,16,0,16,10,0/1,0.0
study_010_arm_s,448,149/333,2,53,1,52,10,1/53,0.018867924528301886
study_010_arm_s,449,448/999,2,23,0,23,10,0/1,0.0
study_010_arm_s,450,449/999,2,43,1,42,10,1/43,0.023255813953488372
study_010_arm_s,451,50/111,2,6,0,6,10,0/1,0.0
study_010_arm_s,452,451/999,2,28,0,28,10,0/1,0.0
study_010_arm_s,453,452/999,2,24,0,24,10,0/1,0.0
study_010_arm_s,454,151/333,2,10,0,10,10,0/1,0.0
study_010_arm_s,455,454/999,2,19,0,19,10,0/1,0.0
study_010_arm_s,456,455/999,2,55,1,54,10,1/55,0.01818181818181818
study_010_arm_s,457,152/333,2,25,0,25,10,0/1,0.0
study_010_arm_s,458,457/999,2,45,1,44,10,1/45,0.022222222222222223
study_010_arm_s,459,458/999,2,40,0,40,10,0/1,0.0
study_010_arm_s,460,17/37,2,34,1,33,10,1/34,0.029411764705882353
study_010_arm_s,461,460/999,2,29,0,29,10,0/1,0.0
study_010_arm_s,462,461/999,2,12,0,12,10,0/1,0.0
study_010_arm_s,463,154/333,2,23,0,23,10,0/1,0.0
study_010_arm_s,464,463/999,2,58,1,57,10,1/58,0.017241379310344827
study_010_arm_s,465,464/999,2,28,0,28,10,0/1,0.0
study_010_arm_s,466,155/333,2,48,1,47,10,1/48,0.020833333333333332
study_010_arm_s,467,466/999,2,44,0,44,10,0/1,0.0
study_010_arm_s,468,467/999,2,40,1,39,10,1/40,0.025
study_010_arm_s,469,52/111,2,34,0,34,10,0/1,0.0
study_010_arm_s,470,469/999,2,14,0,14,10,0/1,0.0
study_010_arm_s,471,470/999,2,27,0,27,10,0/1,0.0
study_010_arm_s,472,157/333,2,61,1,60,10,1/61,0.01639344262295082
study_010_arm_s,473,472/999,2,31,0,31,10,0/1,0.0
study_010_arm_s,474,473/999,2,51,1,50,10,1/51,0.0196078431372549
study_010_arm_s,475,158/333,2,48,0,48,10,0/1,0.0
study_010_arm_s,476,475/999,2,46,1,45,10,1/46,0.021739130434782608
study_010_arm_s,477,476/999,2,39,0,39,10,0/1,0.0
study_010_arm_s,478,53/111,2,16,0,16,10,0/1,0.0
study_010_arm_s,479,478/999,2,31,0,31,10,0/1,0.0
study_010_arm_s,480,479/999,2,64,1,63,10,1/64,0.015625
study_010_arm_s,481,160/333,2,34,0,34,10,0/1,0.0
study_010_arm_s,482,13/27,2,54,1,53,10,1/54,0.018518518518518517
study_010_arm_s,483,482/999,2,52,0,52,10,0/1,0.0
study_010_arm_s,484,161/333,2,52,1,51,10,1/52,0.019230769230769232
study_010_arm_s,485,484/999,2,44,0,44,10,0/1,0.0
study_010_arm_s,486,485/999,2,7,0,7,10,0/1,0.0
study_010_arm_s,487,18/37,2,35,0,35,10,0/1,0.0
study_010_arm_s,488,487/999,2,67,1,66,10,1/67,0.014925373134328358
study_010_arm_s,489,488/999,2,37,0,37,10,0/1,0.0
study_010_arm_s,490,163/333,2,57,1,56,10,1/57,0.017543859649122806
study_010_arm_s,491,490/999,2,56,0,56,10,0/1,0.0
study_010_arm_s,492,491/999,2,58,1,57,10,1/58,0.017241379310344827
study_010_arm_s,493,164/333,2,2,0,2,10,0/1,0.0
study_010_arm_s,494,493/999,2,0,0,0,10,,
study_010_arm_s,495,494/999,2,0,0,0,10,,
study_010_arm_s,496,55/111,2,0,0,0,10,,
study_010_arm_s,497,496/999,2,50,1,49,10,1/50,0.02
study_010_arm_s,498,497/999,2,1,1,0,10,1/1,1.0
study_010_arm_s,499,166/333,2,0,0,0,10,,
study_010_arm_s,500,499/999,2,7,1,6,10,1/7,0.14285714285714285
study_010_arm_s,501,500/999,3,3,0,3,10,0/1,0.0
study_010_arm_s,502,167/333,3,1,0,1,10,0/1,0.0
study_010_arm_s,503,502/999,3,19,0,19,10,0/1,0.0
study_010_arm_s,504,503/999,3,1,0,1,10,0/1,0.0
study_010_arm_s,505,56/111,3,4,0,4,10,0/1,0.0
study_010_arm_s,506,505/999,3,4,0,4,10,0/1,0.0
study_010_arm_s,507,506/999,3,1,0,1,10,0/1,0.0
study_010_arm_s,508,169/333,3,52,1,51,10,1/52,0.019230769230769232
study_010_arm_s,509,508/999,3,3,1,2,10,1/3,0.3333333333333333
study_010_arm_s,510,509/999,3,1,0,1,10,0/1,0.0
study_010_arm_s,511,170/333,3,21,0,21,10,0/1,0.0
study_010_arm_s,512,511/999,3,3,0,3,10,0/1,0.0
study_010_arm_s,513,512/999,3,7,0,7,10,0/1,0.0
study_010_arm_s,514,19/37,3,8,0,8,10,0/1,0.0
study_010_arm_s,515,514/999,3,2,0,2,10,0/1,0.0
study_010_arm_s,516,515/999,3,54,1,53,10,1/54,0.018518518518518517
study_010_arm_s,517,172/333,3,5,1,4,10,1/5,0.2
study_010_arm_s,518,517/999,3,2,0,2,10,0/1,0.0
study_010_arm_s,519,14/27,3,23,0,23,10,0/1,0.0
study_010_arm_s,520,173/333,3,5,0,5,10,0/1,0.0
study_010_arm_s,521,520/999,3,10,0,10,10,0/1,0.0
study_010_arm_s,522,521/999,3,12,0,12,10,0/1,0.0
study_010_arm_s,523,58/111,3,3,0,3,10,0/1,0.0
study_010_arm_s,524,523/999,3,56,1,55,10,1/56,0.017857142857142856
study_010_arm_s,525,524/999,3,7,1,6,10,1/7,0.14285714285714285
study_010_arm_s,526,175/333,3,3,0,3,10,0/1,0.0
study_010_arm_s,527,526/999,3,25,0,25,10,0/1,0.0
study_010_arm_s,528,527/999,3,7,0,7,10,0/1,0.0
study_010_arm_s,529,176/333,3,13,0,13,10,0/1,0.0
study_010_arm_s,530,529/999,3,16,0,16,10,0/1,0.0
study_010_arm_s,531,530/999,3,4,0,4,10,0/1,0.0
study_010_arm_s,532,59/111,3,58,1,57,10,1/58,0.017241379310344827
study_010_arm_s,533,532/999,3,9,1,8,10,1/9,0.1111111111111111
study_010_arm_s,534,533/999,3,4,0,4,10,0/1,0.0
study_010_arm_s,535,178/333,3,8,0,8,10,0/1,0.0
study_010_arm_s,536,535/999,3,9,0,9,10,0/1,0.0
study_010_arm_s,537,536/999,3,16,0,16,10,0/1,0.0
study_010_arm_s,538,179/333,3,20,0,20,10,0/1,0.0
study_010_arm_s,539,538/999,3,5,0,5,10,0/1,0.0
study_010_arm_s,540,539/999,3,60,1,59,10,1/60,0.016666666666666666
study_010_arm_s,541,20/37,3,11,1,10,10,1/11,0.09090909090909091
study_010_arm_s,542,541/999,3,5,0,5,10,0/1,0.0
study_010_arm_s,543,542/999,3,28,0,28,10,0/1,0.0
study_010_arm_s,544,181/333,3,11,0,11,10,0/1,0.0
study_010_arm_s,545,544/999,3,19,0,19,10,0/1,0.0
study_010_arm_s,546,545/999,3,24,0,24,10,0/1,0.0
study_010_arm_s,547,182/333,3,6,0,6,10,0/1,0.0
study_010_arm_s,548,547/999,3,62,1,61,10,1/62,0.016129032258064516
study_010_arm_s,549,548/999,3,13,1,12,10,1/13,0.07692307692307693
study_010_arm_s,550,61/111,3,6,0,6,10,0/1,0.0
study_010_arm_s,551,550/999,3,30,0,30,10,0/1,0.0
study_010_arm_s,552,551/999,3,13,0,13,10,0/1,0.0
study_010_arm_s,553,184/333,3,22,0,22,10,0/1,0.0
study_010_arm_s,554,553/999,3,28,0,28,10,0/1,0.0
study_010_arm_s,555,554/999,3,7,0,7,10,0/1,0.0
study_010_arm_s,556,5/9,3,64,1,63,10,1/64,0.015625
study_010_arm_s,557,556/999,3,15,1,14,10,1/15,0.06666666666666667
study_010_arm_s,558,557/999,3,7,0,7,10,0/1,0.0
study_010_arm_s,559,62/111,3,32,0,32,10,0/1,0.0
study_010_arm_s,560,559/999,3,15,0,15,10,0/1,0.0
study_010_arm_s,561,560/999,3,25,0,25,10,0/1,0.0
study_010_arm_s,562,187/333,3,32,0,32,10,0/1,0.0
study_010_arm_s,563,562/999,3,8,0,8,10,0/1,0.0
study_010_arm_s,564,563/999,3,66,1,65,10,1/66,0.015151515151515152
study_010_arm_s,565,188/333,3,17,1,16,10,1/17,0.058823529411764705
study_010_arm_s,566,565/999,3,8,0,8,10,0/1,0.0
study_010_arm_s,567,566/999,3,34,0,34,10,0/1,0.0
study_010_arm_s,568,21/37,3,17,0,17,10,0/1,0.0
study_010_arm_s,569,568/999,3,28,0,28,10,0/1,0.0
study_010_arm_s,570,569/999,3,18,0,18,10,0/1,0.0
study_010_arm_s,571,190/333,3,9,0,9,10,0/1,0.0
study_010_arm_s,572,571/999,3,68,1,67,10,1/68,0.014705882352941176
study_010_arm_s,573,572/999,3,19,1,18,10,1/19,0.05263157894736842
study_010_arm_s,574,191/333,3,9,0,9,10,0/1,0.0
study_010_arm_s,575,574/999,3,36,0,36,10,0/1,0.0
study_010_arm_s,576,575/999,3,19,0,19,10,0/1,0.0
study_010_arm_s,577,64/111,3,0,0,0,10,,
study_010_arm_s,578,577/999,3,0,0,0,10,,
study_010_arm_s,579,578/999,3,1,1,0,10,1/1,1.0
study_010_arm_s,580,193/333,3,0,0,0,10,,
study_010_arm_s,581,580/999,3,51,1,50,10,1/51,0.0196078431372549
study_010_arm_s,582,581/999,3,2,1,1,10,1/2,0.5
study_010_arm_s,583,194/333,3,22,0,22,10,0/1,0.0
study_010_arm_s,584,583/999,3,20,0,20,10,0/1,0.0
study_010_arm_s,585,584/999,3,4,1,3,10,1/4,0.25
study_010_arm_s,586,65/111,3,6,1,5,10,1/6,0.16666666666666666
study_010_arm_s,587,586/999,3,6,1,5,10,1/6,0.16666666666666666
study_010_arm_s,588,587/999,3,3,0,3,10,0/1,0.0
study_010_arm_s,589,196/333,3,56,1,55,10,1/56,0.017857142857142856
study_010_arm_s,590,589/999,3,6,1,5,10,1/6,0.16666666666666666
study_010_arm_s,591,590/999,3,26,0,26,10,0/1,0.0
study_010_arm_s,592,197/333,3,23,0,23,10,0/1,0.0
study_010_arm_s,593,16/27,3,9,1,8,10,1/9,0.1111111111111111
study_010_arm_s,594,593/999,3,12,1,11,10,1/12,0.08333333333333333
study_010_arm_s,595,22/37,3,11,1,10,10,1/11,0.09090909090909091
study_010_arm_s,596,595/999,3,6,0,6,10,0/1,0.0
study_010_arm_s,597,596/999,3,61,1,60,10,1/61,0.01639344262295082
study_010_arm_s,598,199/333,3,10,1,9,10,1/10,0.1
study_010_arm_s,599,598/999,3,30,0,30,10,0/1,0.0
study_010_arm_s,600,599/999,3,26,0,26,10,0/1,0.0
study_010_arm_s,601,200/333,3,14,1,13,10,1/14,0.07142857142857142
study_010_arm_s,602,601/999,3,18,1,17,10,1/18,0.05555555555555555
study_010_arm_s,603,602/999,3,16,1,15,10,1/16,0.0625
study_010_arm_s,604,67/111,3,9,0,9,10,0/1,0.0
study_010_arm_s,605,604/999,3,66,1,65,10,1/66,0.015151515151515152
study_010_arm_s,606,605/999,3,14,1,13,10,1/14,0.07142857142857142
study_010_arm_s,607,202/333,3,34,0,34,10,0/1,0.0
study_010_arm_s,608,607/999,3,29,0,29,10,0/1,0.0
study_010_arm_s,609,608/999,3,19,1,18,10,1/19,0.05263157894736842
study_010_arm_s,610,203/333,3,24,1,23,10,1/24,0.041666666666666664
study_010_arm_s,611,610/999,3,21,1,20,10,1/21,0.047619047619047616
study_010_arm_s,612,611/999,3,12,0,12,10,0/1,0.0
study_010_arm_s,613,68/111,3,71,1,70,10,1/71,0.014084507042253521
study_010_arm_s,614,613/999,3,18,1,17,10,1/18,0.05555555555555555
study_010_arm_s,615,614/999,3,38,0,38,10,0/1,0.0
study_010_arm_s,616,205/333,3,13,0,13,10,0/1,0.0
study_010_arm_s,617,616/999,3,24,1,23,10,1/24,0.041666666666666664
study_010_arm_s,618,617/999,3,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,619,206/333,3,25,1,24,10,1/25,0.04
study_010_arm_s,620,619/999,3,14,0,14,10,0/1,0.0
study_010_arm_s,621,620/999,3,76,1,75,10,1/76,0.013157894736842105
study_010_arm_s,622,23/37,3,22,1,21,10,1/22,0.045454545454545456
study_010_arm_s,623,622/999,3,41,0,41,10,0/1,0.0
study_010_arm_s,624,623/999,3,35,0,35,10,0/1,0.0
study_010_arm_s,625,208/333,3,29,1,28,10,1/29,0.034482758620689655
study_010_arm_s,626,625/999,3,36,1,35,10,1/36,0.027777777777777776
study_010_arm_s,627,626/999,3,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,628,209/333,3,17,0,17,10,0/1,0.0
study_010_arm_s,629,628/999,3,81,1,80,10,1/81,0.012345679012345678
study_010_arm_s,630,17/27,3,26,1,25,10,1/26,0.038461538461538464
study_010_arm_s,631,70/111,3,45,0,45,10,0/1,0.0
study_010_arm_s,632,631/999,3,38,0,38,10,0/1,0.0
study_010_arm_s,633,632/999,3,34,1,33,10,1/34,0.029411764705882353
study_010_arm_s,634,211/333,3,42,1,41,10,1/42,0.023809523809523808
study_010_arm_s,635,634/999,3,35,1,34,10,1/35,0.02857142857142857
study_010_arm_s,636,635/999,3,20,0,20,10,0/1,0.0
study_010_arm_s,637,212/333,3,86,1,85,10,1/86,0.011627906976744186
study_010_arm_s,638,637/999,3,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,639,638/999,3,49,0,49,10,0/1,0.0
study_010_arm_s,640,71/111,3,41,0,41,10,0/1,0.0
study_010_arm_s,641,640/999,3,39,1,38,10,1/39,0.02564102564102564
study_010_arm_s,642,641/999,3,48,1,47,10,1/48,0.020833333333333332
study_010_arm_s,643,214/333,3,40,1,39,10,1/40,0.025
study_010_arm_s,644,643/999,3,23,0,23,10,0/1,0.0
study_010_arm_s,645,644/999,3,91,1,90,10,1/91,0.01098901098901099
study_010_arm_s,646,215/333,3,34,1,33,10,1/34,0.029411764705882353
study_010_arm_s,647,646/999,3,53,0,53,10,0/1,0.0
study_010_arm_s,648,647/999,3,44,0,44,10,0/1,0.0
study_010_arm_s,649,24/37,3,44,1,43,10,1/44,0.022727272727272728
study_010_arm_s,650,649/999,3,54,1,53,10,1/54,0.018518518518518517
study_010_arm_s,651,650/999,3,7,0,7,10,0/1,0.0
study_010_arm_s,652,217/333,3,26,0,26,10,0/1,0.0
study_010_arm_s,653,652/999,3,96,1,95,10,1/96,0.010416666666666666
study_010_arm_s,654,653/999,3,38,1,37,10,1/38,0.02631578947368421
study_010_arm_s,655,218/333,3,57,0,57,10,0/1,0.0
study_010_arm_s,656,655/999,3,47,0,47,10,0/1,0.0
study_010_arm_s,657,656/999,3,49,1,48,10,1/49,0.02040816326530612
study_010_arm_s,658,73/111,3,59,1,58,10,1/59,0.01694915254237288
study_010_arm_s,659,658/999,3,2,0,2,10,0/1,0.0
study_010_arm_s,660,659/999,3,20,0,20,10,0/1,0.0
study_010_arm_s,661,220/333,3,0,0,0,10,,
study_010_arm_s,662,661/999,3,20,1,19,10,1/20,0.05
study_010_arm_s,663,662/999,3,80,1,79,10,1/80,0.0125
study_010_arm_s,664,221/333,3,2,1,1,10,1/2,0.5
study_010_arm_s,665,664/999,3,22,1,21,10,1/22,0.045454545454545456
study_010_arm_s,666,665/999,3,45,1,44,10,1/45,0.022222222222222223
study_010_arm_s,667,2/3,3,3,1,2,10,1/3,0.3333333333333333
study_010_arm_s,668,667/999,3,24,0,24,10,0/1,0.0
study_010_arm_s,669,668/999,3,1,0,1,10,0/1,0.0
study_010_arm_s,670,223/333,3,21,1,20,10,1/21,0.047619047619047616
study_010_arm_s,671,670/999,3,81,1,80,10,1/81,0.012345679012345678
study_010_arm_s,672,671/999,3,5,1,4,10,1/5,0.2
study_010_arm_s,673,224/333,3,24,1,23,10,1/24,0.041666666666666664
study_010_arm_s,674,673/999,3,47,1,46,10,1/47,0.02127659574468085
study_010_arm_s,675,674/999,3,7,1,6,10,1/7,0.14285714285714285
study_010_arm_s,676,25/37,3,28,0,28,10,0/1,0.0
study_010_arm_s,677,676/999,3,2,0,2,10,0/1,0.0
study_010_arm_s,678,677/999,3,22,1,21,10,1/22,0.045454545454545456
study_010_arm_s,679,226/333,3,82,1,81,10,1/82,0.012195121951219513
study_010_arm_s,680,679/999,3,8,1,7,10,1/8,0.125
study_010_arm_s,681,680/999,3,26,1,25,10,1/26,0.038461538461538464
study_010_arm_s,682,227/333,3,49,1,48,10,1/49,0.02040816326530612
study_010_arm_s,683,682/999,3,11,1,10,10,1/11,0.09090909090909091
study_010_arm_s,684,683/999,3,32,0,32,10,0/1,0.0
study_010_arm_s,685,76/111,3,3,0,3,10,0/1,0.0
study_010_arm_s,686,685/999,3,23,1,22,10,1/23,0.043478260869565216
study_010_arm_s,687,686/999,3,83,1,82,10,1/83,0.012048192771084338
study_010_arm_s,688,229/333,3,11,1,10,10,1/11,0.09090909090909091
study_010_arm_s,689,688/999,3,28,1,27,10,1/28,0.03571428571428571
study_010_arm_s,690,689/999,3,51,1,50,10,1/51,0.0196078431372549
study_010_arm_s,691,230/333,3,15,1,14,10,1/15,0.06666666666666667
study_010_arm_s,692,691/999,3,36,0,36,10,0/1,0.0
study_010_arm_s,693,692/999,3,4,0,4,10,0/1,0.0
study_010_arm_s,694,77/111,3,24,1,23,10,1/24,0.041666666666666664
study_010_arm_s,695,694/999,3,84,1,83,10,1/84,0.011904761904761904
study_010_arm_s,696,695/999,3,14,1,13,10,1/14,0.07142857142857142
study_010_arm_s,697,232/333,3,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,698,697/999,3,9,0,9,10,0/1,0.0
