0.00.084.672 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.134.732 W srv  llama_server: -----------------
0.00.134.737 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.134.737 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.134.738 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.134.738 W srv  llama_server: -----------------
0.00.142.362 I srv    load_model: loading model 'C:\Users\muzaf\.cache\huggingface\hub\models--unsloth--Qwen3.8-27B-GGUF\snapshots\f1bfb127c64f7072bdd2cad55f258b9c8b2910fe\Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.848.505 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.848.517 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.848.531 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.848.536 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.848.541 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.00.848.558 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.848.563 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.848.567 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.848.572 W model has unused tensor blk.64.ffn_gate.weight (size = 47349760 bytes) -- ignoring
0.00.848.577 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.848.582 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.848.588 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.848.594 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.848.599 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.848.614 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.06.335.429 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.06.339.651 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.06.339.666 I srv  llama_server: model loaded
0.06.339.668 I srv  llama_server: listening on http://127.0.0.1:8097
0.20.914.694 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
6.29.656.076 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.676 MiB)
6.29.810.731 I slot launch_slot_: id  0 | task 1409 | processing task, is_child = 0
6.33.144.267 I slot print_timing: id  0 | task 1409 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3686.20 tokens per second
6.33.736.455 I slot print_timing: id  0 | task 1409 | prompt processing, n_tokens =  14336, progress = 0.79, t =   3.93 s / 3651.83 tokens per second
6.34.345.556 I slot print_timing: id  0 | task 1409 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.53 s / 3612.94 tokens per second
6.34.751.048 I slot print_timing: id  0 | task 1409 | prompt processing, n_tokens =  17519, progress = 0.97, t =   4.94 s / 3546.15 tokens per second
6.34.876.045 I slot print_timing: id  0 | task 1409 | prompt processing, n_tokens =  18031, progress = 1.00, t =   5.07 s / 3559.72 tokens per second
6.34.993.083 I slot print_timing: id  0 | task 1409 | prompt eval time =    5159.86 ms / 18035 tokens (    0.29 ms per token,  3495.25 tokens per second)
6.34.993.089 I slot print_timing: id  0 | task 1409 |        eval time =      22.47 ms /     2 tokens (   11.23 ms per token,    89.02 tokens per second)
6.34.993.090 I slot print_timing: id  0 | task 1409 |       total time =    5182.33 ms / 18037 tokens
6.34.993.090 I slot print_timing: id  0 | task 1409 |    graphs reused =        697
6.34.993.279 I slot      release: id  0 | task 1409 | stop processing: n_tokens = 18036, truncated = 0
6.35.015.379 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
6.35.016.336 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1046.978 MiB)
6.35.184.361 I slot launch_slot_: id  0 | task 1422 | processing task, is_child = 0
6.38.512.537 I slot print_timing: id  0 | task 1422 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3692.14 tokens per second
6.39.112.377 I slot print_timing: id  0 | task 1422 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3649.71 tokens per second
6.39.721.265 I slot print_timing: id  0 | task 1422 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.54 s / 3611.29 tokens per second
6.40.113.163 I slot print_timing: id  0 | task 1422 | prompt processing, n_tokens =  17477, progress = 0.97, t =   4.93 s / 3545.91 tokens per second
6.40.235.859 I slot print_timing: id  0 | task 1422 | prompt processing, n_tokens =  17989, progress = 1.00, t =   5.05 s / 3561.14 tokens per second
6.40.362.097 I slot print_timing: id  0 | task 1422 | prompt eval time =    5139.11 ms / 17993 tokens (    0.29 ms per token,  3501.19 tokens per second)
6.40.362.103 I slot print_timing: id  0 | task 1422 |        eval time =      38.60 ms /     3 tokens (   12.87 ms per token,    77.72 tokens per second)
6.40.362.104 I slot print_timing: id  0 | task 1422 |       total time =    5177.71 ms / 17996 tokens
6.40.362.104 I slot print_timing: id  0 | task 1422 |    graphs reused =        698
6.40.362.282 I slot      release: id  0 | task 1422 | stop processing: n_tokens = 17995, truncated = 0
6.40.391.176 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
6.40.391.672 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1046.978 MiB)
6.40.547.062 I slot launch_slot_: id  0 | task 1436 | processing task, is_child = 0
6.43.877.410 I slot print_timing: id  0 | task 1436 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3689.73 tokens per second
6.44.472.111 I slot print_timing: id  0 | task 1436 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3652.46 tokens per second
6.45.079.928 I slot print_timing: id  0 | task 1436 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.53 s / 3614.51 tokens per second
6.45.477.848 I slot print_timing: id  0 | task 1436 | prompt processing, n_tokens =  17515, progress = 0.97, t =   4.93 s / 3552.19 tokens per second
6.45.604.855 I slot print_timing: id  0 | task 1436 | prompt processing, n_tokens =  18027, progress = 1.00, t =   5.06 s / 3564.22 tokens per second
6.46.143.406 I slot print_timing: id  0 | task 1436 | prompt eval time =    5146.67 ms / 18031 tokens (    0.29 ms per token,  3503.43 tokens per second)
6.46.143.411 I slot print_timing: id  0 | task 1436 |        eval time =     449.65 ms /    32 tokens (   14.05 ms per token,    71.17 tokens per second)
6.46.143.412 I slot print_timing: id  0 | task 1436 |       total time =    5596.32 ms / 18063 tokens
6.46.143.413 I slot print_timing: id  0 | task 1436 |    graphs reused =        728
6.46.143.598 I slot      release: id  0 | task 1436 | stop processing: n_tokens = 18062, truncated = 0
6.46.163.282 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
6.46.164.040 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1052.294 MiB)
6.46.327.157 I slot launch_slot_: id  0 | task 1479 | processing task, is_child = 0
6.49.653.724 I slot print_timing: id  0 | task 1479 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3693.92 tokens per second
6.50.251.949 I slot print_timing: id  0 | task 1479 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.92 s / 3652.70 tokens per second
6.50.861.320 I slot print_timing: id  0 | task 1479 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.53 s / 3613.47 tokens per second
6.51.267.231 I slot print_timing: id  0 | task 1479 | prompt processing, n_tokens =  17505, progress = 0.97, t =   4.94 s / 3543.49 tokens per second
6.51.392.877 I slot print_timing: id  0 | task 1479 | prompt processing, n_tokens =  18017, progress = 1.00, t =   5.07 s / 3556.67 tokens per second
6.51.516.782 I slot print_timing: id  0 | task 1479 | prompt eval time =    5151.02 ms / 18021 tokens (    0.29 ms per token,  3498.53 tokens per second)
6.51.516.789 I slot print_timing: id  0 | task 1479 |        eval time =      38.58 ms /     3 tokens (   12.86 ms per token,    77.76 tokens per second)
6.51.516.789 I slot print_timing: id  0 | task 1479 |       total time =    5189.61 ms / 18024 tokens
6.51.516.790 I slot print_timing: id  0 | task 1479 |    graphs reused =        729
6.51.516.967 I slot      release: id  0 | task 1479 | stop processing: n_tokens = 18023, truncated = 0
6.51.562.962 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
6.51.563.895 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1052.393 MiB)
6.51.719.617 I slot launch_slot_: id  0 | task 1493 | processing task, is_child = 0
6.55.048.933 I slot print_timing: id  0 | task 1493 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3690.87 tokens per second
6.55.657.530 I slot print_timing: id  0 | task 1493 | prompt processing, n_tokens =  14336, progress = 0.79, t =   3.94 s / 3640.53 tokens per second
6.56.248.919 I slot print_timing: id  0 | task 1493 | prompt processing, n_tokens =  16384, progress = 0.90, t =   4.53 s / 3617.35 tokens per second
6.56.673.884 I slot print_timing: id  0 | task 1493 | prompt processing, n_tokens =  17644, progress = 0.97, t =   4.95 s / 3561.39 tokens per second
6.56.814.356 I slot print_timing: id  0 | task 1493 | prompt processing, n_tokens =  18156, progress = 1.00, t =   5.09 s / 3563.69 tokens per second
6.56.986.172 I slot print_timing: id  0 | task 1493 | prompt eval time =    5184.81 ms / 18160 tokens (    0.29 ms per token,  3502.54 tokens per second)
6.56.986.179 I slot print_timing: id  0 | task 1493 |        eval time =      81.72 ms /     6 tokens (   13.62 ms per token,    73.42 tokens per second)
6.56.986.180 I slot print_timing: id  0 | task 1493 |       total time =    5266.53 ms / 18166 tokens
6.56.986.180 I slot print_timing: id  0 | task 1493 |    graphs reused =        733
6.56.986.366 I slot      release: id  0 | task 1493 | stop processing: n_tokens = 18165, truncated = 0
6.57.015.551 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
6.57.016.044 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1036.912 MiB)
6.57.183.204 I slot launch_slot_: id  0 | task 1510 | processing task, is_child = 0
7.00.525.331 I slot print_timing: id  0 | task 1510 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3676.73 tokens per second
7.01.112.910 I slot print_timing: id  0 | task 1510 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3648.14 tokens per second
7.01.735.989 I slot print_timing: id  0 | task 1510 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.55 s / 3598.70 tokens per second
7.02.113.470 I slot print_timing: id  0 | task 1510 | prompt processing, n_tokens =  17472, progress = 0.97, t =   4.93 s / 3543.84 tokens per second
7.02.235.889 I slot print_timing: id  0 | task 1510 | prompt processing, n_tokens =  17984, progress = 1.00, t =   5.05 s / 3559.31 tokens per second
7.02.363.174 I slot print_timing: id  0 | task 1510 | prompt eval time =    5141.38 ms / 17988 tokens (    0.29 ms per token,  3498.67 tokens per second)
7.02.363.179 I slot print_timing: id  0 | task 1510 |        eval time =      38.56 ms /     3 tokens (   12.85 ms per token,    77.79 tokens per second)
7.02.363.180 I slot print_timing: id  0 | task 1510 |       total time =    5179.95 ms / 17991 tokens
7.02.363.180 I slot print_timing: id  0 | task 1510 |    graphs reused =        734
7.02.363.356 I slot      release: id  0 | task 1510 | stop processing: n_tokens = 17990, truncated = 0
7.02.407.039 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.02.407.964 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.144 MiB)
7.02.563.613 I slot launch_slot_: id  0 | task 1524 | processing task, is_child = 0
7.05.907.476 I slot print_timing: id  0 | task 1524 | prompt processing, n_tokens =  12288, progress = 0.66, t =   3.34 s / 3674.82 tokens per second
7.06.500.271 I slot print_timing: id  0 | task 1524 | prompt processing, n_tokens =  14336, progress = 0.77, t =   3.94 s / 3641.69 tokens per second
7.07.111.360 I slot print_timing: id  0 | task 1524 | prompt processing, n_tokens =  16384, progress = 0.88, t =   4.55 s / 3602.69 tokens per second
7.07.688.912 I slot print_timing: id  0 | task 1524 | prompt processing, n_tokens =  18191, progress = 0.97, t =   5.13 s / 3549.27 tokens per second
7.07.830.588 I slot print_timing: id  0 | task 1524 | prompt processing, n_tokens =  18703, progress = 1.00, t =   5.27 s / 3551.01 tokens per second
7.07.945.070 I slot print_timing: id  0 | task 1524 | prompt eval time =    5359.23 ms / 18707 tokens (    0.29 ms per token,  3490.61 tokens per second)
7.07.945.077 I slot print_timing: id  0 | task 1524 |        eval time =      22.20 ms /     2 tokens (   11.10 ms per token,    90.10 tokens per second)
7.07.945.077 I slot print_timing: id  0 | task 1524 |       total time =    5381.43 ms / 18709 tokens
7.07.945.078 I slot print_timing: id  0 | task 1524 |    graphs reused =        734
7.07.945.259 I slot      release: id  0 | task 1524 | stop processing: n_tokens = 18708, truncated = 0
7.07.969.172 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.07.969.696 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1046.513 MiB)
7.08.148.939 I slot launch_slot_: id  0 | task 1537 | processing task, is_child = 0
7.11.484.489 I slot print_timing: id  0 | task 1537 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3683.98 tokens per second
7.12.080.396 I slot print_timing: id  0 | task 1537 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3646.51 tokens per second
7.12.682.690 I slot print_timing: id  0 | task 1537 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.53 s / 3613.80 tokens per second
7.13.080.921 I slot print_timing: id  0 | task 1537 | prompt processing, n_tokens =  17498, progress = 0.97, t =   4.93 s / 3547.88 tokens per second
7.13.205.316 I slot print_timing: id  0 | task 1537 | prompt processing, n_tokens =  18010, progress = 1.00, t =   5.06 s / 3561.86 tokens per second
7.13.344.435 I slot print_timing: id  0 | task 1537 | prompt eval time =    5142.99 ms / 18014 tokens (    0.29 ms per token,  3502.63 tokens per second)
7.13.344.440 I slot print_timing: id  0 | task 1537 |        eval time =      52.48 ms /     4 tokens (   13.12 ms per token,    76.22 tokens per second)
7.13.344.441 I slot print_timing: id  0 | task 1537 |       total time =    5195.47 ms / 18018 tokens
7.13.344.441 I slot print_timing: id  0 | task 1537 |    graphs reused =        736
7.13.344.625 I slot      release: id  0 | task 1537 | stop processing: n_tokens = 18017, truncated = 0
7.13.374.083 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.13.374.561 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1048.074 MiB)
7.13.529.381 I slot launch_slot_: id  0 | task 1552 | processing task, is_child = 0
7.16.875.980 I slot print_timing: id  0 | task 1552 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.35 s / 3671.82 tokens per second
7.17.463.411 I slot print_timing: id  0 | task 1552 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3644.13 tokens per second
7.18.079.657 I slot print_timing: id  0 | task 1552 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.55 s / 3600.68 tokens per second
7.18.466.732 I slot print_timing: id  0 | task 1552 | prompt processing, n_tokens =  17484, progress = 0.97, t =   4.94 s / 3541.19 tokens per second
7.18.587.798 I slot print_timing: id  0 | task 1552 | prompt processing, n_tokens =  17996, progress = 1.00, t =   5.06 s / 3557.65 tokens per second
7.18.699.705 I slot print_timing: id  0 | task 1552 | prompt eval time =    5148.68 ms / 18000 tokens (    0.29 ms per token,  3496.04 tokens per second)
7.18.699.710 I slot print_timing: id  0 | task 1552 |        eval time =      21.62 ms /     2 tokens (   10.81 ms per token,    92.52 tokens per second)
7.18.699.711 I slot print_timing: id  0 | task 1552 |       total time =    5170.30 ms / 18002 tokens
7.18.699.711 I slot print_timing: id  0 | task 1552 |    graphs reused =        736
7.18.699.894 I slot      release: id  0 | task 1552 | stop processing: n_tokens = 18001, truncated = 0
7.18.727.922 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.18.728.413 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1046.712 MiB)
7.18.891.151 I slot launch_slot_: id  0 | task 1565 | processing task, is_child = 0
7.22.022.103 I slot print_timing: id  0 | task 1565 | prompt processing, n_tokens =  10240, progress = 0.58, t =   3.13 s / 3270.60 tokens per second
7.22.719.851 I slot print_timing: id  0 | task 1565 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.83 s / 3209.47 tokens per second
7.23.408.606 I slot print_timing: id  0 | task 1565 | prompt processing, n_tokens =  14336, progress = 0.81, t =   4.52 s / 3173.49 tokens per second
7.24.136.996 I slot print_timing: id  0 | task 1565 | prompt processing, n_tokens =  16384, progress = 0.93, t =   5.25 s / 3123.25 tokens per second
7.24.454.611 I slot print_timing: id  0 | task 1565 | prompt processing, n_tokens =  17192, progress = 0.97, t =   5.56 s / 3090.18 tokens per second
7.24.634.150 I slot print_timing: id  0 | task 1565 | prompt processing, n_tokens =  17704, progress = 1.00, t =   5.74 s / 3082.72 tokens per second
7.24.758.091 I slot print_timing: id  0 | task 1565 | prompt eval time =    5841.92 ms / 17708 tokens (    0.33 ms per token,  3031.19 tokens per second)
7.24.758.098 I slot print_timing: id  0 | task 1565 |        eval time =      24.99 ms /     2 tokens (   12.50 ms per token,    80.03 tokens per second)
7.24.758.099 I slot print_timing: id  0 | task 1565 |       total time =    5866.91 ms / 17710 tokens
7.24.758.099 I slot print_timing: id  0 | task 1565 |    graphs reused =        736
7.24.758.278 I slot      release: id  0 | task 1565 | stop processing: n_tokens = 17709, truncated = 0
7.24.779.743 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.24.780.422 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1048.938 MiB)
7.24.935.778 I slot launch_slot_: id  0 | task 1578 | processing task, is_child = 0
7.28.129.116 I slot print_timing: id  0 | task 1578 | prompt processing, n_tokens =  10240, progress = 0.57, t =   3.19 s / 3206.70 tokens per second
7.28.804.165 I slot print_timing: id  0 | task 1578 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.87 s / 3176.54 tokens per second
7.29.503.121 I slot print_timing: id  0 | task 1578 | prompt processing, n_tokens =  14336, progress = 0.80, t =   4.57 s / 3138.82 tokens per second
7.30.166.190 I slot print_timing: id  0 | task 1578 | prompt processing, n_tokens =  16384, progress = 0.91, t =   5.23 s / 3132.46 tokens per second
7.30.563.053 I slot print_timing: id  0 | task 1578 | prompt processing, n_tokens =  17511, progress = 0.97, t =   5.63 s / 3111.82 tokens per second
7.30.688.690 I slot print_timing: id  0 | task 1578 | prompt processing, n_tokens =  18023, progress = 1.00, t =   5.75 s / 3132.86 tokens per second
7.30.815.063 I slot print_timing: id  0 | task 1578 | prompt eval time =    5839.85 ms / 18027 tokens (    0.32 ms per token,  3086.90 tokens per second)
7.30.815.069 I slot print_timing: id  0 | task 1578 |        eval time =      39.41 ms /     3 tokens (   13.14 ms per token,    76.12 tokens per second)
7.30.815.069 I slot print_timing: id  0 | task 1578 |       total time =    5879.26 ms / 18030 tokens
7.30.815.070 I slot print_timing: id  0 | task 1578 |    graphs reused =        737
7.30.815.251 I slot      release: id  0 | task 1578 | stop processing: n_tokens = 18029, truncated = 0
7.30.843.212 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.30.843.702 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.642 MiB)
7.31.003.552 I slot launch_slot_: id  0 | task 1592 | processing task, is_child = 0
7.34.345.005 I slot print_timing: id  0 | task 1592 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3677.47 tokens per second
7.34.938.640 I slot print_timing: id  0 | task 1592 | prompt processing, n_tokens =  14336, progress = 0.79, t =   3.94 s / 3643.14 tokens per second
7.35.564.412 I slot print_timing: id  0 | task 1592 | prompt processing, n_tokens =  16384, progress = 0.90, t =   4.56 s / 3592.32 tokens per second
7.35.969.931 I slot print_timing: id  0 | task 1592 | prompt processing, n_tokens =  17645, progress = 0.97, t =   4.97 s / 3552.91 tokens per second
7.36.096.025 I slot print_timing: id  0 | task 1592 | prompt processing, n_tokens =  18157, progress = 1.00, t =   5.09 s / 3565.47 tokens per second
7.36.271.179 I slot print_timing: id  0 | task 1592 | prompt eval time =    5187.00 ms / 18161 tokens (    0.29 ms per token,  3501.25 tokens per second)
7.36.271.184 I slot print_timing: id  0 | task 1592 |        eval time =      80.60 ms /     6 tokens (   13.43 ms per token,    74.44 tokens per second)
7.36.271.185 I slot print_timing: id  0 | task 1592 |       total time =    5267.61 ms / 18167 tokens
7.36.271.185 I slot print_timing: id  0 | task 1592 |    graphs reused =        741
7.36.271.361 I slot      release: id  0 | task 1592 | stop processing: n_tokens = 18166, truncated = 0
7.36.313.072 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.36.313.551 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1052.360 MiB)
7.36.470.902 I slot launch_slot_: id  0 | task 1609 | processing task, is_child = 0
7.39.799.100 I slot print_timing: id  0 | task 1609 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3692.11 tokens per second
7.40.395.028 I slot print_timing: id  0 | task 1609 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.92 s / 3653.32 tokens per second
7.41.002.691 I slot print_timing: id  0 | task 1609 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.53 s / 3615.37 tokens per second
7.41.407.922 I slot print_timing: id  0 | task 1609 | prompt processing, n_tokens =  17503, progress = 0.97, t =   4.94 s / 3545.27 tokens per second
7.41.532.126 I slot print_timing: id  0 | task 1609 | prompt processing, n_tokens =  18015, progress = 1.00, t =   5.06 s / 3559.43 tokens per second
7.41.646.478 I slot print_timing: id  0 | task 1609 | prompt eval time =    5152.95 ms / 18019 tokens (    0.29 ms per token,  3496.83 tokens per second)
7.41.646.485 I slot print_timing: id  0 | task 1609 |        eval time =      22.60 ms /     2 tokens (   11.30 ms per token,    88.50 tokens per second)
7.41.646.486 I slot print_timing: id  0 | task 1609 |       total time =    5175.55 ms / 18021 tokens
7.41.646.487 I slot print_timing: id  0 | task 1609 |    graphs reused =        741
7.41.646.674 I slot      release: id  0 | task 1609 | stop processing: n_tokens = 18020, truncated = 0
7.41.673.533 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.41.674.312 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1046.546 MiB)
7.41.836.635 I slot launch_slot_: id  0 | task 1622 | processing task, is_child = 0
7.45.174.546 I slot print_timing: id  0 | task 1622 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3681.37 tokens per second
7.45.782.340 I slot print_timing: id  0 | task 1622 | prompt processing, n_tokens =  14336, progress = 0.79, t =   3.95 s / 3633.34 tokens per second
7.46.377.882 I slot print_timing: id  0 | task 1622 | prompt processing, n_tokens =  16384, progress = 0.90, t =   4.54 s / 3607.84 tokens per second
7.46.798.550 I slot print_timing: id  0 | task 1622 | prompt processing, n_tokens =  17645, progress = 0.97, t =   4.96 s / 3556.10 tokens per second
7.46.938.450 I slot print_timing: id  0 | task 1622 | prompt processing, n_tokens =  18157, progress = 1.00, t =   5.10 s / 3558.95 tokens per second
7.47.103.908 I slot print_timing: id  0 | task 1622 | prompt eval time =    5186.75 ms / 18161 tokens (    0.29 ms per token,  3501.42 tokens per second)
7.47.103.914 I slot print_timing: id  0 | task 1622 |        eval time =      80.50 ms /     6 tokens (   13.42 ms per token,    74.53 tokens per second)
7.47.103.915 I slot print_timing: id  0 | task 1622 |       total time =    5267.25 ms / 18167 tokens
7.47.103.916 I slot print_timing: id  0 | task 1622 |    graphs reused =        745
7.47.104.091 I slot      release: id  0 | task 1622 | stop processing: n_tokens = 18166, truncated = 0
7.47.125.038 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.47.125.641 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1070.400 MiB)
7.47.282.194 I slot launch_slot_: id  0 | task 1639 | processing task, is_child = 0
7.50.620.317 I slot print_timing: id  0 | task 1639 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3681.14 tokens per second
7.51.219.227 I slot print_timing: id  0 | task 1639 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.94 s / 3641.34 tokens per second
7.51.815.051 I slot print_timing: id  0 | task 1639 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.53 s / 3614.52 tokens per second
7.52.224.867 I slot print_timing: id  0 | task 1639 | prompt processing, n_tokens =  17510, progress = 0.97, t =   4.94 s / 3542.63 tokens per second
7.52.345.930 I slot print_timing: id  0 | task 1639 | prompt processing, n_tokens =  18022, progress = 1.00, t =   5.06 s / 3559.05 tokens per second
7.52.465.500 I slot print_timing: id  0 | task 1639 | prompt eval time =    5161.17 ms / 18026 tokens (    0.29 ms per token,  3492.62 tokens per second)
7.52.465.505 I slot print_timing: id  0 | task 1639 |        eval time =      22.11 ms /     2 tokens (   11.06 ms per token,    90.44 tokens per second)
7.52.465.506 I slot print_timing: id  0 | task 1639 |       total time =    5183.28 ms / 18028 tokens
7.52.465.506 I slot print_timing: id  0 | task 1639 |    graphs reused =        745
7.52.465.690 I slot      release: id  0 | task 1639 | stop processing: n_tokens = 18027, truncated = 0
7.52.496.646 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.52.497.605 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.443 MiB)
7.52.660.362 I slot launch_slot_: id  0 | task 1652 | processing task, is_child = 0
7.56.001.132 I slot print_timing: id  0 | task 1652 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.34 s / 3678.23 tokens per second
7.56.589.122 I slot print_timing: id  0 | task 1652 | prompt processing, n_tokens =  14336, progress = 0.81, t =   3.93 s / 3649.01 tokens per second
7.57.190.886 I slot print_timing: id  0 | task 1652 | prompt processing, n_tokens =  16384, progress = 0.93, t =   4.53 s / 3616.38 tokens per second
7.57.469.320 I slot print_timing: id  0 | task 1652 | prompt processing, n_tokens =  17187, progress = 0.97, t =   4.81 s / 3573.98 tokens per second
7.57.619.860 I slot print_timing: id  0 | task 1652 | prompt processing, n_tokens =  17699, progress = 1.00, t =   4.96 s / 3568.72 tokens per second
7.57.729.529 I slot print_timing: id  0 | task 1652 | prompt eval time =    5047.73 ms / 17703 tokens (    0.29 ms per token,  3507.12 tokens per second)
7.57.729.535 I slot print_timing: id  0 | task 1652 |        eval time =      21.41 ms /     2 tokens (   10.70 ms per token,    93.42 tokens per second)
7.57.729.535 I slot print_timing: id  0 | task 1652 |       total time =    5069.14 ms / 17705 tokens
7.57.729.536 I slot print_timing: id  0 | task 1652 |    graphs reused =        745
7.57.729.707 I slot      release: id  0 | task 1652 | stop processing: n_tokens = 17704, truncated = 0
7.57.764.975 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
7.57.765.455 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1046.912 MiB)
7.57.919.599 I slot launch_slot_: id  0 | task 1665 | processing task, is_child = 0
8.01.251.644 I slot print_timing: id  0 | task 1665 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.33 s / 3687.85 tokens per second
8.01.846.828 I slot print_timing: id  0 | task 1665 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3650.43 tokens per second
8.02.454.861 I slot print_timing: id  0 | task 1665 | prompt processing, n_tokens =  16384, progress = 0.92, t =   4.54 s / 3612.60 tokens per second
8.02.761.867 I slot print_timing: id  0 | task 1665 | prompt processing, n_tokens =  17361, progress = 0.97, t =   4.84 s / 3585.32 tokens per second
