configuration_id,segment_width,boundary_offset,per_segment_budget,q11_fact_count,q11_domain_count,serialized_chars,selected_episode_count,targeted_preserved,targeted_required,q4_item_count,primary_gate,no_regression_gate,surrogate_gate
s20_o13_b1,20,13,1,0,0,819,1,,16,,False,False,False
s20_o13_b2,20,13,2,0,0,1716,2,,16,,False,False,False
s20_o14_b1,20,14,1,0,0,819,1,,16,,False,False,False
s20_o14_b2,20,14,2,0,0,1716,2,,16,,False,False,False
s20_o15_b1,20,15,1,0,0,819,1,,16,,False,False,False
s20_o15_b2,20,15,2,0,0,1716,2,,16,,False,False,False
s20_o16_b1,20,16,1,0,0,819,1,,16,,False,False,False
s20_o16_b2,20,16,2,3,1,2309,3,,16,,False,False,False
s20_o17_b1,20,17,1,0,0,819,1,,16,,False,False,False
s20_o17_b2,20,17,2,0,0,1716,2,,16,,False,False,False
s20_o18_b1,20,18,1,0,0,819,1,,16,,False,False,False
s20_o18_b2,20,18,2,0,0,5933,3,,16,,False,False,False
s20_o19_b1,20,19,1,0,0,819,1,,16,,False,False,False
s20_o19_b2,20,19,2,0,0,5933,3,,16,,False,False,False
s21_o00_b1,21,0,1,3,1,1412,2,,16,,False,False,False
s21_o00_b2,21,0,2,3,1,2309,3,,16,,False,False,False
s21_o01_b1,21,1,1,0,0,2080,3,,16,,False,False,False
s21_o01_b2,21,1,2,0,0,6442,4,,16,,False,False,False
s21_o02_b1,21,2,1,3,1,5225,3,,16,,False,False,False
s21_o02_b2,21,2,2,3,1,10355,5,,16,,False,False,False
s21_o03_b1,21,3,1,0,0,5244,2,,16,,False,False,False
s21_o03_b2,21,3,2,3,1,10563,5,,16,,False,False,False
s21_o04_b1,21,4,1,1,1,6292,2,,16,,False,False,False
s21_o04_b2,21,4,2,4,2,11999,5,,16,,False,False,False
s21_o05_b1,21,5,1,1,1,6292,2,,16,,False,False,False
s21_o05_b2,21,5,2,1,1,11406,4,,16,,False,False,False
s21_o06_b1,21,6,1,4,1,1592,2,,16,,False,False,False
s21_o06_b2,21,6,2,4,1,6122,5,,16,,False,False,False
s21_o07_b1,21,7,1,4,1,1592,2,,16,,False,False,False
s21_o07_b2,21,7,2,4,1,6122,5,,16,,False,False,False
s21_o08_b1,21,8,1,4,1,1592,2,,16,,False,False,False
s21_o08_b2,21,8,2,4,1,6122,5,,16,,False,False,False
s21_o09_b1,21,9,1,0,0,5036,2,,16,,False,False,False
s21_o09_b2,21,9,2,4,1,9202,4,,16,,False,False,False
s21_o10_b1,21,10,1,0,0,819,1,,16,,False,False,False
s21_o10_b2,21,10,2,0,0,1716,2,,16,,False,False,False
s21_o11_b1,21,11,1,0,0,819,1,,16,,False,False,False
s21_o11_b2,21,11,2,3,1,2309,3,,16,,False,False,False
s21_o12_b1,21,12,1,0,0,819,1,,16,,False,False,False
s21_o12_b2,21,12,2,0,0,1716,2,,16,,False,False,False
s21_o13_b1,21,13,1,0,0,819,1,,16,,False,False,False
s21_o13_b2,21,13,2,0,0,1716,2,,16,,False,False,False
s21_o14_b1,21,14,1,0,0,819,1,,16,,False,False,False
s21_o14_b2,21,14,2,0,0,1716,2,,16,,False,False,False
s21_o15_b1,21,15,1,0,0,819,1,,16,,False,False,False
s21_o15_b2,21,15,2,0,0,1716,2,,16,,False,False,False
s21_o16_b1,21,16,1,0,0,819,1,,16,,False,False,False
s21_o16_b2,21,16,2,3,1,2309,3,,16,,False,False,False
s21_o17_b1,21,17,1,0,0,819,1,,16,,False,False,False
s21_o17_b2,21,17,2,0,0,1716,2,,16,,False,False,False
s21_o18_b1,21,18,1,0,0,819,1,,16,,False,False,False
s21_o18_b2,21,18,2,0,0,5933,3,,16,,False,False,False
s21_o19_b1,21,19,1,0,0,819,1,,16,,False,False,False
s21_o19_b2,21,19,2,0,0,5933,3,,16,,False,False,False
s21_o20_b1,21,20,1,0,0,5036,2,,16,,False,False,False
s21_o20_b2,21,20,2,0,0,5933,3,,16,,False,False,False
s22_o00_b1,22,0,1,0,0,819,1,,16,,False,False,False
s22_o00_b2,22,0,2,0,0,6078,3,,16,,False,False,False
s22_o01_b1,22,1,1,0,0,5400,3,,16,,False,False,False
s22_o01_b2,22,1,2,0,0,10659,5,,16,,False,False,False
s22_o02_b1,22,2,1,3,1,5433,3,,16,,False,False,False
s22_o02_b2,22,2,2,3,1,10563,5,,16,,False,False,False
s22_o03_b1,22,3,1,1,1,6292,2,,16,,False,False,False
s22_o03_b2,22,3,2,1,1,11770,5,,16,,False,False,False
s22_o04_b1,22,4,1,1,1,6292,2,,16,,False,False,False
s22_o04_b2,22,4,2,4,2,11999,5,,16,,False,False,False
s22_o05_b1,22,5,1,4,1,1592,2,,16,,False,False,False
s22_o05_b2,22,5,2,4,1,5758,4,,16,,False,False,False
s22_o06_b1,22,6,1,4,1,1592,2,,16,,False,False,False
s22_o06_b2,22,6,2,4,1,6122,5,,16,,False,False,False
s22_o07_b1,22,7,1,4,1,1592,2,,16,,False,False,False
s22_o07_b2,22,7,2,4,1,6122,5,,16,,False,False,False
s22_o08_b1,22,8,1,0,0,5036,2,,16,,False,False,False
s22_o08_b2,22,8,2,4,1,9566,5,,16,,False,False,False
s22_o09_b1,22,9,1,0,0,819,1,,16,,False,False,False
s22_o09_b2,22,9,2,0,0,1716,2,,16,,False,False,False
s22_o10_b1,22,10,1,0,0,819,1,,16,,False,False,False
s22_o10_b2,22,10,2,0,0,1716,2,,16,,False,False,False
s22_o11_b1,22,11,1,0,0,819,1,,16,,False,False,False
s22_o11_b2,22,11,2,3,1,2309,3,,16,,False,False,False
s22_o12_b1,22,12,1,0,0,819,1,,16,,False,False,False
s22_o12_b2,22,12,2,0,0,1716,2,,16,,False,False,False
s22_o13_b1,22,13,1,0,0,819,1,,16,,False,False,False
s22_o13_b2,22,13,2,0,0,1716,2,,16,,False,False,False
s22_o14_b1,22,14,1,0,0,819,1,,16,,False,False,False
s22_o14_b2,22,14,2,0,0,1716,2,,16,,False,False,False
s22_o15_b1,22,15,1,0,0,819,1,,16,,False,False,False
s22_o15_b2,22,15,2,0,0,1716,2,,16,,False,False,False
s22_o16_b1,22,16,1,0,0,819,1,,16,,False,False,False
s22_o16_b2,22,16,2,3,1,2309,3,,16,,False,False,False
s22_o17_b1,22,17,1,0,0,819,1,,16,,False,False,False
s22_o17_b2,22,17,2,0,0,1716,2,,16,,False,False,False
s22_o18_b1,22,18,1,0,0,819,1,,16,,False,False,False
s22_o18_b2,22,18,2,0,0,5933,3,,16,,False,False,False
s22_o19_b1,22,19,1,0,0,819,1,,16,,False,False,False
s22_o19_b2,22,19,2,0,0,5933,3,,16,,False,False,False
s22_o20_b1,22,20,1,0,0,5036,2,,16,,False,False,False
s22_o20_b2,22,20,2,0,0,5933,3,,16,,False,False,False
s22_o21_b1,22,21,1,3,1,1412,2,,16,,False,False,False
s22_o21_b2,22,21,2,3,1,2309,3,,16,,False,False,False
s23_o00_b1,23,0,1,0,0,5036,2,,16,,False,False,False
s23_o00_b2,23,0,2,0,0,10295,4,,16,,False,False,False
s23_o01_b1,23,1,1,0,0,5608,3,,16,,False,False,False
s23_o01_b2,23,1,2,0,0,10867,5,,16,,False,False,False
s23_o02_b1,23,2,1,1,1,6656,3,,16,,False,False,False
s23_o02_b2,23,2,2,4,2,11466,5,,16,,False,False,False
s23_o03_b1,23,3,1,1,1,6292,2,,16,,False,False,False
s23_o03_b2,23,3,2,1,1,11770,5,,16,,False,False,False
s23_o04_b1,23,4,1,4,1,1592,2,,16,,False,False,False
s23_o04_b2,23,4,2,4,1,5758,4,,16,,False,False,False
s23_o05_b1,23,5,1,4,1,1592,2,,16,,False,False,False
s23_o05_b2,23,5,2,4,1,5758,4,,16,,False,False,False
s23_o06_b1,23,6,1,4,1,1592,2,,16,,False,False,False
s23_o06_b2,23,6,2,4,1,6122,5,,16,,False,False,False
s23_o07_b1,23,7,1,0,0,5036,2,,16,,False,False,False
s23_o07_b2,23,7,2,4,1,9566,5,,16,,False,False,False
s23_o08_b1,23,8,1,0,0,819,1,,16,,False,False,False
s23_o08_b2,23,8,2,0,0,2080,3,,16,,False,False,False
s23_o09_b1,23,9,1,0,0,819,1,,16,,False,False,False
s23_o09_b2,23,9,2,0,0,1716,2,,16,,False,False,False
s23_o10_b1,23,10,1,0,0,819,1,,16,,False,False,False
s23_o10_b2,23,10,2,0,0,1716,2,,16,,False,False,False
s23_o11_b1,23,11,1,0,0,819,1,,16,,False,False,False
s23_o11_b2,23,11,2,3,1,2309,3,,16,,False,False,False
s23_o12_b1,23,12,1,0,0,819,1,,16,,False,False,False
s23_o12_b2,23,12,2,0,0,1716,2,,16,,False,False,False
s23_o13_b1,23,13,1,0,0,819,1,,16,,False,False,False
s23_o13_b2,23,13,2,0,0,1716,2,,16,,False,False,False
s23_o14_b1,23,14,1,0,0,819,1,,16,,False,False,False
s23_o14_b2,23,14,2,0,0,1716,2,,16,,False,False,False
s23_o15_b1,23,15,1,0,0,819,1,,16,,False,False,False
s23_o15_b2,23,15,2,0,0,1716,2,,16,,False,False,False
s23_o16_b1,23,16,1,0,0,819,1,,16,,False,False,False
s23_o16_b2,23,16,2,3,1,2309,3,,16,,False,False,False
s23_o17_b1,23,17,1,0,0,819,1,,16,,False,False,False
s23_o17_b2,23,17,2,0,0,1716,2,,16,,False,False,False
s23_o18_b1,23,18,1,0,0,819,1,,16,,False,False,False
s23_o18_b2,23,18,2,0,0,5933,3,,16,,False,False,False
s23_o19_b1,23,19,1,0,0,819,1,,16,,False,False,False
s23_o19_b2,23,19,2,0,0,5933,3,,16,,False,False,False
s23_o20_b1,23,20,1,0,0,5036,2,,16,,False,False,False
s23_o20_b2,23,20,2,0,0,5933,3,,16,,False,False,False
s23_o21_b1,23,21,1,3,1,1412,2,,16,,False,False,False
s23_o21_b2,23,21,2,3,1,2309,3,,16,,False,False,False
s23_o22_b1,23,22,1,0,0,819,1,,16,,False,False,False
s23_o22_b2,23,22,2,0,0,6078,3,,16,,False,False,False
s24_o00_b1,24,0,1,0,0,5244,2,,16,,False,False,False
s24_o00_b2,24,0,2,0,0,10503,4,,16,,False,False,False
s24_o01_b1,24,1,1,1,1,6656,3,,16,,False,False,False
s24_o01_b2,24,1,2,1,1,11770,5,,16,,False,False,False
s24_o02_b1,24,2,1,1,1,6656,3,,16,,False,False,False
s24_o02_b2,24,2,2,1,1,11770,5,,16,,False,False,False
s24_o03_b1,24,3,1,4,1,1592,2,,16,,False,False,False
s24_o03_b2,24,3,2,4,1,6122,5,,16,,False,False,False
s24_o04_b1,24,4,1,4,1,1592,2,,16,,False,False,False
s24_o04_b2,24,4,2,4,1,5758,4,,16,,False,False,False
s24_o05_b1,24,5,1,4,1,1592,2,,16,,False,False,False
s24_o05_b2,24,5,2,4,1,5758,4,,16,,False,False,False
s24_o06_b1,24,6,1,0,0,5036,2,,16,,False,False,False
s24_o06_b2,24,6,2,4,1,9566,5,,16,,False,False,False
s24_o07_b1,24,7,1,0,0,819,1,,16,,False,False,False
s24_o07_b2,24,7,2,0,0,2080,3,,16,,False,False,False
s24_o08_b1,24,8,1,0,0,819,1,,16,,False,False,False
s24_o08_b2,24,8,2,0,0,2080,3,,16,,False,False,False
s24_o09_b1,24,9,1,0,0,819,1,,16,,False,False,False
s24_o09_b2,24,9,2,0,0,1716,2,,16,,False,False,False
s24_o10_b1,24,10,1,0,0,819,1,,16,,False,False,False
s24_o10_b2,24,10,2,0,0,1716,2,,16,,False,False,False
s24_o11_b1,24,11,1,0,0,819,1,,16,,False,False,False
s24_o11_b2,24,11,2,3,1,2309,3,,16,,False,False,False
s24_o12_b1,24,12,1,0,0,819,1,,16,,False,False,False
s24_o12_b2,24,12,2,0,0,1716,2,,16,,False,False,False
s24_o13_b1,24,13,1,0,0,819,1,,16,,False,False,False
s24_o13_b2,24,13,2,0,0,1716,2,,16,,False,False,False
s24_o14_b1,24,14,1,0,0,819,1,,16,,False,False,False
s24_o14_b2,24,14,2,0,0,1716,2,,16,,False,False,False
s24_o15_b1,24,15,1,0,0,819,1,,16,,False,False,False
s24_o15_b2,24,15,2,0,0,1716,2,,16,,False,False,False
s24_o16_b1,24,16,1,0,0,819,1,,16,,False,False,False
s24_o16_b2,24,16,2,3,1,2309,3,,16,,False,False,False
s24_o17_b1,24,17,1,0,0,819,1,,16,,False,False,False
s24_o17_b2,24,17,2,0,0,1716,2,,16,,False,False,False
s24_o18_b1,24,18,1,0,0,819,1,,16,,False,False,False
s24_o18_b2,24,18,2,0,0,5933,3,,16,,False,False,False
s24_o19_b1,24,19,1,0,0,819,1,,16,,False,False,False
s24_o19_b2,24,19,2,0,0,5933,3,,16,,False,False,False
s24_o20_b1,24,20,1,0,0,5036,2,,16,,False,False,False
s24_o20_b2,24,20,2,0,0,5933,3,,16,,False,False,False
s24_o21_b1,24,21,1,3,1,1412,2,,16,,False,False,False
s24_o21_b2,24,21,2,3,1,2309,3,,16,,False,False,False
s24_o22_b1,24,22,1,0,0,819,1,,16,,False,False,False
s24_o22_b2,24,22,2,0,0,6078,3,,16,,False,False,False
s24_o23_b1,24,23,1,0,0,5036,2,,16,,False,False,False
s24_o23_b2,24,23,2,0,0,10295,4,,16,,False,False,False
s25_o00_b1,25,0,1,1,1,6292,2,,16,,False,False,False
s25_o00_b2,25,0,2,1,1,11406,4,,16,,False,False,False
s25_o01_b1,25,1,1,1,1,6656,3,,16,,False,False,False
s25_o01_b2,25,1,2,1,1,11770,5,,16,,False,False,False
s25_o02_b1,25,2,1,4,1,1956,3,,16,,False,False,False
s25_o02_b2,25,2,2,4,1,6122,5,,16,,False,False,False
s25_o03_b1,25,3,1,4,1,1592,2,,16,,False,False,False
s25_o03_b2,25,3,2,4,1,6122,5,,16,,False,False,False
s25_o04_b1,25,4,1,4,1,1592,2,,16,,False,False,False
s25_o04_b2,25,4,2,4,1,5758,4,,16,,False,False,False
s25_o05_b1,25,5,1,0,0,5036,2,,16,,False,False,False
s25_o05_b2,25,5,2,4,1,9202,4,,16,,False,False,False
s25_o06_b1,25,6,1,0,0,819,1,,16,,False,False,False
s25_o06_b2,25,6,2,0,0,2080,3,,16,,False,False,False
s25_o07_b1,25,7,1,0,0,819,1,,16,,False,False,False
s25_o07_b2,25,7,2,0,0,2080,3,,16,,False,False,False
s25_o08_b1,25,8,1,0,0,819,1,,16,,False,False,False
s25_o08_b2,25,8,2,0,0,2080,3,,16,,False,False,False
s25_o09_b1,25,9,1,0,0,819,1,,16,,False,False,False
s25_o09_b2,25,9,2,0,0,1716,2,,16,,False,False,False
s25_o10_b1,25,10,1,0,0,819,1,,16,,False,False,False
s25_o10_b2,25,10,2,0,0,1716,2,,16,,False,False,False
s25_o11_b1,25,11,1,0,0,819,1,,16,,False,False,False
s25_o11_b2,25,11,2,3,1,2309,3,,16,,False,False,False
s25_o12_b1,25,12,1,0,0,819,1,,16,,False,False,False
s25_o12_b2,25,12,2,0,0,1716,2,,16,,False,False,False
s25_o13_b1,25,13,1,0,0,819,1,,16,,False,False,False
s25_o13_b2,25,13,2,0,0,1716,2,,16,,False,False,False
s25_o14_b1,25,14,1,0,0,819,1,,16,,False,False,False
s25_o14_b2,25,14,2,0,0,1716,2,,16,,False,False,False
s25_o15_b1,25,15,1,0,0,819,1,,16,,False,False,False
s25_o15_b2,25,15,2,0,0,1716,2,,16,,False,False,False
s25_o16_b1,25,16,1,0,0,819,1,,16,,False,False,False
s25_o16_b2,25,16,2,3,1,2309,3,,16,,False,False,False
s25_o17_b1,25,17,1,0,0,819,1,,16,,False,False,False
s25_o17_b2,25,17,2,0,0,1716,2,,16,,False,False,False
s25_o18_b1,25,18,1,0,0,819,1,,16,,False,False,False
s25_o18_b2,25,18,2,0,0,5933,3,,16,,False,False,False
s25_o19_b1,25,19,1,0,0,819,1,,16,,False,False,False
s25_o19_b2,25,19,2,0,0,5933,3,,16,,False,False,False
s25_o20_b1,25,20,1,0,0,5036,2,,16,,False,False,False
s25_o20_b2,25,20,2,0,0,5933,3,,16,,False,False,False
s25_o21_b1,25,21,1,3,1,1412,2,,16,,False,False,False
s25_o21_b2,25,21,2,3,1,2309,3,,16,,False,False,False
s25_o22_b1,25,22,1,0,0,819,1,,16,,False,False,False
s25_o22_b2,25,22,2,0,0,6078,3,,16,,False,False,False
s25_o23_b1,25,23,1,0,0,5036,2,,16,,False,False,False
s25_o23_b2,25,23,2,0,0,10295,4,,16,,False,False,False
s25_o24_b1,25,24,1,0,0,5244,2,,16,,False,False,False
s25_o24_b2,25,24,2,0,0,10503,4,,16,,False,False,False
s26_o00_b1,26,0,1,1,1,6292,2,,16,,False,False,False
s26_o00_b2,26,0,2,1,1,11406,4,,16,,False,False,False
s26_o01_b1,26,1,1,4,1,1956,3,,16,,False,False,False
s26_o01_b2,26,1,2,4,1,6122,5,,16,,False,False,False
s26_o02_b1,26,2,1,4,1,1956,3,,16,,False,False,False
s26_o02_b2,26,2,2,4,1,6122,5,,16,,False,False,False
s26_o03_b1,26,3,1,4,1,1592,2,,16,,False,False,False
s26_o03_b2,26,3,2,4,1,6122,5,,16,,False,False,False
s26_o04_b1,26,4,1,0,0,5036,2,,16,,False,False,False
s26_o04_b2,26,4,2,7,2,9795,5,,16,,False,False,False
s26_o05_b1,26,5,1,0,0,819,1,,16,,False,False,False
s26_o05_b2,26,5,2,0,0,1716,2,,16,,False,False,False
s26_o06_b1,26,6,1,0,0,819,1,,16,,False,False,False
s26_o06_b2,26,6,2,0,0,2080,3,,16,,False,False,False
s26_o07_b1,26,7,1,0,0,819,1,,16,,False,False,False
s26_o07_b2,26,7,2,0,0,2080,3,,16,,False,False,False
s26_o08_b1,26,8,1,0,0,819,1,,16,,False,False,False
s26_o08_b2,26,8,2,0,0,2080,3,,16,,False,False,False
s26_o09_b1,26,9,1,0,0,819,1,,16,,False,False,False
s26_o09_b2,26,9,2,0,0,1716,2,,16,,False,False,False
s26_o10_b1,26,10,1,0,0,819,1,,16,,False,False,False
s26_o10_b2,26,10,2,0,0,1716,2,,16,,False,False,False
s26_o11_b1,26,11,1,0,0,819,1,,16,,False,False,False
s26_o11_b2,26,11,2,3,1,2309,3,,16,,False,False,False
s26_o12_b1,26,12,1,0,0,819,1,,16,,False,False,False
s26_o12_b2,26,12,2,0,0,1716,2,,16,,False,False,False
s26_o13_b1,26,13,1,0,0,819,1,,16,,False,False,False
s26_o13_b2,26,13,2,0,0,1716,2,,16,,False,False,False
s26_o14_b1,26,14,1,0,0,819,1,,16,,False,False,False
s26_o14_b2,26,14,2,0,0,1716,2,,16,,False,False,False
s26_o15_b1,26,15,1,0,0,819,1,,16,,False,False,False
s26_o15_b2,26,15,2,0,0,1716,2,,16,,False,False,False
s26_o16_b1,26,16,1,0,0,819,1,,16,,False,False,False
s26_o16_b2,26,16,2,3,1,2309,3,,16,,False,False,False
s26_o17_b1,26,17,1,0,0,819,1,,16,,False,False,False
s26_o17_b2,26,17,2,0,0,1716,2,,16,,False,False,False
s26_o18_b1,26,18,1,0,0,819,1,,16,,False,False,False
s26_o18_b2,26,18,2,0,0,5933,3,,16,,False,False,False
s26_o19_b1,26,19,1,0,0,819,1,,16,,False,False,False
s26_o19_b2,26,19,2,0,0,5933,3,,16,,False,False,False
s26_o20_b1,26,20,1,0,0,5036,2,,16,,False,False,False
s26_o20_b2,26,20,2,0,0,5933,3,,16,,False,False,False
s26_o21_b1,26,21,1,3,1,1412,2,,16,,False,False,False
s26_o21_b2,26,21,2,3,1,2309,3,,16,,False,False,False
s26_o22_b1,26,22,1,0,0,819,1,,16,,False,False,False
s26_o22_b2,26,22,2,0,0,6078,3,,16,,False,False,False
s26_o23_b1,26,23,1,0,0,5036,2,,16,,False,False,False
s26_o23_b2,26,23,2,0,0,10295,4,,16,,False,False,False
s26_o24_b1,26,24,1,0,0,5244,2,,16,,False,False,False
s26_o24_b2,26,24,2,0,0,10503,4,,16,,False,False,False
s26_o25_b1,26,25,1,1,1,6292,2,,16,,False,False,False
s26_o25_b2,26,25,2,1,1,11406,4,,16,,False,False,False
s27_o00_b1,27,0,1,4,1,1592,2,,16,,False,False,False
s27_o00_b2,27,0,2,4,1,5758,4,,16,,False,False,False
s27_o01_b1,27,1,1,4,1,1956,3,,16,,False,False,False
s27_o01_b2,27,1,2,4,1,6122,5,,16,,False,False,False
s27_o02_b1,27,2,1,4,1,1956,3,,16,,False,False,False
s27_o02_b2,27,2,2,4,1,6122,5,,16,,False,False,False
s27_o03_b1,27,3,1,0,0,5036,2,,16,,False,False,False
s27_o03_b2,27,3,2,4,1,9566,5,,16,,False,False,False
s27_o04_b1,27,4,1,0,0,819,1,,16,,False,False,False
s27_o04_b2,27,4,2,0,0,1716,2,,16,,False,False,False
s27_o05_b1,27,5,1,0,0,819,1,,16,,False,False,False
s27_o05_b2,27,5,2,0,0,1716,2,,16,,False,False,False
s27_o06_b1,27,6,1,0,0,819,1,,16,,False,False,False
s27_o06_b2,27,6,2,0,0,2080,3,,16,,False,False,False
s27_o07_b1,27,7,1,0,0,819,1,,16,,False,False,False
s27_o07_b2,27,7,2,0,0,2080,3,,16,,False,False,False
s27_o08_b1,27,8,1,0,0,819,1,,16,,False,False,False
s27_o08_b2,27,8,2,0,0,2080,3,,16,,False,False,False
s27_o09_b1,27,9,1,0,0,819,1,,16,,False,False,False
s27_o09_b2,27,9,2,0,0,1716,2,,16,,False,False,False
s27_o10_b1,27,10,1,0,0,819,1,,16,,False,False,False
s27_o10_b2,27,10,2,0,0,1716,2,,16,,False,False,False
s27_o11_b1,27,11,1,0,0,819,1,,16,,False,False,False
s27_o11_b2,27,11,2,3,1,2309,3,,16,,False,False,False
s27_o12_b1,27,12,1,0,0,819,1,,16,,False,False,False
s27_o12_b2,27,12,2,0,0,1716,2,,16,,False,False,False
s27_o13_b1,27,13,1,0,0,819,1,,16,,False,False,False
s27_o13_b2,27,13,2,0,0,1716,2,,16,,False,False,False
s27_o14_b1,27,14,1,0,0,819,1,,16,,False,False,False
s27_o14_b2,27,14,2,0,0,1716,2,,16,,False,False,False
s27_o15_b1,27,15,1,0,0,819,1,,16,,False,False,False
s27_o15_b2,27,15,2,0,0,1716,2,,16,,False,False,False
s27_o16_b1,27,16,1,0,0,819,1,,16,,False,False,False
s27_o16_b2,27,16,2,3,1,2309,3,,16,,False,False,False
s27_o17_b1,27,17,1,0,0,819,1,,16,,False,False,False
s27_o17_b2,27,17,2,0,0,1716,2,,16,,False,False,False
s27_o18_b1,27,18,1,0,0,819,1,,16,,False,False,False
s27_o18_b2,27,18,2,0,0,5933,3,,16,,False,False,False
s27_o19_b1,27,19,1,0,0,819,1,,16,,False,False,False
s27_o19_b2,27,19,2,0,0,5933,3,,16,,False,False,False
s27_o20_b1,27,20,1,0,0,5036,2,,16,,False,False,False
s27_o20_b2,27,20,2,0,0,5933,3,,16,,False,False,False
s27_o21_b1,27,21,1,3,1,1412,2,,16,,False,False,False
s27_o21_b2,27,21,2,3,1,2309,3,,16,,False,False,False
s27_o22_b1,27,22,1,0,0,819,1,,16,,False,False,False
s27_o22_b2,27,22,2,0,0,6078,3,,16,,False,False,False
s27_o23_b1,27,23,1,0,0,5036,2,,16,,False,False,False
s27_o23_b2,27,23,2,0,0,10295,4,,16,,False,False,False
s27_o24_b1,27,24,1,0,0,5244,2,,16,,False,False,False
s27_o24_b2,27,24,2,0,0,10503,4,,16,,False,False,False
s27_o25_b1,27,25,1,1,1,6292,2,,16,,False,False,False
s27_o25_b2,27,25,2,1,1,11406,4,,16,,False,False,False
s27_o26_b1,27,26,1,1,1,6292,2,,16,,False,False,False
s27_o26_b2,27,26,2,1,1,11406,4,,16,,False,False,False
s28_o00_b1,28,0,1,4,1,1592,2,,16,,False,False,False
s28_o00_b2,28,0,2,4,1,5758,4,,16,,False,False,False
s28_o01_b1,28,1,1,4,1,1956,3,,16,,False,False,False
s28_o01_b2,28,1,2,4,1,6122,5,,16,,False,False,False
s28_o02_b1,28,2,1,0,0,5400,3,,16,,False,False,False
s28_o02_b2,28,2,2,4,1,9566,5,,16,,False,False,False
s28_o03_b1,28,3,1,0,0,819,1,,16,,False,False,False
s28_o03_b2,28,3,2,0,0,2080,3,,16,,False,False,False
s28_o04_b1,28,4,1,0,0,819,1,,16,,False,False,False
s28_o04_b2,28,4,2,0,0,1716,2,,16,,False,False,False
s28_o05_b1,28,5,1,0,0,819,1,,16,,False,False,False
s28_o05_b2,28,5,2,0,0,1716,2,,16,,False,False,False
s28_o06_b1,28,6,1,0,0,819,1,,16,,False,False,False
s28_o06_b2,28,6,2,0,0,2080,3,,16,,False,False,False
s28_o07_b1,28,7,1,0,0,819,1,,16,,False,False,False
s28_o07_b2,28,7,2,0,0,2080,3,,16,,False,False,False
s28_o08_b1,28,8,1,0,0,819,1,,16,,False,False,False
s28_o08_b2,28,8,2,0,0,2080,3,,16,,False,False,False
s28_o09_b1,28,9,1,0,0,819,1,,16,,False,False,False
s28_o09_b2,28,9,2,0,0,1716,2,,16,,False,False,False
s28_o10_b1,28,10,1,0,0,819,1,,16,,False,False,False
s28_o10_b2,28,10,2,0,0,1716,2,,16,,False,False,False
s28_o11_b1,28,11,1,0,0,819,1,,16,,False,False,False
s28_o11_b2,28,11,2,3,1,2309,3,,16,,False,False,False
s28_o12_b1,28,12,1,0,0,819,1,,16,,False,False,False
s28_o12_b2,28,12,2,0,0,1716,2,,16,,False,False,False
s28_o13_b1,28,13,1,0,0,819,1,,16,,False,False,False
s28_o13_b2,28,13,2,0,0,1716,2,,16,,False,False,False
s28_o14_b1,28,14,1,0,0,819,1,,16,,False,False,False
s28_o14_b2,28,14,2,0,0,1716,2,,16,,False,False,False
s28_o15_b1,28,15,1,0,0,819,1,,16,,False,False,False
s28_o15_b2,28,15,2,0,0,1716,2,,16,,False,False,False
s28_o16_b1,28,16,1,0,0,819,1,,16,,False,False,False
s28_o16_b2,28,16,2,3,1,2309,3,,16,,False,False,False
s28_o17_b1,28,17,1,0,0,819,1,,16,,False,False,False
s28_o17_b2,28,17,2,0,0,1716,2,,16,,False,False,False
s28_o18_b1,28,18,1,0,0,819,1,,16,,False,False,False
s28_o18_b2,28,18,2,0,0,5933,3,,16,,False,False,False
s28_o19_b1,28,19,1,0,0,819,1,,16,,False,False,False
s28_o19_b2,28,19,2,0,0,5933,3,,16,,False,False,False
s28_o20_b1,28,20,1,0,0,5036,2,,16,,False,False,False
s28_o20_b2,28,20,2,0,0,5933,3,,16,,False,False,False
s28_o21_b1,28,21,1,3,1,1412,2,,16,,False,False,False
s28_o21_b2,28,21,2,3,1,2309,3,,16,,False,False,False
s28_o22_b1,28,22,1,0,0,819,1,,16,,False,False,False
s28_o22_b2,28,22,2,0,0,6078,3,,16,,False,False,False
s28_o23_b1,28,23,1,0,0,5036,2,,16,,False,False,False
s28_o23_b2,28,23,2,0,0,10295,4,,16,,False,False,False
s28_o24_b1,28,24,1,0,0,5244,2,,16,,False,False,False
s28_o24_b2,28,24,2,0,0,10503,4,,16,,False,False,False
s28_o25_b1,28,25,1,1,1,6292,2,,16,,False,False,False
s28_o25_b2,28,25,2,1,1,11406,4,,16,,False,False,False
s28_o26_b1,28,26,1,1,1,6292,2,,16,,False,False,False
s28_o26_b2,28,26,2,1,1,11406,4,,16,,False,False,False
s28_o27_b1,28,27,1,4,1,1592,2,,16,,False,False,False
s28_o27_b2,28,27,2,4,1,5758,4,,16,,False,False,False
s29_o00_b1,29,0,1,4,1,1592,2,,16,,False,False,False
s29_o00_b2,29,0,2,4,1,5758,4,,16,,False,False,False
s29_o01_b1,29,1,1,0,0,5400,3,,16,,False,False,False
s29_o01_b2,29,1,2,4,1,9566,5,,16,,False,False,False
s29_o02_b1,29,2,1,0,0,1183,2,,16,,False,False,False
s29_o02_b2,29,2,2,0,0,2080,3,,16,,False,False,False
