comparison_key,duplicate_ordinal,sample_id,source_index,pair_payload_sha256,session_payload_sha256,query_chars,query_words,query_unique_fraction,query_digits,query_question_marks,score_max,score_second,score_top_gap,score_mean,score_std,score_p90_p50,score_within_001,score_within_003,score_within_005,session_count,session_max_top,session_max_second,session_max_gap,top_session_pairs,top_session_chars,top_session_score_mean,top_session_score_std,top_session_score_range,best_pair_source_position,score_spearman,rank_displacement_mean,rank_displacement_max,pair_selected_count,session_selected_count,selected_count_delta,pair_packed_chars,session_packed_chars,packed_char_delta,pair_slack,session_slack,pair_sessions_touched,session_sessions_touched,session_touch_delta,selected_jaccard,pair_only_count,session_only_count,pair_only_chars,session_only_chars,pair_selected_score_mean,session_selected_score_mean,pair_only_score_mean,session_only_score_mean,pair_unselected_score_mean,session_unselected_score_mean,pair_selected_score_min,session_selected_score_min,pair_unselected_score_max,session_unselected_score_max,pair_frontier_margin,session_frontier_margin,top10_overlap,top25_overlap,top50_overlap,primary_eligible,outcome_class
358a77529591860767876c12160f2e0723cecae455450b0f4a32c09352583d2d,0,conv-44,38,738c404f1d1f74c248d9f17b728336c9d64397ea1dbb5bd25afc18871c701842,e9a5cb9bdf8a7e42037ac9a46364ba796745369d0c2db181c1844339e7130ea4,61,12,1.0,0,1,0.6705273389816284,0.6240324974060059,0.04649484157562256,0.41249150037765503,0.08322557806968689,0.10371488332748413,1,1,2,28,0.6705273389816284,0.6240324974060059,0.04649484157562256,8,2353,0.49106645584106445,0.09339724481105804,0.3474504053592682,1,0.2646055880791368,98.00583090379008,323,68,71,-3,15995,15999,-4,5,1,23,5,18,0.17796610169491525,47,50,11214,11218,0.523243405363139,0.43373580214003443,0.5191146350921468,0.3922615647315979,0.38510557239705867,0.4069461103747873,0.3128443956375122,0.25172075629234314,0.4895375370979309,0.5690010786056519,-0.1766931414604187,-0.3172803223133087,0.1,0.2,0.2,True,BOTH_PASS
35d4f4885068f8ae8558093391feb0c5bd04fdcd2f39d269a489f3991a8f80b5,0,conv-49,39,007f1021cce14cc8bdaa5dd9a8e3c8805d2634b6d2edf383d1f5c9284019e31a,74afe1c1a31e49d0c407ca85db7299463b4edee0fc8c328c9dffdb509b796936,75,13,0.9230769230769231,0,1,0.5703290700912476,0.5641652345657349,0.006163835525512695,0.4181072413921356,0.07290925830602646,0.08110350370407104,3,7,14,25,0.5703290700912476,0.5641652345657349,0.006163835525512695,12,3407,0.410562664270401,0.0875173807144165,0.2984178960323334,6,-0.001755682846286625,86.99230769230769,245,69,64,5,15990,15962,28,10,38,25,7,18,0.14655172413793102,52,47,12354,12326,0.5035172934117524,0.41632990539073944,0.4973016134821452,0.37791711916314796,0.38725228553042984,0.4186875807995699,0.446381151676178,0.21234077215194702,0.475114643573761,0.5390468239784241,-0.028733491897583008,-0.32670605182647705,0.1,0.16,0.26,True,PAIR_GAIN
362436064aff41e32549198912fd9a30d36b142a04aca52b90a3a73dd0fde1c3,0,conv-43,20,44cb19a385c1afdf97b4ecc3cf4bd3bfa358d0318267a98caccefd396fa7187f,33ea4162fee0f68b9729ce30aac90b5b2698a4202522c94e5a28781cefc7a12b,51,9,1.0,0,1,0.5664650201797485,0.5290524959564209,0.03741252422332764,0.32696831226348877,0.06979959458112717,0.09066638350486755,1,1,2,29,0.5664650201797485,0.5290524959564209,0.03741252422332764,12,4079,0.34707751870155334,0.09254604578018188,0.35132670402526855,2,0.13734982959878086,107.95988538681948,327,67,61,6,15983,15997,-14,17,3,24,5,19,0.16363636363636364,49,43,11672,11686,0.42830363850095376,0.3421859225777329,0.4214318923804225,0.2983060517283373,0.3028921970027558,0.32374514603159493,0.3869306445121765,0.2151383012533188,0.3867354393005371,0.48385757207870483,0.0001952052116394043,-0.26871927082538605,0.1,0.2,0.18,True,PAIR_GAIN
36fee9ad3c05c2c4c582980280adfadeda92aec99d529fac73e466804539a509,0,conv-30,87,8109728343857582d011ac638d7cb68d1fcaebed73b07821e2d322a27198bce6,f9ccc321f9eb713288ff9f04d1329e0813fd266e209ca4a9e58d6c4f1abe7ce8,61,12,1.0,5,1,0.5620683431625366,0.5528525114059448,0.009215831756591797,0.39274588227272034,0.07057845592498779,0.09454295039176941,2,5,8,19,0.5620683431625366,0.5528525114059448,0.009215831756591797,7,2156,0.420212984085083,0.0903453454375267,0.2823452949523926,1,0.1381054724352181,56.12765957446808,171,68,57,11,16000,15983,17,0,17,19,8,11,0.2376237623762376,44,33,9458,9441,0.4662681353442809,0.4028161361552121,0.46021891317584296,0.34860359809615393,0.35108329728245735,0.38836419172869385,0.23583802580833435,0.22407427430152893,0.42014384269714355,0.5131450891494751,-0.1843058168888092,-0.28907081484794617,0.3,0.28,0.34,True,BOTH_PASS
3702113afd1a0fc0fec6886f0ffca38460cc3413acd660c57e66cb56c9dbbfc5,0,conv-26,127,8b174c2da7f190bcc5be7ec9ae70197d46ead0afae40e4451fe3fec420114c5e,5de4ae1dc375f22d8f35bfda53c1da42b96f9bb94986b3b18c852c1dcc510d91,42,8,1.0,0,1,0.5566229820251465,0.5355695486068726,0.021053433418273926,0.4195024371147156,0.053292181342840195,0.056559979915618896,1,3,9,19,0.5566229820251465,0.5355695486068726,0.021053433418273926,13,4058,0.41773730516433716,0.0644255131483078,0.22810685634613037,11,0.25557535961373745,61.39252336448598,201,62,54,8,16000,15988,12,0,12,18,6,12,0.22105263157894736,41,33,10653,10641,0.4792548518988394,0.43573794210398636,0.4710808243693375,0.39788975318272907,0.3951298098422979,0.4140230190008879,0.4393059015274048,0.3285161256790161,0.4541218876838684,0.5086846947669983,-0.014815986156463623,-0.18016856908798218,0.0,0.28,0.3,True,BOTH_PASS
371c47e14043a7143713c81cedfb20496b38f0dd1a0758be0bb55305124acbf4,0,conv-26,149,36751253f3ec618e60f8f4260c19536d185e052b6c6d724b50f1ff35c7b8aba3,6345e3cb9d318b012f22a1e03ccf3d3e10763df022e086bbd3ee4ff6008c255a,34,7,1.0,0,1,0.6954655647277832,0.6564651727676392,0.03900039196014404,0.44378069043159485,0.0860525518655777,0.09832429885864258,1,1,2,19,0.6954655647277832,0.6564651727676392,0.03900039196014404,20,4825,0.4806564748287201,0.08703482151031494,0.37450653314590454,15,0.3587647428790519,56.691588785046726,184,66,59,7,15979,15981,-2,21,19,18,5,13,0.3020833333333333,37,30,8924,8926,0.54186463265708,0.494023108381336,0.525186006281827,0.4272059957186381,0.4000405882661407,0.42465618983391795,0.4837653934955597,0.3176160752773285,0.49646103382110596,0.58143150806427,-0.012695640325546265,-0.26381543278694153,0.0,0.32,0.36,True,BOTH_PASS
371d134168257eacc5be6e1298d8d3815b2adab65f8b3c612a047a2195c99a7f,0,conv-50,146,586ce224d8480e6f65f07ec8bdced2379b182c5848ca88c33a0c86c97f5848fc,b389d79b41b71daa0b1bb66a9901abfcc97c51dd3146842552d67083d723b4a7,53,10,1.0,0,1,0.7526724934577942,0.6676201224327087,0.08505237102508545,0.4751698076725006,0.06892930716276169,0.08404570817947388,1,1,1,30,0.7526724934577942,0.6676201224327087,0.08505237102508545,22,5427,0.5259066820144653,0.08304828405380249,0.31632697582244873,20,0.3011690029382326,81.28082191780823,217,54,58,-4,15974,15956,18,26,44,22,5,17,0.21739130434782608,34,38,10641,10623,0.5734405583805509,0.5085505257392752,0.5641207537230324,0.46605910439240306,0.45287311534170344,0.46689598765383417,0.506186842918396,0.4014054536819458,0.5354691743850708,0.6141176819801331,-0.029282331466674805,-0.21271222829818726,0.0,0.24,0.36,True,BOTH_PASS
371ee99176515a8f3664e5fd6d16859e092cc854508d5b8adc0241c39f2bcb93,0,conv-30,66,ab43a6cef36881b0bd40231dcf5c6b04615666bf5c344a5294b3f4c6d7986825,cecd75190c10337f86ce500a4fd22acab71ef6bbac63402d996c8d9b4a8c1aeb,56,11,1.0,0,1,0.7670078277587891,0.7612704038619995,0.005737423896789551,0.5479392409324646,0.08980069309473038,0.13639158010482788,2,4,8,19,0.7670078277587891,0.7612704038619995,0.005737423896789551,11,2368,0.5383807420730591,0.11663296818733215,0.40289148688316345,3,0.28035315036711145,52.223404255319146,176,60,69,-9,15996,15998,-2,4,2,17,8,9,0.3163265306122449,29,38,7905,7907,0.6546930273373922,0.5776775677998861,0.6388387865033643,0.5027498775406888,0.49789834627881646,0.5306959477793268,0.5647730827331543,0.337119996547699,0.5747197866439819,0.7090760469436646,-0.009946703910827637,-0.3719560503959656,0.1,0.32,0.36,True,PAIR_GAIN
376c440cb0a3ac7d5d234006e1ae440861f4810c266f9ff8a86046bfb3ef6ca6,0,conv-44,120,eb329f87ba97b2dff542007a2eebd6551ab2d1070139ef8a61079bd5f15b5637,8939709919d3ae2de004ae4e52a71cfbbcf250c71bfc57e143ac9211fb0282c9,79,13,0.9230769230769231,0,1,0.7452114224433899,0.7390896081924438,0.006121814250946045,0.5401625633239746,0.08972647786140442,0.11103552579879761,2,5,8,28,0.7452114224433899,0.7390896081924438,0.006121814250946045,9,2584,0.6491223573684692,0.09571914374828339,0.33059749007225037,7,0.30091754760660183,92.36734693877551,307,61,62,-1,15985,15987,-2,15,13,20,6,14,0.24242424242424243,37,38,9611,9613,0.6648528028707035,0.5704049857393387,0.6571575451541591,0.5032609818797362,0.5131905051410621,0.533489801811578,0.6301435828208923,0.32471758127212524,0.6304910182952881,0.6947563886642456,-0.00034743547439575195,-0.37003880739212036,0.3,0.36,0.36,True,BOTH_PASS
37927a46acc0b83d435d094405a038c821fa21121039a39a1a4542aeb9d8bd41,0,conv-49,183,de77514ae71208b4633dcb47b0924a2db36cd4f8412a7709d9a9a9b8fab1a70c,900478a583774862201412acb8ef94cf73fbf78861507168a7e4a935afdc237f,82,15,1.0,0,1,0.7864810228347778,0.7565916776657104,0.029889345169067383,0.4483413100242615,0.0693337544798851,0.08756524324417114,1,2,2,25,0.7864810228347778,0.6906585693359375,0.09582245349884033,8,1946,0.5296218395233154,0.15132883191108704,0.4561767876148224,1,0.1256396441522093,80.75384615384615,252,61,65,-4,15959,15992,-33,41,8,22,7,15,0.17757009345794392,42,46,11177,11210,0.5395321064308042,0.46162592401871316,0.5137916278271448,0.4059451073408127,0.4203883396021685,0.4439130923686883,0.48369714617729187,0.3131646513938904,0.48604005575180054,0.5549267530441284,-0.002342909574508667,-0.24176210165023804,0.4,0.32,0.34,True,BOTH_PASS
37a4e7886275e704c8b384f803b66e29beaf81d467cf04cb2267abe2e23f8f17,0,conv-43,238,05e43935544d42c023e2e90f058a5c24bb6dabbd30bb4056dcb53165faf73b7e,812db745f5b4b5c28d5c877c54d088e0c6d00f55718179e8cafd8fb95b3fea52,81,16,1.0,0,1,0.725791335105896,0.6598667502403259,0.06592458486557007,0.400886207818985,0.05570061132311821,0.06746566295623779,1,1,1,29,0.725791335105896,0.5345728993415833,0.19121843576431274,20,5033,0.442218542098999,0.11205174773931503,0.41359883546829224,14,0.15835380110905267,108.51002865329512,334,71,70,1,15977,15991,-14,23,9,25,7,18,0.19491525423728814,48,47,11445,11459,0.47709105006406005,0.429171872990472,0.4645627203087012,0.3929271729702645,0.3814238007012889,0.39378942666728867,0.44244658946990967,0.31219249963760376,0.4415600895881653,0.49323898553848267,0.0008864998817443848,-0.1810464859008789,0.0,0.28,0.34,True,BOTH_PASS
37b0ba1f679fe12c028c67ec2fdc85087329d638a7f996cc9c2db577f2e75eab,0,conv-43,155,f778417114ebd10192c3fa0de31426a6cb9ae97e60e40843f9e34089e775c7f5,6aed3e180db33cccc60d476478e8d267151f2fc3f15643dee17aabbd389d5c7f,55,11,1.0,0,1,0.786846399307251,0.7217202186584473,0.06512618064880371,0.4155334532260895,0.0884610116481781,0.10359525680541992,1,1,1,29,0.786846399307251,0.6000968217849731,0.18674957752227783,10,2157,0.5884657502174377,0.10308713465929031,0.35926398634910583,8,0.2009717382713307,103.55300859598854,326,63,68,-5,15975,15994,-19,25,6,22,5,17,0.22429906542056074,39,44,10154,10173,0.5401683241601974,0.4425882256644614,0.5265710445550772,0.3773105831986124,0.38807892752485673,0.4089863998185697,0.48888248205184937,0.20007646083831787,0.4955294728279114,0.5742378830909729,-0.006646990776062012,-0.37416142225265503,0.5,0.36,0.32,True,BOTH_PASS
37bd6f29df674e82b13cd6938935b2a780c4975206410d4cfe3389a8ed6f183d,0,conv-26,182,3c85f099b0ba61385402a866e6ef74c3b2ff93e6a07191925b35d0a8add8e2b9,0da421d8938300ba4b4864664ba9013971b1ea4870e1025aff2f1838d0b7a85a,58,10,0.9,0,1,0.5491103529930115,0.5354769825935364,0.013633370399475098,0.406627893447876,0.06247397139668465,0.07052221894264221,1,8,13,19,0.5491103529930115,0.5354769825935364,0.013633370399475098,14,3893,0.40056556463241577,0.07262398302555084,0.2935860753059387,1,0.19997197945937928,63.36448598130841,202,70,59,11,15995,15961,34,5,39,19,5,14,0.2524271844660194,44,33,10612,10578,0.47443766466208864,0.4278877902839143,0.46576709909872577,0.37965137759844464,0.37366479966375565,0.3985354067817811,0.4262928366661072,0.25552427768707275,0.4347440004348755,0.5201048851013184,-0.00845116376876831,-0.2645806074142456,0.1,0.08,0.36,True,BOTH_FAIL
37da0d9f0b3eef1ef7977474c0535fd2979b4e53c23fcf251ddf931c40206978,0,conv-43,227,9d2864af5202ac1d457d3e0f07589cce1df58318c0519896fd85e18610885b52,cb1b6d18c41ec5a477467269f1e01f05289581bb65a1c2a05c5bd560217c2562,59,13,0.9230769230769231,0,1,0.6936541795730591,0.6133301854133606,0.08032399415969849,0.3539729416370392,0.0714811459183693,0.0900978147983551,1,1,1,29,0.6936541795730591,0.6133301854133606,0.08032399415969849,8,2279,0.4349329173564911,0.11074569076299667,0.35866135358810425,2,0.31279589823834025,95.7134670487106,306,67,61,6,15977,15990,-13,23,10,22,6,16,0.18518518518518517,47,41,10303,10316,0.4567183718752505,0.3888865152343375,0.44493041266786293,0.3422847782693258,0.32956180082145314,0.34657806013193393,0.4150271415710449,0.24451544880867004,0.41812747716903687,0.4899056553840637,-0.0031003355979919434,-0.24539020657539368,0.3,0.12,0.22,True,BOTH_PASS
386b31965878b1f66f84ab199c97fbcedae19bf9e67b2e98a7b70f589e36d094,0,conv-26,90,337ff601ed67d6623674e8aa9b4fa3d683b56ebb2511ee762d5a6edb1103a668,86fdd58377d5fb2e0ce9ae71df3c0fc3d52a16a3a9606e926d7a340eb91ac06a,47,9,1.0,0,1,0.7360606789588928,0.5994787216186523,0.13658195734024048,0.33969244360923767,0.08482261002063751,0.12282484769821167,1,1,1,19,0.7360606789588928,0.5062026977539062,0.22985798120498657,12,4552,0.4214700758457184,0.1493217647075653,0.5114900469779968,8,0.28337858300200963,60.41121495327103,197,69,59,10,15947,15989,-42,53,11,19,6,13,0.29292929292929293,40,30,9632,9674,0.4373968856922094,0.3822078646744712,0.42360292598605154,0.3104665314157804,0.2931986380240013,0.3235091845835409,0.3803163766860962,0.20916396379470825,0.37903374433517456,0.48143139481544495,0.0012826323509216309,-0.2722674310207367,0.3,0.28,0.36,True,BOTH_PASS
387f37bd39fe6529c90c677beb5e372744e9ac0cb1594794d79b0a0e2518beba,0,conv-50,116,bcabc472ad1daf9d09cc1743591c126d85e821c479192a50b02eefd16d1ca058,5ea93be2b8fcd2a9babb516287811b6829c68ed77da33efad5c6be2d43f840a2,42,9,1.0,0,1,0.6647837162017822,0.6361826658248901,0.02860105037689209,0.41043680906295776,0.09044957160949707,0.15847182273864746,1,2,4,30,0.6647837162017822,0.6361826658248901,0.02860105037689209,14,3509,0.47845545411109924,0.11397196352481842,0.33948180079460144,10,0.24171668020137943,84.82191780821918,244,45,59,-14,15997,15976,21,3,24,23,5,18,0.15555555555555556,31,45,11553,11532,0.5727505922317505,0.44418610910237843,0.5605907709367813,0.39581150412559507,0.3808654800721026,0.40189085747295183,0.4435548186302185,0.2952706813812256,0.5268101692199707,0.6090515851974487,-0.0832553505897522,-0.31378090381622314,0.2,0.32,0.28,True,BOTH_PASS
388d15454380a755e7af67d0e4b0d15f813f61dc7dffb89c3d4a775acf9f7c5a,0,conv-26,10,17e69b7f12f5c812adc22b76b7b65c47e5d7943664af779a95b60c58337559ad,d5064624f2eb411542163da829cf2403ca5634ec82fcf870f7cb2d0229aed906,59,11,1.0,0,1,0.6401920318603516,0.6130036115646362,0.027188420295715332,0.43846985697746277,0.0721883624792099,0.08753454685211182,1,2,5,19,0.6401920318603516,0.6130036115646362,0.027188420295715332,20,4825,0.45681071281433105,0.08144186437129974,0.3808661997318268,19,0.318133225561787,56.86915887850467,208,66,55,11,15993,15981,12,7,19,18,5,13,0.2736842105263158,40,29,9890,9878,0.5213401055697239,0.462352734262293,0.5153759144246578,0.4012410342693329,0.4015142067864135,0.4302084854563827,0.4449416995048523,0.2593258321285248,0.4764939248561859,0.5889557003974915,-0.03155222535133362,-0.3296298682689667,0.0,0.12,0.42,True,BOTH_PASS
38c6044542ce1e7de4aaf10d09a3fe50cf49d72a353d00b399341788b248a035,0,conv-44,59,919df144d9737c4dfd91054756a74c89315f19b106d57bb528f9cd5dab3fcee7,403a0d05f54401e3fc504b725f3b1b31e5dce09fd4770b1fa20e421ef4edf2d0,77,15,1.0,4,1,0.6258080005645752,0.6014374494552612,0.024370551109313965,0.4058728516101837,0.0805695503950119,0.11936873197555542,1,4,5,28,0.6258080005645752,0.6014374494552612,0.024370551109313965,11,2506,0.4837646186351776,0.07614206522703171,0.27598753571510315,1,0.359521079281873,91.27696793002916,276,66,76,-10,15997,15979,18,3,21,25,6,19,0.23478260869565218,39,49,10456,10438,0.5253825277993174,0.44919747663171666,0.5172062386304904,0.40071029991519697,0.3773976465424906,0.3935407741685932,0.434678316116333,0.27771902084350586,0.48079314827919006,0.5662562847137451,-0.046114832162857056,-0.28853726387023926,0.2,0.24,0.36,True,PAIR_GAIN
398ba7ff90b72439f9fe29c9c2cb3acbbae736c7424be5fd09b1bd7f4efefd2a,0,conv-49,106,476aef6a5065ca2969c29b5b42fa2b96924bbf24ba0581a921461ee0236ba4bd,07481673eed0b3490552aad5f1dfa80c48071079c505f68ce45bb55d2223750f,80,16,1.0,0,1,0.779555082321167,0.7267729043960571,0.05278217792510986,0.4471499025821686,0.08469089865684509,0.1295005977153778,1,1,1,25,0.779555082321167,0.7267729043960571,0.05278217792510986,17,3677,0.49510642886161804,0.1344168782234192,0.5230833292007446,7,0.4334923780379643,63.261538461538464,256,62,65,-3,15996,15985,11,4,15,17,7,10,0.3229166666666667,31,34,7977,7966,0.5631719255639661,0.5082105480707608,0.5171452491514145,0.41613320480374727,0.4108197663468544,0.42679634613868517,0.4755841791629791,0.25647178292274475,0.4831801652908325,0.5951274633407593,-0.0075959861278533936,-0.3386556804180145,0.3,0.28,0.4,True,BOTH_PASS
39d7b548b88bbda6fc80a5c6293ceababf3dfc188bd14927feee9ed709c5a612,0,conv-26,142,d398aa7a2e6e3f3017eb70f5342106f1bf67e7f350983fb2559d8d5d843726e3,114b3e2b87e7a48bcbe9c647e3e6bddcae9c79a5cbbb7b327f5faf8e53c18fa3,73,11,1.0,0,1,0.7857660055160522,0.7679865956306458,0.017779409885406494,0.5680970549583435,0.07674103230237961,0.11247676610946655,1,2,4,19,0.7857660055160522,0.7679865956306458,0.017779409885406494,20,4825,0.6011885404586792,0.07485928386449814,0.31535604596138,19,0.278069033348955,59.728971962616825,186,70,56,14,15996,15997,-1,4,3,18,5,13,0.21153846153846154,48,34,11073,11074,0.6555651324135917,0.5821194409259728,0.6519271408518156,0.5294597701114767,0.5255778491910961,0.5631270940545239,0.5739722847938538,0.3798837661743164,0.6026766300201416,0.7211657166481018,-0.028704345226287842,-0.3412819504737854,0.0,0.08,0.26,True,BOTH_PASS
39f0b7ec6a46da2d02c22b3c871ac855b7c59d8a70cbe7753f13163d208552a6,0,conv-50,81,cd31da34416c54fa5faf1a787ffdcbc35e74c1ec2035b519f58bb142f07ec503,e6b1b173eb368ba9625b0ddb9d8514efea883a1b3b9e414fe346baf327e96af0,57,10,1.0,0,1,0.6706095933914185,0.5446865558624268,0.1259230375289917,0.41713476181030273,0.056939102709293365,0.0600590705871582,1,1,1,30,0.6706095933914185,0.5446865558624268,0.1259230375289917,9,2421,0.46666383743286133,0.08577784150838852,0.2976970672607422,2,0.1613529150920855,90.5958904109589,244,72,62,10,15987,15989,-2,13,11,25,7,18,0.2523364485981308,45,35,10194,10196,0.48457472895582515,0.4442880278633487,0.47452329794565834,0.40028644715036665,0.3950635039670901,0.4098151896958766,0.4477495551109314,0.3024919629096985,0.44976240396499634,0.5137848258018494,-0.0020128488540649414,-0.21129286289215088,0.2,0.2,0.36,True,BOTH_PASS
3a11f9a23ef95b0ba4fde46993529288fa92dac23d79ab35217b521689668069,0,conv-26,95,0e1b0e491fe064e7544b0d01a1eecaa0079e9041a96209e722f217a4af5a50c0,f75adce2298d70927095441e60fc2c83eec1b29699080ddb189de673449cb95b,49,9,1.0,0,1,0.7025179862976074,0.7000777125358582,0.0024402737617492676,0.420462042093277,0.09555225074291229,0.12059059739112854,2,2,4,19,0.7025179862976074,0.7000777125358582,0.0024402737617492676,9,3145,0.4315214455127716,0.1249350905418396,0.44437986612319946,4,0.3974538617036261,52.80373831775701,202,66,58,8,15930,15981,-51,70,19,19,6,13,0.34782608695652173,34,26,8333,8384,0.529792275392648,0.4859887382079815,0.5027380813570583,0.3966981310110826,0.37170668620918246,0.3960995699923772,0.45587050914764404,0.25813812017440796,0.47170963883399963,0.5674439668655396,-0.01583912968635559,-0.3093058466911316,0.1,0.28,0.52,True,BOTH_PASS
3a26dd8f723118e5e1a0d8e1f841cf35e84e759a0a0f039edc9a7dfcffce63df,0,conv-49,174,275d5d908d0946b2723bfdd69c86d0f75780d64c43dc107dfb948f185463ba70,2bf118cce4b715e19a91fe73b091220b741db91147bd6b19edb0d421d5ef7465,70,13,1.0,0,1,0.7212396860122681,0.676322340965271,0.04491734504699707,0.491269052028656,0.0780135914683342,0.08391013741493225,1,1,2,25,0.7212396860122681,0.6609160900115967,0.06032359600067139,10,3226,0.5113105177879333,0.11053835600614548,0.3553420901298523,2,0.23206040430158775,75.25384615384615,239,57,61,-4,15998,15983,15,2,17,23,7,16,0.1919191919191919,38,42,9665,9650,0.585043071654805,0.5185023301937541,0.5713856204559928,0.4760438246386392,0.46493839101838363,0.4829211372825968,0.3068993091583252,0.36589759588241577,0.5505200028419495,0.6258443593978882,-0.24362069368362427,-0.2599467635154724,0.2,0.24,0.32,True,BOTH_PASS
3a579683ad23dc8d20b93ebdcb6e2849e2b2a626c2b068f005d664c963c1cdfc,0,conv-43,163,60ac9764d88ec22696745b9fb088a8fd1749e0787a303c910de316ff38d57a76,6620f4d024701b6245efdba7546b4d7cfe994e645f75c96d623eea6542bdca30,31,5,1.0,0,1,0.6616929769515991,0.655001163482666,0.0066918134689331055,0.37598922848701477,0.08058566600084305,0.1128406822681427,2,2,2,29,0.6616929769515991,0.5923388004302979,0.06935417652130127,20,5033,0.4292393624782562,0.1133788526058197,0.4063951373100281,3,0.19326501747277153,103.74785100286533,317,85,72,13,15972,15994,-22,28,6,28,7,21,0.21705426356589147,57,44,10836,10858,0.48381174276856814,0.4150575515296724,0.4700912624074702,0.35353062572804367,0.3412736291912469,0.36583426906744065,0.4321103096008301,0.2140798568725586,0.43271151185035706,0.5304981470108032,-0.0006012022495269775,-0.31641829013824463,0.4,0.2,0.3,True,BOTH_PASS
3ab1af9587c257c5eb6374af195c194738bb7458a5fcefd5c77191ccb8147dec,0,conv-50,180,98ffc038acdba17eeaa327e59437d71f7a3d28f3b66173bce1dbb5dbfd2a6be7,8c414d04d62ca648d5be66c287ba9d2b5221defff7e74574e9b85c446f813c75,60,11,1.0,0,1,0.563318133354187,0.5414631366729736,0.02185499668121338,0.38376495242118835,0.05253886803984642,0.05212527513504028,1,2,2,30,0.563318133354187,0.5414631366729736,0.02185499668121338,11,2553,0.4382561445236206,0.06828120350837708,0.23617351055145264,5,0.3225922334717077,79.37671232876713,250,64,60,4,15997,15978,19,3,22,25,6,19,0.20388349514563106,43,39,11064,11045,0.4471759987063706,0.40972232818603516,0.43838115209756895,0.37985808497820145,0.36596534479605525,0.37705182258425085,0.4219532608985901,0.2685489058494568,0.4227128028869629,0.4671693742275238,-0.0007595419883728027,-0.19862046837806702,0.4,0.24,0.28,True,BOTH_PASS
3abda0baf8361f27a8ee0d5c9be8dc3de5e3f5226d7ed4bca2ba67bbc1374911,0,conv-49,132,c3d8b9ee84cf42b1fba0a6dcd8c6bb128096e375b3108bfdf18231dc71b005c7,771a929e77dc3fde7b5088ad46e5421e06a3135916187fdae5cd0a01911a59fc,39,7,1.0,0,1,0.860550045967102,0.7405439019203186,0.12000614404678345,0.5977938175201416,0.06965924799442291,0.07190889120101929,1,1,1,25,0.860550045967102,0.7405439019203186,0.12000614404678345,8,1946,0.6570924520492554,0.11040233820676804,0.3820926249027252,5,0.30041175497163713,71.5,243,74,69,5,15998,15992,6,2,8,25,8,17,0.23275862068965517,47,42,10184,10178,0.6758534892185314,0.6217868898225867,0.6679063642278631,0.5781365789118267,0.5667378038808863,0.5891261483050142,0.6387728452682495,0.42607516050338745,0.6387709379196167,0.714958667755127,1.9073486328125e-06,-0.2888835072517395,0.2,0.16,0.34,True,BOTH_PASS
3abebe0a7610321d84a2128f3a24df60e53ef9c6a4fdc2f876fc72e23b9a1359,0,conv-44,90,9667baed8ae5c1cb69c02c1be28101fa028078a9463ba3b331370c4f3ee6f2cf,03fe9e86814dbb50034777420328990578c21092070faa30ac292816e3a216b9,50,8,1.0,0,1,0.6787257790565491,0.6745399832725525,0.004185795783996582,0.4954507350921631,0.09371303766965866,0.11937648057937622,4,9,23,28,0.6787257790565491,0.6745399832725525,0.004185795783996582,14,3632,0.4634937345981598,0.10079488903284073,0.36768460273742676,5,0.2548901455172713,97.2069970845481,333,61,66,-5,15997,15987,10,3,13,20,6,14,0.20952380952380953,39,44,10589,10579,0.6246890161858231,0.5318833548914302,0.6145220826833676,0.47646892409433017,0.4674949568319828,0.48677005917371824,0.5783427953720093,0.3110411763191223,0.5964394807815552,0.6508220434188843,-0.0180966854095459,-0.33978086709976196,0.1,0.16,0.32,True,BOTH_FAIL
3b0ee3a5f1d362387b63ef09b78cdff4322302e75d95b5628068f0cd534ec995,0,conv-44,46,2a577ea075335ae9c7cc6a56d6111855f649a832288b5002503eaf62c4633c89,f1f3f513e9cfc36ddd4be9f01b11eb04c3d336079a3f46c45cbe3800149efabf,52,10,1.0,4,1,0.6895830631256104,0.6479339003562927,0.04164916276931763,0.4231370687484741,0.08232591301202774,0.1148618757724762,1,1,2,28,0.6895830631256104,0.6479339003562927,0.04164916276931763,12,2144,0.4774949252605438,0.08957177400588989,0.33192384243011475,6,0.27650118279741387,96.43731778425656,300,64,62,2,15992,15984,8,8,16,22,7,15,0.2,43,41,10661,10653,0.5441972413100302,0.45876833171613757,0.5365260950354642,0.40696671241667215,0.39536699807558434,0.4152753713186101,0.49169275164604187,0.29139453172683716,0.5018718838691711,0.5788664817810059,-0.010179132223129272,-0.2874719500541687,0.2,0.2,0.3,True,PAIR_GAIN
