0.00.085.544 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.136.913 W srv  llama_server: -----------------
0.00.136.917 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.136.918 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.136.918 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.136.918 W srv  llama_server: -----------------
0.00.141.225 I srv    load_model: loading model 'C:\Users\muzaf\.cache\huggingface\hub\models--unsloth--Qwen3.8-27B-GGUF\snapshots\f1bfb127c64f7072bdd2cad55f258b9c8b2910fe\Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.919.602 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.919.613 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.919.626 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.919.631 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.919.635 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.00.919.652 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.919.657 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.919.662 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.919.666 W model has unused tensor blk.64.ffn_gate.weight (size = 47349760 bytes) -- ignoring
0.00.919.671 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.919.676 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.919.682 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.919.688 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.919.693 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.919.707 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.06.320.771 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 65536, kv_unified = 'false'
0.06.324.895 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.06.324.910 I srv  llama_server: model loaded
0.06.324.913 I srv  llama_server: listening on http://127.0.0.1:8097
0.06.697.227 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
338.22.168.426 I slot print_timing: id  0 | task 12834 |    graphs reused =       8385
338.22.168.598 I slot      release: id  0 | task 12834 | stop processing: n_tokens = 13678, truncated = 0
338.22.186.471 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 20299669839
338.22.187.027 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 903.392 MiB)
338.22.349.519 I slot launch_slot_: id  0 | task 12839 | processing task, is_child = 0
338.22.636.473 I slot print_timing: id  0 | task 12839 | prompt eval time =     220.71 ms /   468 tokens (    0.47 ms per token,  2120.40 tokens per second)
338.22.636.480 I slot print_timing: id  0 | task 12839 |        eval time =      66.20 ms /     4 tokens (   16.55 ms per token,    60.42 tokens per second)
338.22.636.481 I slot print_timing: id  0 | task 12839 |       total time =     286.91 ms /   472 tokens
338.22.636.482 I slot print_timing: id  0 | task 12839 |    graphs reused =       8387
338.22.636.523 I slot      release: id  0 | task 12839 | stop processing: n_tokens = 471, truncated = 0
338.22.640.839 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.994
338.22.640.985 I slot launch_slot_: id  0 | task 12845 | processing task, is_child = 0
338.22.781.366 I slot print_timing: id  0 | task 12845 | prompt eval time =      74.27 ms /     4 tokens (   18.57 ms per token,    53.86 tokens per second)
338.22.781.373 I slot print_timing: id  0 | task 12845 |        eval time =      66.09 ms /     4 tokens (   16.52 ms per token,    60.52 tokens per second)
338.22.781.374 I slot print_timing: id  0 | task 12845 |       total time =     140.36 ms /     8 tokens
338.22.781.374 I slot print_timing: id  0 | task 12845 |    graphs reused =       8389
338.22.781.412 I slot      release: id  0 | task 12845 | stop processing: n_tokens = 471, truncated = 0
338.22.809.354 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.994
338.22.809.465 I slot launch_slot_: id  0 | task 12850 | processing task, is_child = 0
338.22.944.397 I slot print_timing: id  0 | task 12850 | prompt eval time =      69.52 ms /     4 tokens (   17.38 ms per token,    57.53 tokens per second)
338.22.944.405 I slot print_timing: id  0 | task 12850 |        eval time =      65.39 ms /     4 tokens (   16.35 ms per token,    61.17 tokens per second)
338.22.944.406 I slot print_timing: id  0 | task 12850 |       total time =     134.91 ms /     8 tokens
338.22.944.406 I slot print_timing: id  0 | task 12850 |    graphs reused =       8391
338.22.944.446 I slot      release: id  0 | task 12850 | stop processing: n_tokens = 471, truncated = 0
338.22.947.876 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.994
338.22.948.015 I slot launch_slot_: id  0 | task 12855 | processing task, is_child = 0
338.23.085.677 I slot print_timing: id  0 | task 12855 | prompt eval time =      73.14 ms /     4 tokens (   18.29 ms per token,    54.69 tokens per second)
338.23.085.684 I slot print_timing: id  0 | task 12855 |        eval time =      64.50 ms /     4 tokens (   16.12 ms per token,    62.02 tokens per second)
338.23.085.685 I slot print_timing: id  0 | task 12855 |       total time =     137.64 ms /     8 tokens
338.23.085.686 I slot print_timing: id  0 | task 12855 |    graphs reused =       8393
338.23.085.720 I slot      release: id  0 | task 12855 | stop processing: n_tokens = 471, truncated = 0
338.23.102.265 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.994
338.23.102.480 I slot launch_slot_: id  0 | task 12860 | processing task, is_child = 0
338.23.239.823 I slot print_timing: id  0 | task 12860 | prompt eval time =      70.91 ms /     4 tokens (   17.73 ms per token,    56.41 tokens per second)
338.23.239.829 I slot print_timing: id  0 | task 12860 |        eval time =      66.40 ms /     4 tokens (   16.60 ms per token,    60.24 tokens per second)
338.23.239.830 I slot print_timing: id  0 | task 12860 |       total time =     137.31 ms /     8 tokens
338.23.239.830 I slot print_timing: id  0 | task 12860 |    graphs reused =       8395
338.23.239.868 I slot      release: id  0 | task 12860 | stop processing: n_tokens = 471, truncated = 0
338.23.253.816 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.143 (> 0.100 thold), f_keep = 0.028
338.23.253.876 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 464.061 MiB)
338.23.347.941 I slot launch_slot_: id  0 | task 12865 | processing task, is_child = 0
338.23.556.549 I slot print_timing: id  0 | task 12865 | prompt eval time =     104.39 ms /    91 tokens (    1.15 ms per token,   871.74 tokens per second)
338.23.556.559 I slot print_timing: id  0 | task 12865 |        eval time =     104.17 ms /     6 tokens (   17.36 ms per token,    57.60 tokens per second)
338.23.556.560 I slot print_timing: id  0 | task 12865 |       total time =     208.56 ms /    97 tokens
338.23.556.561 I slot print_timing: id  0 | task 12865 |    graphs reused =       8399
338.23.556.598 I slot      release: id  0 | task 12865 | stop processing: n_tokens = 96, truncated = 0
338.23.573.244 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.948
338.23.573.399 I slot launch_slot_: id  0 | task 12873 | processing task, is_child = 0
338.23.744.304 I slot print_timing: id  0 | task 12873 | prompt eval time =      68.71 ms /     4 tokens (   17.18 ms per token,    58.22 tokens per second)
338.23.744.313 I slot print_timing: id  0 | task 12873 |        eval time =     102.16 ms /     6 tokens (   17.03 ms per token,    58.73 tokens per second)
338.23.744.314 I slot print_timing: id  0 | task 12873 |       total time =     170.87 ms /    10 tokens
338.23.744.315 I slot print_timing: id  0 | task 12873 |    graphs reused =       8403
338.23.744.353 I slot      release: id  0 | task 12873 | stop processing: n_tokens = 96, truncated = 0
338.23.747.868 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.948
338.23.747.990 I slot launch_slot_: id  0 | task 12880 | processing task, is_child = 0
338.23.927.074 I slot print_timing: id  0 | task 12880 | prompt eval time =      78.79 ms /     4 tokens (   19.70 ms per token,    50.77 tokens per second)
338.23.927.083 I slot print_timing: id  0 | task 12880 |        eval time =     100.27 ms /     6 tokens (   16.71 ms per token,    59.84 tokens per second)
338.23.927.084 I slot print_timing: id  0 | task 12880 |       total time =     179.06 ms /    10 tokens
338.23.927.085 I slot print_timing: id  0 | task 12880 |    graphs reused =       8407
338.23.927.118 I slot      release: id  0 | task 12880 | stop processing: n_tokens = 96, truncated = 0
338.23.946.738 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.948
338.23.946.864 I slot launch_slot_: id  0 | task 12887 | processing task, is_child = 0
338.24.123.676 I slot print_timing: id  0 | task 12887 | prompt eval time =      74.83 ms /     4 tokens (   18.71 ms per token,    53.45 tokens per second)
338.24.123.686 I slot print_timing: id  0 | task 12887 |        eval time =     101.95 ms /     6 tokens (   16.99 ms per token,    58.85 tokens per second)
338.24.123.686 I slot print_timing: id  0 | task 12887 |       total time =     176.78 ms /    10 tokens
338.24.123.687 I slot print_timing: id  0 | task 12887 |    graphs reused =       8411
338.24.123.723 I slot      release: id  0 | task 12887 | stop processing: n_tokens = 96, truncated = 0
338.24.127.451 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.948
338.24.127.619 I slot launch_slot_: id  0 | task 12894 | processing task, is_child = 0
338.24.302.228 I slot print_timing: id  0 | task 12894 | prompt eval time =      73.46 ms /     4 tokens (   18.36 ms per token,    54.45 tokens per second)
338.24.302.239 I slot print_timing: id  0 | task 12894 |        eval time =     101.12 ms /     6 tokens (   16.85 ms per token,    59.34 tokens per second)
338.24.302.240 I slot print_timing: id  0 | task 12894 |       total time =     174.58 ms /    10 tokens
338.24.302.240 I slot print_timing: id  0 | task 12894 |    graphs reused =       8415
338.24.302.274 I slot      release: id  0 | task 12894 | stop processing: n_tokens = 96, truncated = 0
338.24.315.482 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 20301803513
338.24.439.940 I slot launch_slot_: id  0 | task 12901 | processing task, is_child = 0
338.27.744.048 I slot print_timing: id  0 | task 12901 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.30 s / 3099.22 tokens per second
338.28.447.446 I slot print_timing: id  0 | task 12901 | prompt processing, n_tokens =  12288, progress = 0.90, t =   4.01 s / 3066.28 tokens per second
338.28.761.030 I slot print_timing: id  0 | task 12901 | prompt processing, n_tokens =  13144, progress = 0.96, t =   4.32 s / 3041.85 tokens per second
338.28.932.031 I slot print_timing: id  0 | task 12901 | prompt processing, n_tokens =  13656, progress = 1.00, t =   4.49 s / 3040.04 tokens per second
338.29.170.503 I slot print_timing: id  0 | task 12901 | prompt eval time =    4607.81 ms / 13660 tokens (    0.34 ms per token,  2964.53 tokens per second)
338.29.170.509 I slot print_timing: id  0 | task 12901 |        eval time =     122.71 ms /     7 tokens (   17.53 ms per token,    57.04 tokens per second)
338.29.170.510 I slot print_timing: id  0 | task 12901 |       total time =    4730.52 ms / 13667 tokens
338.29.170.511 I slot print_timing: id  0 | task 12901 |    graphs reused =       8420
338.29.170.696 I slot      release: id  0 | task 12901 | stop processing: n_tokens = 13666, truncated = 0
338.29.194.766 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
338.29.194.908 I slot launch_slot_: id  0 | task 12917 | processing task, is_child = 0
338.29.389.895 I slot print_timing: id  0 | task 12917 | prompt eval time =      73.37 ms /     4 tokens (   18.34 ms per token,    54.52 tokens per second)
338.29.389.903 I slot print_timing: id  0 | task 12917 |        eval time =     121.60 ms /     7 tokens (   17.37 ms per token,    57.57 tokens per second)
338.29.389.904 I slot print_timing: id  0 | task 12917 |       total time =     194.97 ms /    11 tokens
338.29.389.905 I slot print_timing: id  0 | task 12917 |    graphs reused =       8425
338.29.390.095 I slot      release: id  0 | task 12917 | stop processing: n_tokens = 13666, truncated = 0
338.29.402.751 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
338.29.402.901 I slot launch_slot_: id  0 | task 12925 | processing task, is_child = 0
338.29.592.100 I slot print_timing: id  0 | task 12925 | prompt eval time =      70.25 ms /     4 tokens (   17.56 ms per token,    56.94 tokens per second)
338.29.592.108 I slot print_timing: id  0 | task 12925 |        eval time =     118.92 ms /     7 tokens (   16.99 ms per token,    58.86 tokens per second)
338.29.592.109 I slot print_timing: id  0 | task 12925 |       total time =     189.18 ms /    11 tokens
338.29.592.110 I slot print_timing: id  0 | task 12925 |    graphs reused =       8430
338.29.592.293 I slot      release: id  0 | task 12925 | stop processing: n_tokens = 13666, truncated = 0
338.29.607.763 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
338.29.607.909 I slot launch_slot_: id  0 | task 12933 | processing task, is_child = 0
338.29.796.692 I slot print_timing: id  0 | task 12933 | prompt eval time =      69.93 ms /     4 tokens (   17.48 ms per token,    57.20 tokens per second)
338.29.796.699 I slot print_timing: id  0 | task 12933 |        eval time =     118.83 ms /     7 tokens (   16.98 ms per token,    58.91 tokens per second)
338.29.796.700 I slot print_timing: id  0 | task 12933 |       total time =     188.76 ms /    11 tokens
338.29.796.701 I slot print_timing: id  0 | task 12933 |    graphs reused =       8435
338.29.796.875 I slot      release: id  0 | task 12933 | stop processing: n_tokens = 13666, truncated = 0
338.29.809.453 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
338.29.809.687 I slot launch_slot_: id  0 | task 12941 | processing task, is_child = 0
338.29.997.043 I slot print_timing: id  0 | task 12941 | prompt eval time =      70.34 ms /     4 tokens (   17.59 ms per token,    56.86 tokens per second)
338.29.997.050 I slot print_timing: id  0 | task 12941 |        eval time =     116.98 ms /     7 tokens (   16.71 ms per token,    59.84 tokens per second)
338.29.997.051 I slot print_timing: id  0 | task 12941 |       total time =     187.33 ms /    11 tokens
338.29.997.051 I slot print_timing: id  0 | task 12941 |    graphs reused =       8440
338.29.997.316 I slot      release: id  0 | task 12941 | stop processing: n_tokens = 13666, truncated = 0
338.30.001.385 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 20307498557
338.30.120.320 I slot launch_slot_: id  0 | task 12949 | processing task, is_child = 0
338.30.434.755 I slot print_timing: id  0 | task 12949 | prompt eval time =     202.28 ms /   452 tokens (    0.45 ms per token,  2234.52 tokens per second)
338.30.434.762 I slot print_timing: id  0 | task 12949 |        eval time =     112.12 ms /     7 tokens (   16.02 ms per token,    62.43 tokens per second)
338.30.434.763 I slot print_timing: id  0 | task 12949 |       total time =     314.40 ms /   459 tokens
338.30.434.764 I slot print_timing: id  0 | task 12949 |    graphs reused =       8445
338.30.434.808 I slot      release: id  0 | task 12949 | stop processing: n_tokens = 458, truncated = 0
338.30.438.497 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.987
338.30.438.627 I slot launch_slot_: id  0 | task 12958 | processing task, is_child = 0
338.30.618.833 I slot print_timing: id  0 | task 12958 | prompt eval time =      64.89 ms /     4 tokens (   16.22 ms per token,    61.64 tokens per second)
338.30.618.841 I slot print_timing: id  0 | task 12958 |        eval time =     115.28 ms /     7 tokens (   16.47 ms per token,    60.72 tokens per second)
338.30.618.843 I slot print_timing: id  0 | task 12958 |       total time =     180.18 ms /    11 tokens
338.30.618.843 I slot print_timing: id  0 | task 12958 |    graphs reused =       8450
338.30.618.895 I slot      release: id  0 | task 12958 | stop processing: n_tokens = 458, truncated = 0
338.30.622.744 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.987
338.30.622.879 I slot launch_slot_: id  0 | task 12966 | processing task, is_child = 0
338.30.810.028 I slot print_timing: id  0 | task 12966 | prompt eval time =      70.61 ms /     4 tokens (   17.65 ms per token,    56.65 tokens per second)
338.30.810.036 I slot print_timing: id  0 | task 12966 |        eval time =     116.52 ms /     7 tokens (   16.65 ms per token,    60.08 tokens per second)
338.30.810.037 I slot print_timing: id  0 | task 12966 |       total time =     187.12 ms /    11 tokens
338.30.810.038 I slot print_timing: id  0 | task 12966 |    graphs reused =       8455
338.30.810.087 I slot      release: id  0 | task 12966 | stop processing: n_tokens = 458, truncated = 0
338.30.823.614 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.987
338.30.823.748 I slot launch_slot_: id  0 | task 12974 | processing task, is_child = 0
338.31.009.355 I slot print_timing: id  0 | task 12974 | prompt eval time =      69.56 ms /     4 tokens (   17.39 ms per token,    57.51 tokens per second)
338.31.009.361 I slot print_timing: id  0 | task 12974 |        eval time =     116.03 ms /     7 tokens (   16.58 ms per token,    60.33 tokens per second)
338.31.009.362 I slot print_timing: id  0 | task 12974 |       total time =     185.58 ms /    11 tokens
338.31.009.363 I slot print_timing: id  0 | task 12974 |    graphs reused =       8460
338.31.009.409 I slot      release: id  0 | task 12974 | stop processing: n_tokens = 458, truncated = 0
338.31.013.450 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.987
338.31.013.588 I slot launch_slot_: id  0 | task 12982 | processing task, is_child = 0
338.31.193.286 I slot print_timing: id  0 | task 12982 | prompt eval time =      67.33 ms /     4 tokens (   16.83 ms per token,    59.41 tokens per second)
338.31.193.292 I slot print_timing: id  0 | task 12982 |        eval time =     112.34 ms /     7 tokens (   16.05 ms per token,    62.31 tokens per second)
338.31.193.293 I slot print_timing: id  0 | task 12982 |       total time =     179.67 ms /    11 tokens
338.31.193.294 I slot print_timing: id  0 | task 12982 |    graphs reused =       8465
338.31.193.342 I slot      release: id  0 | task 12982 | stop processing: n_tokens = 458, truncated = 0
338.31.222.433 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 20308694581
338.31.222.557 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 901.299 MiB)
338.31.371.402 I slot launch_slot_: id  0 | task 12990 | processing task, is_child = 0
338.34.644.079 I slot print_timing: id  0 | task 12990 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.27 s / 3128.97 tokens per second
338.35.339.851 I slot print_timing: id  0 | task 12990 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.97 s / 3096.45 tokens per second
338.35.681.781 I slot print_timing: id  0 | task 12990 | prompt processing, n_tokens =  13158, progress = 0.96, t =   4.31 s / 3052.66 tokens per second
338.35.845.352 I slot print_timing: id  0 | task 12990 | prompt processing, n_tokens =  13670, progress = 1.00, t =   4.47 s / 3055.49 tokens per second
338.36.077.189 I slot print_timing: id  0 | task 12990 | prompt eval time =    4588.07 ms / 13674 tokens (    0.34 ms per token,  2980.34 tokens per second)
338.36.077.197 I slot print_timing: id  0 | task 12990 |        eval time =     117.68 ms /     7 tokens (   16.81 ms per token,    59.48 tokens per second)
338.36.077.198 I slot print_timing: id  0 | task 12990 |       total time =    4705.75 ms / 13681 tokens
338.36.077.199 I slot print_timing: id  0 | task 12990 |    graphs reused =       8470
338.36.077.387 I slot      release: id  0 | task 12990 | stop processing: n_tokens = 13680, truncated = 0
338.36.090.465 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
338.36.090.623 I slot launch_slot_: id  0 | task 13006 | processing task, is_child = 0
338.36.276.974 I slot print_timing: id  0 | task 13006 | prompt eval time =      69.56 ms /     4 tokens (   17.39 ms per token,    57.51 tokens per second)
338.36.276.981 I slot print_timing: id  0 | task 13006 |        eval time =     116.77 ms /     7 tokens (   16.68 ms per token,    59.95 tokens per second)
338.36.276.982 I slot print_timing: id  0 | task 13006 |       total time =     186.33 ms /    11 tokens
338.36.276.983 I slot print_timing: id  0 | task 13006 |    graphs reused =       8475
338.36.277.164 I slot      release: id  0 | task 13006 | stop processing: n_tokens = 13680, truncated = 0
338.36.290.143 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
338.36.290.282 I slot launch_slot_: id  0 | task 13014 | processing task, is_child = 0
338.36.477.370 I slot print_timing: id  0 | task 13014 | prompt eval time =      69.71 ms /     4 tokens (   17.43 ms per token,    57.38 tokens per second)
338.36.477.378 I slot print_timing: id  0 | task 13014 |        eval time =     117.36 ms /     7 tokens (   16.77 ms per token,    59.65 tokens per second)
338.36.477.379 I slot print_timing: id  0 | task 13014 |       total time =     187.07 ms /    11 tokens
338.36.477.380 I slot print_timing: id  0 | task 13014 |    graphs reused =       8480
338.36.477.567 I slot      release: id  0 | task 13014 | stop processing: n_tokens = 13680, truncated = 0
338.36.490.851 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
338.36.490.989 I slot launch_slot_: id  0 | task 13022 | processing task, is_child = 0
338.36.681.610 I slot print_timing: id  0 | task 13022 | prompt eval time =      72.12 ms /     4 tokens (   18.03 ms per token,    55.46 tokens per second)
338.36.681.616 I slot print_timing: id  0 | task 13022 |        eval time =     118.48 ms /     7 tokens (   16.93 ms per token,    59.08 tokens per second)
338.36.681.618 I slot print_timing: id  0 | task 13022 |       total time =     190.60 ms /    11 tokens
338.36.681.618 I slot print_timing: id  0 | task 13022 |    graphs reused =       8485
338.36.681.802 I slot      release: id  0 | task 13022 | stop processing: n_tokens = 13680, truncated = 0
338.36.707.079 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
338.36.707.224 I slot launch_slot_: id  0 | task 13030 | processing task, is_child = 0
338.36.894.438 I slot print_timing: id  0 | task 13030 | prompt eval time =      69.58 ms /     4 tokens (   17.39 ms per token,    57.49 tokens per second)
338.36.894.445 I slot print_timing: id  0 | task 13030 |        eval time =     117.61 ms /     7 tokens (   16.80 ms per token,    59.52 tokens per second)
338.36.894.446 I slot print_timing: id  0 | task 13030 |       total time =     187.19 ms /    11 tokens
338.36.894.447 I slot print_timing: id  0 | task 13030 |    graphs reused =       8490
338.36.894.632 I slot      release: id  0 | task 13030 | stop processing: n_tokens = 13680, truncated = 0
338.36.922.969 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 20314395873
338.37.037.355 I slot launch_slot_: id  0 | task 13038 | processing task, is_child = 0
338.37.434.871 I slot print_timing: id  0 | task 13038 | prompt eval time =     283.48 ms /   627 tokens (    0.45 ms per token,  2211.83 tokens per second)
338.37.434.878 I slot print_timing: id  0 | task 13038 |        eval time =     114.01 ms /     7 tokens (   16.29 ms per token,    61.40 tokens per second)
338.37.434.879 I slot print_timing: id  0 | task 13038 |       total time =     397.48 ms /   634 tokens
338.37.434.880 I slot print_timing: id  0 | task 13038 |    graphs reused =       8495
338.37.434.937 I slot      release: id  0 | task 13038 | stop processing: n_tokens = 633, truncated = 0
338.37.438.948 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.991
338.37.439.092 I slot launch_slot_: id  0 | task 13048 | processing task, is_child = 0
338.37.622.273 I slot print_timing: id  0 | task 13048 | prompt eval time =      70.27 ms /     4 tokens (   17.57 ms per token,    56.92 tokens per second)
338.37.622.281 I slot print_timing: id  0 | task 13048 |        eval time =     112.89 ms /     7 tokens (   16.13 ms per token,    62.01 tokens per second)
338.37.622.282 I slot print_timing: id  0 | task 13048 |       total time =     183.16 ms /    11 tokens
338.37.622.282 I slot print_timing: id  0 | task 13048 |    graphs reused =       8500
338.37.622.342 I slot      release: id  0 | task 13048 | stop processing: n_tokens = 633, truncated = 0
338.37.639.578 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.991
338.37.639.718 I slot launch_slot_: id  0 | task 13056 | processing task, is_child = 0
338.37.822.034 I slot print_timing: id  0 | task 13056 | prompt eval time =      68.62 ms /     4 tokens (   17.16 ms per token,    58.29 tokens per second)
338.37.822.041 I slot print_timing: id  0 | task 13056 |        eval time =     113.67 ms /     7 tokens (   16.24 ms per token,    61.58 tokens per second)
338.37.822.043 I slot print_timing: id  0 | task 13056 |       total time =     182.29 ms /    11 tokens
338.37.822.044 I slot print_timing: id  0 | task 13056 |    graphs reused =       8505
338.37.822.095 I slot      release: id  0 | task 13056 | stop processing: n_tokens = 633, truncated = 0
338.37.828.486 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.991
338.37.828.612 I slot launch_slot_: id  0 | task 13064 | processing task, is_child = 0
338.38.011.238 I slot print_timing: id  0 | task 13064 | prompt eval time =      68.25 ms /     4 tokens (   17.06 ms per token,    58.61 tokens per second)
338.38.011.244 I slot print_timing: id  0 | task 13064 |        eval time =     114.36 ms /     7 tokens (   16.34 ms per token,    61.21 tokens per second)
338.38.011.246 I slot print_timing: id  0 | task 13064 |       total time =     182.60 ms /    11 tokens
338.38.011.246 I slot print_timing: id  0 | task 13064 |    graphs reused =       8510
338.38.011.287 I slot      release: id  0 | task 13064 | stop processing: n_tokens = 633, truncated = 0
338.38.015.773 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.991
338.38.015.895 I slot launch_slot_: id  0 | task 13072 | processing task, is_child = 0
338.38.200.535 I slot print_timing: id  0 | task 13072 | prompt eval time =      68.87 ms /     4 tokens (   17.22 ms per token,    58.08 tokens per second)
338.38.200.541 I slot print_timing: id  0 | task 13072 |        eval time =     115.75 ms /     7 tokens (   16.54 ms per token,    60.47 tokens per second)
338.38.200.543 I slot print_timing: id  0 | task 13072 |       total time =     184.62 ms /    11 tokens
338.38.200.543 I slot print_timing: id  0 | task 13072 |    graphs reused =       8515
338.38.200.596 I slot      release: id  0 | task 13072 | stop processing: n_tokens = 633, truncated = 0
338.38.223.621 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 20315701835
338.38.223.708 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 469.942 MiB)
338.38.360.849 I slot launch_slot_: id  0 | task 13080 | processing task, is_child = 0
338.41.601.334 I slot print_timing: id  0 | task 13080 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.24 s / 3160.05 tokens per second
338.42.297.463 I slot print_timing: id  0 | task 13080 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.94 s / 3121.49 tokens per second
338.42.642.874 I slot print_timing: id  0 | task 13080 | prompt processing, n_tokens =  13191, progress = 0.96, t =   4.28 s / 3080.58 tokens per second
338.42.815.763 I slot print_timing: id  0 | task 13080 | prompt processing, n_tokens =  13703, progress = 1.00, t =   4.45 s / 3075.95 tokens per second
338.43.012.975 I slot print_timing: id  0 | task 13080 | prompt eval time =    4552.98 ms / 13707 tokens (    0.33 ms per token,  3010.56 tokens per second)
338.43.012.984 I slot print_timing: id  0 | task 13080 |        eval time =      99.11 ms /     6 tokens (   16.52 ms per token,    60.54 tokens per second)
