turn,b_ltm,k_min,topics_present,topic_count,floor_selected_per_topic,floor_selected,fill_selected,containment_drops,refills,collapsed_to_episode,ltm_chars_used,ltm_records_used,budget_utilization,chars_per_topic,selection
80,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1}",2,6,5,0,57,31056,8,0.9705,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":22549,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":8507}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.310992,""chars"":4538,""phase"":""floor""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.289988,""chars"":2862,""phase"":""floor""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.289617,""chars"":4987,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.282687,""chars"":4087,""phase"":""fill""},{""episode_id"":""da7a97b3-3240-448e-bf80-6f4a78b88f6a"",""distilled_id"":""a85c5392-f327-59b4-9c66-0c810b35cae8"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.271509,""chars"":4242,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.268351,""chars"":4482,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""3b29a88a-81ee-58f2-bee2-707ffaa414db"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.26679,""chars"":4455,""phase"":""fill""},{""episode_id"":""fa1661cb-0cde-4a4d-b2a2-926d5d3653a2"",""distilled_id"":""8a7269c5-2f52-523e-9a33-12bc18674bfb"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.097943,""chars"":1403,""phase"":""fill""}]"
81,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,5,5,0,57,31395,7,0.9811,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":22242,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":9153}","[{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.346322,""chars"":5106,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.325821,""chars"":4615,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.295611,""chars"":4538,""phase"":""fill""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.290278,""chars"":2862,""phase"":""fill""},{""episode_id"":""7f272a17-c445-4c60-919b-8d02d3e7acb9"",""distilled_id"":""2953a167-d8df-53f1-ae10-5ad30ad2766b"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.288379,""chars"":4629,""phase"":""fill""},{""episode_id"":""29e1ec0b-909e-4b9a-a17d-1803cb3f5fba"",""distilled_id"":""d645733f-7bfc-538d-a1a6-91510c817876"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.285779,""chars"":5011,""phase"":""fill""},{""episode_id"":""903db149-a8ac-411f-8bbc-ecf3efe13b65"",""distilled_id"":""770743af-01af-5f82-bddb-ee8c5ce59f32"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.280984,""chars"":4634,""phase"":""fill""}]"
82,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,6,5,0,57,31814,8,0.9942,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":22661,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":9153}","[{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.323017,""chars"":2862,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""d30d3093-bc62-5ba2-ad83-b75aa4e699a3"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.319745,""chars"":4615,""phase"":""floor""},{""episode_id"":""29e1ec0b-909e-4b9a-a17d-1803cb3f5fba"",""distilled_id"":""d645733f-7bfc-538d-a1a6-91510c817876"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.305203,""chars"":5011,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.294934,""chars"":4538,""phase"":""fill""},{""episode_id"":""77d8ee79-11d6-4934-8e18-64458fe34d32"",""distilled_id"":""674bb09b-98da-5475-a647-73fa4f152566"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.29228,""chars"":3650,""phase"":""fill""},{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.291347,""chars"":5106,""phase"":""fill""},{""episode_id"":""7f272a17-c445-4c60-919b-8d02d3e7acb9"",""distilled_id"":""c0764d1f-daa0-5b13-bf0a-b07ad2e61050"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.288933,""chars"":4629,""phase"":""fill""},{""episode_id"":""fa1661cb-0cde-4a4d-b2a2-926d5d3653a2"",""distilled_id"":""8a7269c5-2f52-523e-9a33-12bc18674bfb"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.097108,""chars"":1403,""phase"":""fill""}]"
83,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,6,5,0,57,30721,8,0.9600,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":26183,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":4538}","[{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.359997,""chars"":2862,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.316821,""chars"":4538,""phase"":""floor""},{""episode_id"":""77d8ee79-11d6-4934-8e18-64458fe34d32"",""distilled_id"":""674bb09b-98da-5475-a647-73fa4f152566"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.299584,""chars"":3650,""phase"":""fill""},{""episode_id"":""29e1ec0b-909e-4b9a-a17d-1803cb3f5fba"",""distilled_id"":""d645733f-7bfc-538d-a1a6-91510c817876"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.282959,""chars"":5011,""phase"":""fill""},{""episode_id"":""903db149-a8ac-411f-8bbc-ecf3efe13b65"",""distilled_id"":""ff14ef68-160c-55ee-8952-45609e1cf165"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.269118,""chars"":4634,""phase"":""fill""},{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.263788,""chars"":5106,""phase"":""fill""},{""episode_id"":""a79be741-ba04-4fd1-9d62-14a567a897f6"",""distilled_id"":""8f33be8b-c001-514c-be0c-3ce7c70f2a89"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.263252,""chars"":3517,""phase"":""fill""},{""episode_id"":""fa1661cb-0cde-4a4d-b2a2-926d5d3653a2"",""distilled_id"":""8a7269c5-2f52-523e-9a33-12bc18674bfb"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.141078,""chars"":1403,""phase"":""fill""}]"
84,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,6,5,0,57,30721,8,0.9600,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":26183,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":4538}","[{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.422379,""chars"":2862,""phase"":""floor""},{""episode_id"":""77d8ee79-11d6-4934-8e18-64458fe34d32"",""distilled_id"":""674bb09b-98da-5475-a647-73fa4f152566"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.376623,""chars"":3650,""phase"":""fill""},{""episode_id"":""29e1ec0b-909e-4b9a-a17d-1803cb3f5fba"",""distilled_id"":""d645733f-7bfc-538d-a1a6-91510c817876"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.36689,""chars"":5011,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.355726,""chars"":4538,""phase"":""floor""},{""episode_id"":""a79be741-ba04-4fd1-9d62-14a567a897f6"",""distilled_id"":""8f33be8b-c001-514c-be0c-3ce7c70f2a89"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.344927,""chars"":3517,""phase"":""fill""},{""episode_id"":""903db149-a8ac-411f-8bbc-ecf3efe13b65"",""distilled_id"":""bff279e5-493a-572d-a87e-3665d673b3fd"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.335761,""chars"":4634,""phase"":""fill""},{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.332524,""chars"":5106,""phase"":""fill""},{""episode_id"":""fa1661cb-0cde-4a4d-b2a2-926d5d3653a2"",""distilled_id"":""8a7269c5-2f52-523e-9a33-12bc18674bfb"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.196043,""chars"":1403,""phase"":""fill""}]"
85,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,5,5,0,57,31922,7,0.9976,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":5106,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":26816}","[{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.325072,""chars"":5106,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""71579f66-35e0-58db-bd2d-b5092b1c21d0"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.256738,""chars"":4615,""phase"":""floor""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.253504,""chars"":4987,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.249349,""chars"":4538,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.247113,""chars"":4482,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""0c36ce08-05f2-52c7-b5f2-aa9da621b064"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.246901,""chars"":3739,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""4c886e71-7a08-5ff9-a745-f50f7b6dbe81"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.240841,""chars"":4455,""phase"":""fill""}]"
86,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,6,5,0,57,31965,8,0.9989,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":22812,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":9153}","[{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.372159,""chars"":2862,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.370086,""chars"":4538,""phase"":""floor""},{""episode_id"":""77d8ee79-11d6-4934-8e18-64458fe34d32"",""distilled_id"":""674bb09b-98da-5475-a647-73fa4f152566"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.369741,""chars"":3650,""phase"":""fill""},{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.350089,""chars"":5106,""phase"":""fill""},{""episode_id"":""7f272a17-c445-4c60-919b-8d02d3e7acb9"",""distilled_id"":""c0764d1f-daa0-5b13-bf0a-b07ad2e61050"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.348678,""chars"":4629,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.345915,""chars"":4615,""phase"":""fill""},{""episode_id"":""a79be741-ba04-4fd1-9d62-14a567a897f6"",""distilled_id"":""8f33be8b-c001-514c-be0c-3ce7c70f2a89"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.340669,""chars"":3517,""phase"":""fill""},{""episode_id"":""7cf5ead9-ae4f-43ce-9961-c4a38de14c48"",""distilled_id"":""ee3d9c9d-af0e-5e9c-a289-39aafef7258a"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.204609,""chars"":3048,""phase"":""fill""}]"
87,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,6,5,0,57,31125,8,0.9727,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":17517,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":13608}","[{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.342553,""chars"":5106,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.304022,""chars"":4538,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.294252,""chars"":4615,""phase"":""fill""},{""episode_id"":""7f272a17-c445-4c60-919b-8d02d3e7acb9"",""distilled_id"":""c0764d1f-daa0-5b13-bf0a-b07ad2e61050"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.284501,""chars"":4629,""phase"":""fill""},{""episode_id"":""a79be741-ba04-4fd1-9d62-14a567a897f6"",""distilled_id"":""8f33be8b-c001-514c-be0c-3ce7c70f2a89"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.281435,""chars"":3517,""phase"":""fill""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.279512,""chars"":2862,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.275179,""chars"":4455,""phase"":""fill""},{""episode_id"":""fa1661cb-0cde-4a4d-b2a2-926d5d3653a2"",""distilled_id"":""8a7269c5-2f52-523e-9a33-12bc18674bfb"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.147612,""chars"":1403,""phase"":""fill""}]"
88,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1}",2,6,5,0,57,31926,8,0.9977,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":29064,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":2862}","[{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.387534,""chars"":4615,""phase"":""floor""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.353739,""chars"":3348,""phase"":""fill""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.349185,""chars"":4987,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.348587,""chars"":4538,""phase"":""fill""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.342308,""chars"":2862,""phase"":""floor""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.334867,""chars"":4087,""phase"":""fill""},{""episode_id"":""d9ee4210-0492-4008-9d07-50ed38693e6b"",""distilled_id"":""737707a1-a068-5826-9cf2-7a484caa02d4"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.332259,""chars"":3750,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""1baff095-406c-5bb4-be17-2367933cb792"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.327433,""chars"":3739,""phase"":""fill""}]"
89,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,6,5,0,57,31700,8,0.9906,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":14005,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":17695}","[{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.381147,""chars"":5106,""phase"":""floor""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.36317,""chars"":4455,""phase"":""floor""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.337949,""chars"":4087,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""71579f66-35e0-58db-bd2d-b5092b1c21d0"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.335743,""chars"":4615,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.333538,""chars"":4538,""phase"":""fill""},{""episode_id"":""903db149-a8ac-411f-8bbc-ecf3efe13b65"",""distilled_id"":""ff14ef68-160c-55ee-8952-45609e1cf165"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.326938,""chars"":4634,""phase"":""fill""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.322163,""chars"":2862,""phase"":""fill""},{""episode_id"":""fa1661cb-0cde-4a4d-b2a2-926d5d3653a2"",""distilled_id"":""8a7269c5-2f52-523e-9a33-12bc18674bfb"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.103792,""chars"":1403,""phase"":""fill""}]"
