question_id,sample_id,category,direction,evidence_episodes,flat_best_evidence_rank,flat_worst_evidence_rank,floors_evidence_delivered,n_first_evidence_delivered,floors_evidence_tiers,n_first_evidence_tiers,floors_evidence_phases,n_first_evidence_phases
8b66331d7d0a2ff18c362616f0441ce1ac80125fc6b6fe72f16d442b59e34f70,conv-47,2,gain,1,1,1,1,0,k,,contested,
c55bc907660613c94dfc75cdff5204f16023c381dfbc7eb7763e62edc26e2ca0,conv-47,2,gain,1,44,44,1,0,coverage,,reserved,
841358e8d773b3a11a85363576315dd91b820b87ed10bab67d60c85769a60363,conv-47,3,gain,1,18,18,1,0,k,,contested,
b9b42c9148367439c3815e37080a8017116062bf782904735b5dd11c22954869,conv-47,2,gain,1,1,1,1,0,k,,contested,
dc30824d53a1364d4c96fd96f14e0bca8bfacf23d51c48359e7799a9ea8a5645,conv-47,2,gain,1,4,4,1,0,k,,contested,
76bc4a731506bac26244b2437bd6bb63e12068dd8fe0f754c0b8f662234ac696,conv-47,2,gain,1,1,1,1,0,k,,contested,
c4643577b06522cec7b5c27245cd7f60ad138e44e83c4c1780518bdc971a30e8,conv-47,2,gain,1,1,1,1,0,k,,contested,
00f0390d17eafc419028159def46a7baf74b6c9e03c6eab414ae47dce568b0ac,conv-47,2,gain,1,1,1,1,0,k,,contested,
3fc6ac3b3924e5279a3639b6b0b8cc73194c18ebda792236627550c7488fe2f1,conv-47,1,gain,2,1,2,2,0,k,,contested,
52949ad9760fd61c1c8f41ad8910c9553d502d44223dfc6884d0395f28e0d6e4,conv-47,2,gain,1,1,1,1,0,k,,contested,
8c9f592b7b8e8c601a768086ca2bdb6de99999505d6f5a2801aa0429903ccc90,conv-47,2,gain,1,1,1,1,0,k,,contested,
774d39a4f15358f2c320de771b71eccfac88a84c0d04e0e5049ba226f0c177cd,conv-47,1,gain,3,1,5,3,2,k|recency,recency,contested|reserved,
e4c73ecf8635f7cc0194f763d03b8e8586c3aac825c799d501edda55b376b0ac,conv-47,2,loss,1,30,30,0,1,,recency,,
eca6a371313f48a654d2fb5a77693626897985a24c9e30829f16f3b414f31b12,conv-47,4,gain,1,2,2,1,0,k,,contested,
6fe956f231da63d69d20462ed9e0d77a1d7d2f2bd3c6e0c0841d05e672ef5362,conv-47,4,gain,1,1,1,1,0,k,,contested,
56a19fd2e23f837228fa88754c2f014a3095a37b540dfe379d58d37d71517bda,conv-47,4,gain,1,4,4,1,0,k,,contested,
143bf2ebacea84a7362a8eca854135e0739b922ae0d331a6a994fe963e1d22f9,conv-47,4,gain,1,1,1,1,0,k,,contested,
aab7ca448a1e117635832e2a085c41d5941dedbadebe60aa981749ffeb68ee75,conv-47,4,gain,1,3,3,1,0,k,,contested,
a00998166aa95e5f022baa269ea95c3d35de1635379c2942f599f9c046c927a8,conv-47,4,gain,1,9,9,1,0,k,,contested,
2a72e7b8baf3d9ce43a2849221ff5ff19f0a536aa71f37a9a09aa23416146545,conv-47,4,gain,1,3,3,1,0,k,,contested,
61c41768b13d3bdd893a5b3c946ad5d361b3e8176c7eb193c898165355177fbc,conv-47,4,gain,1,2,2,1,0,k,,contested,
74a4a0ed24134f2b4dc2d12d78ad9a577b70502a387095344347a1536e59d7d7,conv-47,4,loss,1,24,24,0,1,,k,,
78f27ba08533e1e95ecc51a5e981998b978c6a87fb9a1490e5dc471622d38605,conv-47,4,gain,1,3,3,1,0,k,,contested,
44d62fef4cf436ab13f116f5b4b725d146bdbd96bd203a820c0389ab1db5aef3,conv-47,4,gain,1,7,7,1,0,k,,contested,
1a10d87f66b3c13bff75097859d6ac03d3e1c17fbb4450f98b4e320c3c7f9442,conv-47,4,gain,1,4,4,1,0,k,,contested,
9435bfdbfa8036e33cc8155e700ba55a143072a0b4b8f07fd9b818cf6796f9fa,conv-47,4,gain,1,4,4,1,0,k,,contested,
0ba4ab87c21b1808cdcbd6400f5fa6162443a4b7d56c8bedce7c2839eb1848f6,conv-47,4,gain,1,7,7,1,0,k,,contested,
544f4d72d0f8d7676df91894bc8e049bfe728018e338045315ac26dc4958e093,conv-47,4,gain,1,2,2,1,0,k,,contested,
1f22ea9fdafe97937b45086bc4220a9d0a8c68cd491072cb6317ca5b71c473ba,conv-47,4,gain,1,1,1,1,0,k,,contested,
1fbc8637100e337a092ec3c6c59e2c436683b608ec7c95e92198fc9226ee1fd8,conv-47,4,gain,1,1,1,1,0,k,,contested,
8bff7e8b2880d7d20a848766b75dfabee9425a89ae5961f4f11c308c436023a0,conv-47,4,gain,1,1,1,1,0,k,,contested,
dc9c71edda38cdc3ec95a18fe5480cbdb17614c461d3b5ce3511a090cefe2fa7,conv-47,4,gain,1,3,3,1,0,k,,contested,
d56afa81d13f2e9ef070c86bc421cb471c6f2ffcb5c67ab7946da0d3e06c5383,conv-47,4,gain,1,1,1,1,0,k,,contested,
ceff852eb5fd6d0c45901b531373a653301e2cd66740ca6d30063c1790404550,conv-47,4,gain,1,3,3,1,0,k,,contested,
e5ba75c35003223368c3cca1e84562de998819714b91728a888fd378b3ec2454,conv-47,4,gain,1,2,2,1,0,k,,contested,
caa350851c17ba219fcf8d04dd1eb2aeaeb2fb7636642561dac57247dc98e7f6,conv-47,4,gain,1,1,1,1,0,k,,contested,
3fa8cfb1449c05261a4f8409c515a74a47a911d1c1e2cbe4da25bacc0cd88d6e,conv-47,4,gain,1,1,1,1,0,k,,contested,
ed8ee90e3027fa0ca2b2b8308ae8f60fb6557a972feaae93a73bd781b3b2bdf7,conv-47,4,loss,1,3,3,0,1,,k,,
94f5f29f2d5a5e7271ead43c245f58da6f4076b1d3f50e98d7cc1547d3ebd0b9,conv-47,4,gain,1,1,1,1,0,k,,contested,
88823bd9db57f1a3195c21df433ef9c2dbb4e511956301b62242aa6aecf3d4d0,conv-47,4,gain,1,2,2,1,0,k,,contested,
0da9682de89c5cc47c526991edf84c86be23dacc52ea921680fa5cfbe1e911ba,conv-47,4,gain,1,1,1,1,0,k,,contested,
b44519b7cb11f59e3f4d7d92d5405af5de906a14bc17302be0f1ed111bb41050,conv-47,4,gain,1,1,1,1,0,k,,contested,
21be6ea2dc0ee14b5dc423bc0ce81202f29672f39eeefb4dd9185c6678c205b6,conv-47,4,gain,1,3,3,1,0,k,,contested,
8530a5abe599597b4566b529228390efaaebb7e8a299463f2fd4935ff20c974d,conv-47,4,gain,1,1,1,1,0,k,,contested,
e96074b4d941ad8d64e8a1a0eb53f150b02547ad98ebc75601e916a3e73adc5b,conv-47,4,gain,1,6,6,1,0,k,,contested,
8ab0116f844cfc3f0188d799be9ce053473068fd3c0df29a9c17cc968f7d3677,conv-47,4,gain,1,1,1,1,0,k,,contested,
8736c16082dfbd9e2cf41ae7b46c1ea931c230c36a993c17d2fa3463dee92587,conv-47,4,gain,1,1,1,1,0,k,,contested,
07c4f0c4b2018b15f194daebb475835d2ae644711d0e574591677a922fe00a1a,conv-47,4,gain,1,1,1,1,0,k,,contested,
b1dea42385b8f4e35d0736971236ecb49588ab1f365de1d8a6d998a9b13b8b82,conv-47,4,gain,1,1,1,1,0,k,,contested,
810da9027d8ac95e914f7a101f3eda2d97ffcca21acda3dbd2c23fe10ba916c1,conv-47,4,loss,1,153,153,0,1,,recency,,
573db2ec50984ab00ec60809cc7b69444bca91f2299d4521da0066b4764046e5,conv-47,5,gain,1,1,1,1,0,k,,contested,
abaaf47bd8dc6683ba80539b58d1c22381825e310681ef8906bc0ddaf5208c07,conv-47,5,gain,1,24,24,1,0,k,,contested,
d2dda55aa89c4ff1ac5e70da75776199a4fe66db56bcf10788afb6b5bcc54742,conv-47,5,gain,1,3,3,1,0,k,,contested,
aac409a09e4a77258773775f1a3a2576941e8a5e8f9c29feb0ffc1264455729c,conv-47,5,gain,1,2,2,1,0,k,,contested,
3a08a3a62e3937d0ea82629b4df07c8061c329e94c8b371a35915d7ad1bac862,conv-47,5,gain,1,5,5,1,0,k,,contested,
06bf20100000ca7f077b49b1a0057a7747283414b03065cde7493ed69f2310b2,conv-47,5,gain,1,2,2,1,0,k,,contested,
f993bf39afc555d515794fb5f0641a4a1502b6c7d4501a89ba22a45aa4f47dcd,conv-47,5,gain,1,1,1,1,0,k,,contested,
85e18c463973e15ae5ab58c40afb0aa10b7941dda3dcb8f0b466636c83dc6598,conv-47,5,gain,1,6,6,1,0,k,,contested,
facfa52b6610332203828127ede7284f4d2b430c07cc3515836eacf4c9262b0d,conv-47,5,gain,1,2,2,1,0,k,,contested,
8bb3ff8089674959a5d8756d097cd3ec6a7992eddba3edd2b98ecebb46cd25a4,conv-47,5,gain,1,1,1,1,0,k,,contested,
bab90e98113ec89b102920825da65f0c2247a224617e1a24ad53c2536c492133,conv-47,5,gain,1,1,1,1,0,k,,contested,
230a9035e01d788afffe92313fa68d1f56980a4792092c035287b456ebb714ff,conv-48,2,gain,1,31,31,1,0,coverage,,reserved,
d8559fe598e71b83244b62da8d851ca301ae9f7bf71e3258dc87856ddcf06420,conv-48,1,gain,3,1,7,3,1,k,k,contested|reserved,
2fc0bdaefd7abf0af339cba89e2ec2a0ad44f2999c03523d3b1e0e0acb891235,conv-48,2,gain,1,1,1,1,0,k,,contested,
9c554632f4aae30e17b7c19c91ded7acedf7f88f219b4c497d0588e2a1a47979,conv-48,2,gain,1,1,1,1,0,k,,contested,
576f3f9eb798102ca499109e43cd023c9ab34aefebdb528f60f913ecce04b2b9,conv-48,4,gain,1,1,1,1,0,k,,contested,
eeeeab59969c1b1007e1b7bbc351155b997d6b7738484f7584740069f78a9dab,conv-48,2,gain,1,1,1,1,0,k,,contested,
602f9e8d02ed6cd3807bd13ded92616c8875aa887cdefc09e34fa399a5fca35e,conv-48,4,gain,2,2,20,2,0,k,,contested,
31a9c7a08ed46a7883beec73719c136adb67a2bcb0e81fdc9d480253ed450e09,conv-48,2,gain,1,5,5,1,0,k,,contested,
e0178addf675bcc1469ce274fca0b1c8c46857f6491d6c5aea73d88a426f00e6,conv-48,2,gain,1,1,1,1,0,k,,contested,
e6e0ec1c0cd160955eb3a2ce0c5fa613dd0fa70fb2f9a4501b74ca3e376b59b0,conv-48,2,gain,1,2,2,1,0,k,,contested,
6795873e3d31ff6f071af0552c0e1ba1af652f23bce6987f8df3044b9464c080,conv-48,2,gain,1,1,1,1,0,k,,contested,
1e33cf5d302da830d5f27fe375280acb0af434b7243e442b189e60c47bde94f4,conv-48,3,loss,1,36,36,0,1,,k,,
3d75bf5a76608f67d1299fd419fb1d337014231acb0c9fc36c158aeeefc5394e,conv-48,4,gain,1,4,4,1,0,k,,contested,
5fe1d7b58dd294d0d3e047052060013d9edac59108b7bc1d04d1d14e97c0298a,conv-48,2,gain,1,6,6,1,0,k,,contested,
495b4de5baf6198aca7d828af1609c2d463e303efac94d3cbe19c17eda60075e,conv-48,2,gain,1,11,11,1,0,k,,contested,
1ad5b3249757e61792d2e7c4730ab8578fa54628516a68ad171e894cee5da157,conv-48,2,gain,2,1,4,2,1,k|recency,recency,contested|reserved,
0f635a013f3ebed2f4b8f08f9c7ff9dc32da41a1c45640aaa0c90f1f98e2513f,conv-48,2,gain,1,5,5,1,0,k,,contested,
03a18424009bc08d9131a893445eaafda03d77e6296356077bf80c78a90fcdb6,conv-48,2,gain,1,1,1,1,0,k,,contested,
e387caf988d9cc5f36a9571798cedaa33a12d682f0dc121d225ab8097190bae9,conv-48,4,gain,2,4,6,2,0,k,,contested,
5f397ab6d2e384247ae8aabeaf66486459a516a9f27f3038a2e32f7eaf2c58da,conv-48,4,gain,2,1,12,2,0,k,,contested,
ee4ff51cd513870201c13bd8c2e4fdbce236cbb8940a2f1e905977ef9e0123dc,conv-48,2,gain,1,1,1,1,0,k,,contested,
dff115ed86358c15297a6e6f7b59948250e668de6e0ada1251f6b257a7fc0936,conv-48,3,gain,1,1,1,1,0,k,,contested,
6ff29e4120e3c169b0693e098c970b2e40435c035a09c988840bb4f9cf8b77e6,conv-48,2,gain,1,3,3,1,0,k,,contested,
3ee3ad4ccf64b58e3dae97b37f2f453d2de7f802a0216133f7605a6862020105,conv-48,1,gain,2,1,2,2,1,k,k,contested|reserved,
36cab067f1b73b634e3e3aec253ed54e43c2f3fe090e3e0c0d6a6f4aeee6430b,conv-48,4,gain,2,1,3,2,0,k,,contested,
fdcab47ecb86760f28eae7e3a2323f8230e64b6ca3614544ae38b5cc6c7f41b9,conv-48,3,gain,1,1,1,1,0,k,,contested,
b53687f7d91afe03d49150dbce90e997e63ae3ec1259b88896607069aa1fb5dc,conv-48,1,gain,2,5,10,2,1,k|recency,recency,contested|reserved,
be0eadd72188fa433073a005b0e5a461b66bf47b78e3529542bc21612a498b79,conv-48,1,gain,3,1,10,3,2,k|recency,recency,contested|reserved,
a69f4529c31f2dc4689030fc26c93a5a4a8c027fe0d276293e2b45d4838d2516,conv-48,1,loss,5,5,90,4,5,k,k,reserved,
a8846dfb7b53b4d17bd3f91643fec8a4caa179d75b23e592b7fd39e2fa994120,conv-48,1,gain,2,1,4,2,0,k,,contested,
1de52f9598e4c63960c1b10a810972709e0ad4bbaa6f355955927bfee31389f3,conv-48,1,gain,2,2,51,2,1,coverage|k,k,reserved,
bef7e8f867f531a1cfadafcf497d9c7b912c8fcb4d66f22d538832b408eadc9c,conv-48,4,gain,1,1,1,1,0,k,,contested,
369b7faf7ec147ed043654691af201b9c00ee1700aa7c9fbf07058c8308b4e81,conv-48,4,gain,1,10,10,1,0,k,,contested,
ffd0f86b4d561676f2d3f48c9c4f1a8183e12798f9a2233b442eee6af9d78f4b,conv-48,4,gain,1,1,1,1,0,k,,contested,
444bf90f093d281a24f09a498966f0b17a5576a5349bc6c3da79b42f0d6ba896,conv-48,4,gain,1,8,8,1,0,k,,contested,
d23b69cbaab2f9c57f96fa5c0ae07f9632dfd0fa8394c148aca8973e40ea74d2,conv-48,4,gain,1,2,2,1,0,k,,contested,
849ba027bb271231d2deb5986e0bccdd2707fba990fffb7460d12a9ff0f96943,conv-48,4,gain,1,2,2,1,0,k,,contested,
2e758daf35d89b4666f5be628ad52565178e7e160d761a02b87b26459d6d7582,conv-48,4,gain,1,1,1,1,0,k,,contested,
5f9768c512f138e9620c9d22bce8b0c6c8a1b2fb6d12282495de336bfdb8a200,conv-48,4,gain,1,1,1,1,0,k,,contested,
be8021eec6baedd6c251907a76e139ee1aceceb16e1ba4829b553855f678f1c7,conv-48,4,gain,1,2,2,1,0,k,,contested,
5dd398edda04cd976acea320a56bff115c370c52810531067ee36a956b28c194,conv-48,4,gain,1,4,4,1,0,k,,contested,
98eed85cde018fcb705716e8c43bfe7b45ecf2049e732ec0c9119fa60c7296a2,conv-48,4,gain,1,14,14,1,0,k,,contested,
5e1d79ee4cc7cef8cb3054ffd3625b7f15840e9b617edc76434184c83023851a,conv-48,4,gain,1,1,1,1,0,k,,contested,
5227bb5e16e43d0af93f7a719added80a4d003aa753f007b6b5af163ad0f8339,conv-48,4,gain,1,1,1,1,0,k,,contested,
c9009ed7592da2e425d382f7508c1da46a5a57f4c917b1d9249a6e36e47d6e2b,conv-48,4,gain,1,13,13,1,0,k,,contested,
6977354b53a0b63d2b1e70688d5a58353fec0ddfe21b2128007329665a948b7e,conv-48,4,gain,1,5,5,1,0,k,,contested,
5d11c4a7209f5fe3d5a0c4c4c276de54b9c57e03177e6034b665bd9be60f6c84,conv-48,4,gain,1,9,9,1,0,k,,contested,
05151a6cc99a7fded37a52d3f27a60598e1b5d82314e4bf689a888be861881c8,conv-48,4,gain,1,2,2,1,0,k,,contested,
66477bbce4137a1edb70a86f120e7b596e397ebd4fd7256b736715b52414647f,conv-48,4,gain,1,3,3,1,0,k,,contested,
7259cb53875af17a28d69eacc3fa0df40546bda45c3b46e53969c29cf5f3b30e,conv-48,4,gain,1,2,2,1,0,k,,contested,
d21bd33beed4e65239edbb4046587c92e68d594ffe181e19e46640edf63c5195,conv-48,4,gain,1,17,17,1,0,k,,contested,
b1604fd0d51110db439aafde1d74427226069915482cd8ad7145282204060074,conv-48,4,gain,1,4,4,1,0,k,,contested,
ff8a18782f86024a14d3e7cf56f5de548adb5f521a10da3e618a9eae715ebbcb,conv-48,4,gain,1,1,1,1,0,k,,contested,
18679027af54f5661451e56bc1579dfd7fbb987a77123aa242ce0873494cd922,conv-48,4,gain,1,2,2,1,0,k,,contested,
354302a9c2fe1ef93b51cabe59c26431efd8043ac59eac52e7accbffff38bf18,conv-48,4,gain,1,1,1,1,0,k,,contested,
ce8621b4a9c16211a88be35befe28fac16efbf57a51878e8065d8e5e16e9de47,conv-48,4,gain,1,1,1,1,0,k,,contested,
0d3665ec4677356c1576e9abc36a27f304c7e707fba2b2cdb1e849eeef498619,conv-48,4,gain,1,2,2,1,0,k,,contested,
7a01cfdff091f2b664b4eaeaa069fe9b7dd184cc82b36056baf0b94af4567273,conv-48,4,gain,1,16,16,1,0,k,,contested,
8bd1b296522a4a72b4633ee4907c3a2f9e611578273520bfec11b06e79567d31,conv-48,4,gain,1,1,1,1,0,k,,contested,
0124bc447d48d5a4ffe2de56bd8624392e560cd0e8f34147d972b8f7104e3991,conv-48,4,gain,1,2,2,1,0,k,,contested,
0a7f66d5a886b4d7083c9abe3cddea861e6610b9c2668ee90fa365f812f3419c,conv-48,4,gain,1,1,1,1,0,k,,contested,
16648a3a77d3c3a4e2eea7d048165098adf0f3ad8e8c0f72bf14fd3a82710cc8,conv-48,4,gain,1,5,5,1,0,k,,contested,
1dd036332534d3ae739c45a15421914b6eba9375a96765fa0c412fdac3f192da,conv-48,4,gain,1,4,4,1,0,k,,contested,
148a399ae3dace2b24b107b566fd2454016702611b80e861bc930d12cfb455b8,conv-48,4,gain,1,1,1,1,0,k,,contested,
243c156fa11611b2cf901f4207d5c906ebe9e5fe747ac376fbeaea97c703d089,conv-48,4,gain,1,1,1,1,0,k,,contested,
be974ebb1466ae28f51d4829fae1a1af9f5b85406eafdee7f33fa56eb443ec66,conv-48,4,gain,1,1,1,1,0,k,,contested,
9ad1338dccac101f040dd07f7035454048649cd065c37e4fb1a3cf80bece3751,conv-48,4,gain,1,3,3,1,0,k,,contested,
c3a3ce7ef3bebfae7a65a76246f4a310457f71f1991311b217a1bc4a164ea4f2,conv-48,4,gain,1,1,1,1,0,k,,contested,
4bdccb66e841cc9a2bc2ef8f0e3e4cefa42480b33590e8ee58fa98135f08c623,conv-48,4,gain,1,1,1,1,0,k,,contested,
f64c866df06fc6665006667d3d3a7cbafae4589d00398d32dcad10a914dc3f2d,conv-48,4,gain,1,12,12,1,0,k,,contested,
1ce5b8ae27e4922b3c9d95365112044cfb8bfc69d797c09d9dc864fcc8c811dd,conv-48,4,gain,1,6,6,1,0,k,,contested,
b05eaa37ad80de29e010805e0a5b311b8349924bb39d0c250feb271773cffe73,conv-48,4,gain,1,2,2,1,0,k,,contested,
10fef3238cdcc9a93155423171aeec3e3c2f71aa5aef159f1531ca4126bb9357,conv-48,4,gain,1,12,12,1,0,k,,contested,
e72fdacd81c7f63e66dee7b1ea5637ccf111121f1a23cd9c7634904860831c71,conv-48,4,gain,1,1,1,1,0,k,,contested,
6ad8fdbe3adf599eb2605ddbd8d26a03c54f433ee2931382fbd1ba621925be17,conv-48,4,gain,1,14,14,1,0,k,,contested,
8b4726d8784d129888bdd701f91035e29ac612f037745379a70bc6005f952b71,conv-48,4,gain,1,1,1,1,0,k,,contested,
9295ee280ce583c3d9c06b75393d4d8016abf7ee01f8aaf51834989a83e3c209,conv-48,4,gain,1,2,2,1,0,k,,contested,
924c991c3884648ad2ef762aa405229a238316b1fca2513eee10b0ed2d8bae44,conv-48,4,gain,1,2,2,1,0,k,,contested,
03bcda7eb1b8a87f2145fd0e9ae07634d6b837b34312431136e094625f14bd77,conv-48,4,gain,1,1,1,1,0,k,,contested,
ffe6be1c1e6fc58a4ddfbe92cec29f9345522844751f689e581bb9dbdf7fab11,conv-48,4,gain,1,1,1,1,0,k,,contested,
d37b7904751d50d860e0fa5243c2a879c130e1d44c6a58000462ff278e66215b,conv-48,4,gain,1,1,1,1,0,k,,contested,
e83935d3f9c97f0c027f65cadb65248adbd7bcf82e3fc548a5bcc72d79adcd32,conv-48,4,gain,1,2,2,1,0,k,,contested,
adc145ac4440adf59475fdbe13c15316e40bbda0d7c646b727dd6c84063cefdd,conv-48,4,gain,1,3,3,1,0,k,,contested,
6a2e2bcc4809c7591584ebe2c8dcb213190f8f77b286f45e99375a3f897af251,conv-48,4,gain,1,1,1,1,0,k,,contested,
ef42276ecf7abff8bfd9e6562eacc366e69f7441e93d0b2089b7577a5c7ae52c,conv-48,4,loss,1,1,1,0,1,,k,,
4050bec28d8fef4657997f39711c3b8ddc40925db53ffb11cb483774297d7089,conv-48,4,gain,1,7,7,1,0,k,,contested,
46d16c4aa76190fda3a82b7ed3b2c27e6688bb15ccd98427096bd45602d55844,conv-48,4,gain,1,2,2,1,0,k,,contested,
8ac1505119250a68c0b7496a2561e178f88b859d8af29fdb1bc02fe4ce40d62e,conv-48,4,gain,1,10,10,1,0,k,,contested,
32f192999d0705a5e7f8b7ce8062615edcd31825efb76bf81ca84d73d93051fc,conv-48,4,gain,1,4,4,1,0,k,,contested,
6034dff6eb890315383e967c6beea1993a45a70bf4ebfcdf186b81f0d4c4054d,conv-48,4,gain,1,14,14,1,0,k,,contested,
8cb145b464aefb622c415b755278dba0aacb5110bad70de65420f7c6876700c9,conv-48,4,gain,1,20,20,1,0,k,,contested,
203cd87ffd91055413799c69d905ea62348f2468a980f6a3325612f616f206b6,conv-48,5,gain,2,5,7,2,0,k,,contested,
49d3385cc5e2adff17649974783b0fbe3456978d5fa88b21b4e0e58c4a4249db,conv-48,5,gain,1,9,9,1,0,k,,contested,
70415c25a16e0f9a752cd3ee13007d11aeedf2ab5d63342c43e0614670dbb1fe,conv-48,5,gain,1,3,3,1,0,k,,contested,
cb1a53c11685f0569d7233dbfdd4ae9b15f021e106a187720c42d94a67e34669,conv-48,5,gain,1,7,7,1,0,k,,contested,
613a36700245091df93565ef47e1573b4230ead59e8209d9b63a978585225c2d,conv-48,5,gain,1,9,9,1,0,k,,contested,
284f2f61c6ab4a475bdec440775c2c36a934777662dddd38f5fb4d0dd5f76eeb,conv-48,5,gain,1,2,2,1,0,k,,contested,
84c29e1ce33ae2b1b94aff646d6c2ada96b8747c24f20c635b79fab41aed178a,conv-48,5,gain,1,1,1,1,0,k,,contested,
2112becfc5ec1705caf78e17640a03dc3bd6cf65179b4c682cd21f5f93d69afb,conv-48,5,gain,1,1,1,1,0,k,,contested,
25b36410abb9d0c7568c64e3492862468e366fad7da1a101fe3fed978dc59b58,conv-48,5,gain,1,2,2,1,0,k,,contested,
7a1c2c3bf34ef36c2e54a6fc1a851a63e542fd29a84f23c875cf68a7236ccc1e,conv-48,5,gain,1,1,1,1,0,k,,contested,
ed35d7c5f50a42cd9d85b7bbdd97881b5388bdc725ed3139c3b25ff210f370e2,conv-48,5,gain,1,1,1,1,0,k,,contested,
4a35315eceaa0c7d508450e8a70e13b3d05b3cf64343f1595f835c28292bd382,conv-48,5,gain,1,5,5,1,0,k,,contested,
4e1c16cba2b70dff2b404af312157eca9a03aac7a80490c2d4cb9d275e23ef92,conv-48,5,gain,1,1,1,1,0,k,,contested,
dad53a0b3c0cf4531ba0a453080e28738b9669970beb1e4274a0f1091594d136,conv-48,5,gain,1,2,2,1,0,k,,contested,
1ce26e69cb7b5f1f6750d8a98ac104321c1d6340d55c5164ec0d2625c962a7b1,conv-48,5,gain,1,1,1,1,0,k,,contested,
e076157a670b03aa1ffe8ec253f5830c723343f6ced9b10b902c41dd973e36ae,conv-48,5,gain,1,17,17,1,0,k,,contested,
13c19b8d93a465c21b9a9892c508e64ae7429f9607db045a29bacb7ef33059ae,conv-48,5,gain,1,1,1,1,0,k,,contested,
d3fd7d76a5877ef4479bef6306edb546a3b22ccc7d81130450f97ebcd94f1d2b,conv-48,5,gain,1,2,2,1,0,k,,contested,
fb9222a2b3256f00c673c27900930e1b423ebbbf4bbec88088d8ddd93244eeb2,conv-48,5,gain,1,2,2,1,0,k,,contested,
435775422a4437ac19ad07e5bead1dea816b52dc36a890c9dd1da4d60f2c266b,conv-48,5,gain,1,1,1,1,0,k,,contested,
a36d682e132882f017b92229666b85e86658056cc018f9011faa83607b61014d,conv-48,5,gain,1,1,1,1,0,k,,contested,
55d37def282ec957fb2985876aa4757c6d05e7ab8d3716927389bab505036581,conv-48,5,gain,1,1,1,1,0,k,,contested,
534b5d3b41067844f273f509b01fc1adbd251598f3496b6f4f5312d2f85f5af8,conv-48,5,gain,1,10,10,1,0,k,,contested,
