question_id,sample_id,category,direction,evidence_episodes,flat_best_evidence_rank,flat_worst_evidence_rank,floors_evidence_delivered,k_first_evidence_delivered,floors_evidence_tiers,k_first_evidence_tiers,floors_evidence_phases,k_first_evidence_phases
d56afa81d13f2e9ef070c86bc421cb471c6f2ffcb5c67ab7946da0d3e06c5383,conv-47,4,gain,1,1,1,1,0,k,,contested,
ceff852eb5fd6d0c45901b531373a653301e2cd66740ca6d30063c1790404550,conv-47,4,gain,1,3,3,1,0,k,,contested,
e5ba75c35003223368c3cca1e84562de998819714b91728a888fd378b3ec2454,conv-47,4,gain,1,2,2,1,0,k,,contested,
ed8ee90e3027fa0ca2b2b8308ae8f60fb6557a972feaae93a73bd781b3b2bdf7,conv-47,4,loss,1,3,3,0,1,,k,,
94f5f29f2d5a5e7271ead43c245f58da6f4076b1d3f50e98d7cc1547d3ebd0b9,conv-47,4,gain,1,1,1,1,0,k,,contested,
88823bd9db57f1a3195c21df433ef9c2dbb4e511956301b62242aa6aecf3d4d0,conv-47,4,gain,1,2,2,1,0,k,,contested,
0a40384818c5bf2cb101a2a2eb9e946fae5448026e72f3a498456f9e418dcdae,conv-47,4,loss,1,2,2,0,1,,k,,
b44519b7cb11f59e3f4d7d92d5405af5de906a14bc17302be0f1ed111bb41050,conv-47,4,gain,1,1,1,1,0,k,,contested,
21be6ea2dc0ee14b5dc423bc0ce81202f29672f39eeefb4dd9185c6678c205b6,conv-47,4,gain,1,3,3,1,0,k,,contested,
8530a5abe599597b4566b529228390efaaebb7e8a299463f2fd4935ff20c974d,conv-47,4,gain,1,1,1,1,0,k,,contested,
e96074b4d941ad8d64e8a1a0eb53f150b02547ad98ebc75601e916a3e73adc5b,conv-47,4,gain,1,6,6,1,0,k,,contested,
8ab0116f844cfc3f0188d799be9ce053473068fd3c0df29a9c17cc968f7d3677,conv-47,4,gain,1,1,1,1,0,k,,contested,
8736c16082dfbd9e2cf41ae7b46c1ea931c230c36a993c17d2fa3463dee92587,conv-47,4,gain,1,1,1,1,0,k,,contested,
07c4f0c4b2018b15f194daebb475835d2ae644711d0e574591677a922fe00a1a,conv-47,4,gain,1,1,1,1,0,k,,contested,
b1dea42385b8f4e35d0736971236ecb49588ab1f365de1d8a6d998a9b13b8b82,conv-47,4,gain,1,1,1,1,0,k,,contested,
bd70513c25b185207e9c996940347974d01e3ece81e58527fe45f83071f1649f,conv-47,4,gain,2,1,7,2,1,recency,recency,reserved,
09223c3da8dd391422e02d4ac53faad284f30a77e63edd75f5e136aa1c799c6c,conv-47,4,gain,2,1,11,2,0,recency,,reserved,
5ffc3704158fe1de92c475142d32b50bb1081fe7c55427dca20a73dc10b2648b,conv-47,4,gain,1,14,14,1,0,recency,,reserved,
1a01ac60d778aad483ce762eabb894b76129b43f4ddb049c1f53073ccd0249a3,conv-47,4,gain,1,1,1,1,0,recency,,contested,
21ed57380e4b39b24802b5914740c4f74040abfcf336ac575815a0c3a03b8c98,conv-47,4,gain,1,3,3,1,0,recency,,contested,
f6ee38b75f47397be0e2f7e184152b17d82deff54c4cd45e5df7b0903cbf10a0,conv-47,5,loss,1,9,9,0,1,,k,,
b090b4cb7c9db4207ba2ff41810bc17d787c3681ee9afe563ecfe0adb30e7d4c,conv-47,5,loss,1,36,36,0,1,,k,,
abaaf47bd8dc6683ba80539b58d1c22381825e310681ef8906bc0ddaf5208c07,conv-47,5,gain,1,24,24,1,0,k,,contested,
0179597e450a21af02f361e181c3bd523e736e422f80e7f5880bfcc34998f707,conv-47,5,loss,1,27,27,0,1,,k,,
3a08a3a62e3937d0ea82629b4df07c8061c329e94c8b371a35915d7ad1bac862,conv-47,5,gain,1,5,5,1,0,k,,contested,
85e18c463973e15ae5ab58c40afb0aa10b7941dda3dcb8f0b466636c83dc6598,conv-47,5,gain,1,6,6,1,0,k,,contested,
8bb3ff8089674959a5d8756d097cd3ec6a7992eddba3edd2b98ecebb46cd25a4,conv-47,5,gain,1,1,1,1,0,k,,contested,
bab90e98113ec89b102920825da65f0c2247a224617e1a24ad53c2536c492133,conv-47,5,gain,1,1,1,1,0,k,,contested,
9de904e70b5dcacbb5da9678afe0ef1a79cc7d854a6db0c90489f4a0330c9731,conv-47,5,loss,1,3,3,0,1,,k,,
808ea912f12590a34f77e81d2cebf3d27a5701408f7adae29019da77cdd38a3d,conv-47,5,gain,2,2,5,2,0,recency,,reserved,
85d4f7ce9f21268b21640a66ca48f11c23755f63e93e9d3eab02fa3e1ae3ca95,conv-47,5,gain,2,2,10,2,0,recency,,reserved,
d21a6525b2434693c68c3854c7bf3a375f21dee340ebdf4cf75ed5e17a382c1a,conv-47,5,gain,1,38,38,1,0,recency,,reserved,
dc15b1534b51ee6004e446df7a04bfc349e06cc998e0c873560a05f707fad78b,conv-47,5,gain,1,2,2,1,0,recency,,contested,
3dd58845f9f21b3d8696be7fe0cb998ddf6eb3bb587d2c27ab15ddae09a9f144,conv-47,5,gain,1,9,9,1,0,recency,,contested,
230a9035e01d788afffe92313fa68d1f56980a4792092c035287b456ebb714ff,conv-48,2,gain,1,31,31,1,0,coverage,,reserved,
d8559fe598e71b83244b62da8d851ca301ae9f7bf71e3258dc87856ddcf06420,conv-48,1,gain,3,1,7,3,1,k,k,contested|reserved,
27d997dc256dda354c7ae9b7e417b2941985560d655a05a6f02aa0956f6fc8e3,conv-48,3,loss,1,39,39,0,1,,k,,
65a9472eb8ce6d515a91a659ff59d3959a46375982d4f83eb86f54949b7f6d2f,conv-48,2,loss,3,1,29,2,3,k,k,contested|reserved,
1e33cf5d302da830d5f27fe375280acb0af434b7243e442b189e60c47bde94f4,conv-48,3,loss,1,36,36,0,1,,k,,
3d75bf5a76608f67d1299fd419fb1d337014231acb0c9fc36c158aeeefc5394e,conv-48,4,gain,1,4,4,1,0,k,,contested,
495b4de5baf6198aca7d828af1609c2d463e303efac94d3cbe19c17eda60075e,conv-48,2,gain,1,11,11,1,0,k,,contested,
03a18424009bc08d9131a893445eaafda03d77e6296356077bf80c78a90fcdb6,conv-48,2,gain,1,1,1,1,0,k,,contested,
5f397ab6d2e384247ae8aabeaf66486459a516a9f27f3038a2e32f7eaf2c58da,conv-48,4,gain,2,1,12,2,1,k,k,contested,
81f5249c34eb53b18aed9573cc48c828c653e370a934c58f612353be50852abd,conv-48,2,loss,1,5,5,0,1,,k,,
dff115ed86358c15297a6e6f7b59948250e668de6e0ada1251f6b257a7fc0936,conv-48,3,gain,1,1,1,1,0,k,,contested,
6ff29e4120e3c169b0693e098c970b2e40435c035a09c988840bb4f9cf8b77e6,conv-48,2,gain,1,3,3,1,0,k,,contested,
3ee3ad4ccf64b58e3dae97b37f2f453d2de7f802a0216133f7605a6862020105,conv-48,1,gain,2,1,2,2,1,k,k,contested|reserved,
36cab067f1b73b634e3e3aec253ed54e43c2f3fe090e3e0c0d6a6f4aeee6430b,conv-48,4,gain,2,1,3,2,0,k,,contested,
01d798d4fedbb0e66f1a66e2e00960a0ce4041963ef35e1a216c4ddac828cdbf,conv-48,2,gain,1,1,1,1,0,recency,,reserved,
b53687f7d91afe03d49150dbce90e997e63ae3ec1259b88896607069aa1fb5dc,conv-48,1,gain,2,5,10,2,0,k|recency,,contested|reserved,
be0eadd72188fa433073a005b0e5a461b66bf47b78e3529542bc21612a498b79,conv-48,1,gain,3,1,10,3,1,k|recency,k,contested|reserved,
991198876cb39c1f9089c3ac33413787dd4530de94e568b70fc19fbb1fb9a741,conv-48,2,gain,1,18,18,1,0,recency,,contested,
a69f4529c31f2dc4689030fc26c93a5a4a8c027fe0d276293e2b45d4838d2516,conv-48,1,loss,5,5,90,4,5,k,k,reserved,
a8846dfb7b53b4d17bd3f91643fec8a4caa179d75b23e592b7fd39e2fa994120,conv-48,1,gain,2,1,4,2,0,k,,contested,
a305a7e66c167552f14c1004eedfff22c4f8ece634dbced49957161575e21e54,conv-48,1,loss,5,3,24,4,5,k,k,contested|reserved,
1de52f9598e4c63960c1b10a810972709e0ad4bbaa6f355955927bfee31389f3,conv-48,1,gain,2,2,51,2,1,coverage|k,k,reserved,
e426318d990ba82b4cc4d7fa2471c4bcb8f12543a670dd9ae7129940f15c351a,conv-48,4,loss,1,35,35,0,1,,k,,
849ba027bb271231d2deb5986e0bccdd2707fba990fffb7460d12a9ff0f96943,conv-48,4,gain,1,2,2,1,0,k,,contested,
5dd398edda04cd976acea320a56bff115c370c52810531067ee36a956b28c194,conv-48,4,gain,1,4,4,1,0,k,,contested,
98eed85cde018fcb705716e8c43bfe7b45ecf2049e732ec0c9119fa60c7296a2,conv-48,4,gain,1,14,14,1,0,k,,contested,
5227bb5e16e43d0af93f7a719added80a4d003aa753f007b6b5af163ad0f8339,conv-48,4,gain,1,1,1,1,0,k,,contested,
7259cb53875af17a28d69eacc3fa0df40546bda45c3b46e53969c29cf5f3b30e,conv-48,4,gain,1,2,2,1,0,k,,contested,
d21bd33beed4e65239edbb4046587c92e68d594ffe181e19e46640edf63c5195,conv-48,4,gain,1,17,17,1,0,k,,contested,
ff8a18782f86024a14d3e7cf56f5de548adb5f521a10da3e618a9eae715ebbcb,conv-48,4,gain,1,1,1,1,0,k,,contested,
18679027af54f5661451e56bc1579dfd7fbb987a77123aa242ce0873494cd922,conv-48,4,gain,1,2,2,1,0,k,,contested,
354302a9c2fe1ef93b51cabe59c26431efd8043ac59eac52e7accbffff38bf18,conv-48,4,gain,1,1,1,1,0,k,,contested,
ce8621b4a9c16211a88be35befe28fac16efbf57a51878e8065d8e5e16e9de47,conv-48,4,gain,1,1,1,1,0,k,,contested,
7a01cfdff091f2b664b4eaeaa069fe9b7dd184cc82b36056baf0b94af4567273,conv-48,4,gain,1,16,16,1,0,k,,contested,
8bd1b296522a4a72b4633ee4907c3a2f9e611578273520bfec11b06e79567d31,conv-48,4,gain,1,1,1,1,0,k,,contested,
0124bc447d48d5a4ffe2de56bd8624392e560cd0e8f34147d972b8f7104e3991,conv-48,4,gain,1,2,2,1,0,k,,contested,
16648a3a77d3c3a4e2eea7d048165098adf0f3ad8e8c0f72bf14fd3a82710cc8,conv-48,4,gain,1,5,5,1,0,k,,contested,
1dd036332534d3ae739c45a15421914b6eba9375a96765fa0c412fdac3f192da,conv-48,4,gain,1,4,4,1,0,k,,contested,
243c156fa11611b2cf901f4207d5c906ebe9e5fe747ac376fbeaea97c703d089,conv-48,4,gain,1,1,1,1,0,k,,contested,
be974ebb1466ae28f51d4829fae1a1af9f5b85406eafdee7f33fa56eb443ec66,conv-48,4,gain,1,1,1,1,0,k,,contested,
9ad1338dccac101f040dd07f7035454048649cd065c37e4fb1a3cf80bece3751,conv-48,4,gain,1,3,3,1,0,k,,contested,
c3a3ce7ef3bebfae7a65a76246f4a310457f71f1991311b217a1bc4a164ea4f2,conv-48,4,gain,1,1,1,1,0,k,,contested,
4bdccb66e841cc9a2bc2ef8f0e3e4cefa42480b33590e8ee58fa98135f08c623,conv-48,4,gain,1,1,1,1,0,k,,contested,
f64c866df06fc6665006667d3d3a7cbafae4589d00398d32dcad10a914dc3f2d,conv-48,4,gain,1,12,12,1,0,k,,contested,
1ce5b8ae27e4922b3c9d95365112044cfb8bfc69d797c09d9dc864fcc8c811dd,conv-48,4,gain,1,6,6,1,0,k,,contested,
b05eaa37ad80de29e010805e0a5b311b8349924bb39d0c250feb271773cffe73,conv-48,4,gain,1,2,2,1,0,k,,contested,
10fef3238cdcc9a93155423171aeec3e3c2f71aa5aef159f1531ca4126bb9357,conv-48,4,gain,1,12,12,1,0,k,,contested,
e72fdacd81c7f63e66dee7b1ea5637ccf111121f1a23cd9c7634904860831c71,conv-48,4,gain,1,1,1,1,0,k,,contested,
6ad8fdbe3adf599eb2605ddbd8d26a03c54f433ee2931382fbd1ba621925be17,conv-48,4,gain,1,14,14,1,0,k,,contested,
8b4726d8784d129888bdd701f91035e29ac612f037745379a70bc6005f952b71,conv-48,4,gain,1,1,1,1,0,k,,contested,
9295ee280ce583c3d9c06b75393d4d8016abf7ee01f8aaf51834989a83e3c209,conv-48,4,gain,1,2,2,1,0,k,,contested,
ffe6be1c1e6fc58a4ddfbe92cec29f9345522844751f689e581bb9dbdf7fab11,conv-48,4,gain,1,1,1,1,0,k,,contested,
d37b7904751d50d860e0fa5243c2a879c130e1d44c6a58000462ff278e66215b,conv-48,4,gain,1,1,1,1,0,k,,contested,
adc145ac4440adf59475fdbe13c15316e40bbda0d7c646b727dd6c84063cefdd,conv-48,4,gain,1,3,3,1,0,k,,contested,
6a2e2bcc4809c7591584ebe2c8dcb213190f8f77b286f45e99375a3f897af251,conv-48,4,gain,1,1,1,1,0,k,,contested,
ef42276ecf7abff8bfd9e6562eacc366e69f7441e93d0b2089b7577a5c7ae52c,conv-48,4,loss,1,1,1,0,1,,k,,
4050bec28d8fef4657997f39711c3b8ddc40925db53ffb11cb483774297d7089,conv-48,4,gain,1,7,7,1,0,k,,contested,
46d16c4aa76190fda3a82b7ed3b2c27e6688bb15ccd98427096bd45602d55844,conv-48,4,gain,1,2,2,1,0,k,,contested,
8ac1505119250a68c0b7496a2561e178f88b859d8af29fdb1bc02fe4ce40d62e,conv-48,4,gain,1,10,10,1,0,k,,contested,
32f192999d0705a5e7f8b7ce8062615edcd31825efb76bf81ca84d73d93051fc,conv-48,4,gain,1,4,4,1,0,k,,contested,
6034dff6eb890315383e967c6beea1993a45a70bf4ebfcdf186b81f0d4c4054d,conv-48,4,gain,1,14,14,1,0,k,,contested,
665180dd8d7ac6fed8fd2123869d52b21a0d7bb61614d748feed673cad755020,conv-48,4,loss,1,1,1,0,1,,k,,
8cb145b464aefb622c415b755278dba0aacb5110bad70de65420f7c6876700c9,conv-48,4,gain,1,20,20,1,0,k,,contested,
c6dd15b55a214128281ec84c47b8c6e4f178bb1c1341b4ea0d0bb423f0da9e6a,conv-48,4,gain,1,2,2,1,0,recency,,reserved,
5f1366f26decdae300b4a378f434b4a678863f5229c85e6038103207ec996629,conv-48,4,gain,1,1,1,1,0,recency,,reserved,
13f95e5436e58e7115280159897678df5bf8fdc940cc8b3624c2a620e52e2427,conv-48,4,gain,1,1,1,1,0,recency,,reserved,
2ca43863fdd8664ef8d6c37f4bebefd396e739a64554e6f5480902ca05cdbd21,conv-48,4,gain,1,9,9,1,0,recency,,contested,
46cacc0f5e299e5728c5fbcf16ae8227e5c998bf8c7c036eb4c7d5020cbe81c8,conv-48,4,gain,1,1,1,1,0,recency,,contested,
a51bfa9688aa5c407f78148344041cfd1cf9bfd9f6f9d3f693248aa1e2c95c5e,conv-48,4,gain,1,1,1,1,0,recency,,contested,
203cd87ffd91055413799c69d905ea62348f2468a980f6a3325612f616f206b6,conv-48,5,gain,2,5,7,2,0,k,,contested,
5c4c93d7cc99aa55cfdcffd32f4a0a6b414d2648faf7bbcb7fb0243e3b9110d7,conv-48,5,loss,1,72,72,0,1,,k,,
70415c25a16e0f9a752cd3ee13007d11aeedf2ab5d63342c43e0614670dbb1fe,conv-48,5,gain,1,3,3,1,0,k,,contested,
cb1a53c11685f0569d7233dbfdd4ae9b15f021e106a187720c42d94a67e34669,conv-48,5,gain,1,7,7,1,0,k,,contested,
613a36700245091df93565ef47e1573b4230ead59e8209d9b63a978585225c2d,conv-48,5,gain,1,9,9,1,0,k,,contested,
6b0e7ce17934741fc4d59361e409528a48c13abd964a49db958f230b61cca047,conv-48,5,loss,1,64,64,0,1,,k,,
0c3ea400b92139c937dfbc5de480f4fc89183a8f01c39c64ef43fa5b68437bae,conv-48,5,loss,1,41,41,0,1,,k,,
84c29e1ce33ae2b1b94aff646d6c2ada96b8747c24f20c635b79fab41aed178a,conv-48,5,gain,1,1,1,1,0,k,,contested,
ed35d7c5f50a42cd9d85b7bbdd97881b5388bdc725ed3139c3b25ff210f370e2,conv-48,5,gain,1,1,1,1,0,k,,contested,
4a35315eceaa0c7d508450e8a70e13b3d05b3cf64343f1595f835c28292bd382,conv-48,5,gain,1,5,5,1,0,k,,contested,
4e1c16cba2b70dff2b404af312157eca9a03aac7a80490c2d4cb9d275e23ef92,conv-48,5,gain,1,1,1,1,0,k,,contested,
dad53a0b3c0cf4531ba0a453080e28738b9669970beb1e4274a0f1091594d136,conv-48,5,gain,1,2,2,1,0,k,,contested,
1ce26e69cb7b5f1f6750d8a98ac104321c1d6340d55c5164ec0d2625c962a7b1,conv-48,5,gain,1,1,1,1,0,k,,contested,
e076157a670b03aa1ffe8ec253f5830c723343f6ced9b10b902c41dd973e36ae,conv-48,5,gain,1,17,17,1,0,k,,contested,
13c19b8d93a465c21b9a9892c508e64ae7429f9607db045a29bacb7ef33059ae,conv-48,5,gain,1,1,1,1,0,k,,contested,
d3fd7d76a5877ef4479bef6306edb546a3b22ccc7d81130450f97ebcd94f1d2b,conv-48,5,gain,1,2,2,1,0,k,,contested,
c244b3cbaf33f1db1a3a8ab01a18abd9c55073309887d689936f1ee10eb59336,conv-48,5,loss,1,57,57,0,1,,k,,
a36d682e132882f017b92229666b85e86658056cc018f9011faa83607b61014d,conv-48,5,gain,1,1,1,1,0,k,,contested,
534b5d3b41067844f273f509b01fc1adbd251598f3496b6f4f5312d2f85f5af8,conv-48,5,gain,1,10,10,1,0,k,,contested,
9c2211bfe4a3ec843770c61d3b68d866db6ccc02e8effec6d386f421b94cc7fa,conv-48,5,loss,1,8,8,0,1,,k,,
a4978e92f4f77283dbd4bd460c89bbc5ed2545d5e6dd0c619f0bbf9cab10813f,conv-48,5,gain,1,1,1,1,0,recency,,reserved,
7ad881106513a3445ffcae63d5c236c0119fad38093ab2fd8445e5682bb0b879,conv-48,5,gain,1,1,1,1,0,recency,,reserved,
32ac06a0b932b227e4420cd542a6a81667a7d235367acdf4232353f9c18a0e4c,conv-48,5,gain,1,2,2,1,0,recency,,contested,
